报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),1.06,0.68,0.3,1.36,1.01,0.68,0.32,1.27,0.87,0.56,0.25,1.08,0.8,0.52,0.22,1.25,0.98,0.68,0.3,1.09,0.76,0.49,0.22,0.53,0.37,0.23,0.09,0.44,0.34,0.22,0.1,0.6,0.48,0.28,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,7.49,--,--,--,6.77,--,6.75,--,6.23,5.94,6.24,6.03,5.76,5.46,5.53,5.23,4.9,4.64,4.76,4.54,4.41,4.27,4.32,4.23,4.14,4.02,3.9,3.8,3.68,3.48,3.63,3.5,3.4,3.25,3.13,3.27,3.19,3.07,4.87,4.74,4.62,4.48,4.65,4.52,4.39,4.24,4.15,4.35,2.49,2.27,1.82,1.46,
每股经营活动产生的现金流量净额(元),1.16,--,--,--,0.9,--,--,--,0.99,--,0.27,--,1,0.56,0.22,1.48,1,0.65,0.35,1.09,0.66,0.36,0.19,0.75,0.51,0.44,0.34,0.9,0.54,0.34,0.24,0.42,0.34,0.27,0.14,0.6,0,--,0,0.55,0,0,0,0.43,0,0,0,0.54,0,0,0,0.72,0.56,0,0.52,0.09,
主营业务收入(万元),104504,67616,30297,141621,108086,72205,33884,132676,94385,61319,27985,123194,92320,60430,27286,132524,104959,71098,32742,120860,88338,57957,26566,76184,53989,33958,15506,65645,48639,30367,13926,57792,42433,27046,12716,49089,36694,23508,11141,39930,28825,18307,8525,34018,25169,17277,8233,29731,20740,13201,6580,24649,11951,22334,19458,17585,
主营业务利润(万元),40727,26090,11182,52078,40148,27283,12731,49288,34984,22879,10451,43445,32378,21025,9097,46975,38564,26943,12249,44028,31797,20665,9386,24911,18113,11220,4735,19663,15012,9735,4397,20799,16406,10399,--,18516,13937,8823,4027,14739,10908,6993,3294,12590,9668,6543,3106,11736,8852,5390,2671,9701,4872,9457,7706,7455,
营业利润(万元),29350,18824,8207,37076,27976,18864,8785,34040,24059,15352,6940,29203,22167,14381,5997,32699,26840,18703,8499,30227,21807,14259,6315,15248,11504,7191,2802,11455,9022,5943,2775,14683,11337,7139,3068,12380,9329,6091,2927,9608,7415,4737,2264,8671,6707,4537,2291,7692,5491,3274,1687,5466,2699,4426,3658,3171,
投资收益(万元),1292,1182,528,652,362,217,85,353,231,116,52,329,163,136,51,989,119,-9,-3,103,5,4,2,-4,9,--,0,137,137,136,90,611,15,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),74,27,14,779,142,93,23,1239,218,133,16,781,229,114,18,430,231,96,3,414,199,154,135,478,169,287,176,508,--,--,--,--,--,--,--,30,0,--,13,37,0,0,0,52,0,0,0,29,0,17,5,-27,0,0,0,0,
利润总额(万元),29425,18852,8221,37856,28118,18957,8807,35279,24276,15485,6956,29984,22396,14495,6015,33129,27071,18799,8502,30641,22006,14413,6450,15726,11672,7479,2979,11963,9211,6072,2782,14932,11586,7355,3288,12452,9371,6125,2940,9787,7443,4757,2291,8822,6757,4570,2312,7918,5537,3295,1696,5457,2708,4542,3709,3133,
净利润(万元),23788,15288,6636,30620,22752,15411,7109,28622,19601,12524,5624,24203,17988,11664,4840,28066,22081,15281,6834,24427,17136,11078,4936,12031,8389,5221,1970,9817,7709,4979,2281,13388,10836,6274,2795,10724,8516,5206,2499,8492,6632,4043,1948,7760,6026,3884,1965,7037,5141,2801,1441,4434,2238,4023,3651,2743,
净利润(扣除非经常性损益后)(万元),23193,14950,6033,29804,22497,15336,7099,27342,19390,12416,--,23313,--,11436,--,27393,--,15199,--,23463,--,10948,--,11660,--,4998,0,9305,0,4873,0,12503,0,6090,--,10665,0,5166,0,8343,0,4026,0,7618,0,3857,0,6667,0,2783,0,4449,0,0,0,0,
经营活动产生的现金流量净额(万元),26008,18816,3929,30247,20229,10764,1892,32029,22301,14289,6171,31571,22466,12667,4961,33291,22519,14545,7843,24505,14912,8049,4263,16981,11560,9804,7540,20248,12231,7666,5469,9421,7583,6180,3055,13553,9895,7789,3694,12290,8060,5448,1329,6437,4473,3151,3319,8082,6645,4084,1599,10827,5597,6080,0,0,
现金及现金等价物净增加额(万元),4691,-14,-1012,-33826,-5662,-17801,-2788,10167,2900,-3866,5391,16189,9144,-406,6223,15639,6598,-648,5629,4707,-1793,-6287,968,6510,2677,2086,5092,4060,797,2967,8505,-10797,-8015,-5485,1275,1850,2625,1297,3542,2303,-1480,-3560,785,-11166,-11861,-11801,-2700,-7379,-5615,-4300,606,34121,-305,-496,0,0,
总资产(万元),211781,198977,206005,202286,194224,188271,192116,188402,175241,168024,174563,168962,164008,155963,160605,157749,152095,148243,152211,145420,131953,125664,126157,120832,113485,107594,107966,108545,109062,106158,103670,92404,89248,86202,89265,86770,83935,80629,81629,79850,76682,73607,77373,77338,74641,73661,75886,75572,71810,69712,73831,71946,38360,39222,36288,33725,
