报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.35,0.23,0.11,0.32,0.24,0.15,0.08,0.21,0.16,0.1,0.06,0.15,0.14,0.1,0.06,0.16,0.14,0.1,0.08,0.24,0.2,0.15,0.11,0.21,0.17,0.11,0.04,0.61,0.51,0.32,0.32,0.87,1.03,0.66,1.48,0.99,1.18,0.97,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.71,1.7,1.8,1.61,1.55,1.67,2.69,2.61,2.55,2.61,3.81,3.58,3.21,3.17,4.92,4.9,4.78,4.59,9.29,8.97,4.14,3.82,2.67,--,2.14,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.61,-0.83,-0.27,-0.21,-0.46,0.09,0.42,-1.33,-0.86,-1.23,-0.51,-0.03,-1.4,-0.97,-0.46,-0.35,-1.78,-1.25,0.17,-0.33,0.35,0.04,-2.22,--,1.87,-2.75,
主营业务收入(万元),2384144,1491125,602065,2194986,1614113,993350,441255,1151420,737142,412543,189539,748380,547941,365418,186220,697478,537201,350450,154857,604071,423202,259310,105366,264901,173907,101263,45082,287317,146505,102204,57643,179695,28230,16451,28443,20091,18484,14730,
主营业务利润(万元),187062,115695,49392,170482,113621,74926,34256,105182,73309,41730,21351,86952,60984,38667,21955,68624,43607,29526,13701,44913,31736,17654,9446,27161,24063,15614,6143,23677,18190,12459,7121,25141,18502,10475,19453,12922,13400,11315,
营业利润(万元),39762,25747,13546,39209,30430,19991,9059,26807,18158,11387,5381,14865,13824,9289,5016,13562,11374,9725,4122,16573,12455,9693,4334,7671,7004,4589,1682,17669,16585,11782,6857,10803,10986,6871,12046,8168,9524,8417,
投资收益(万元),6044,3204,1377,6155,6570,4912,2397,4155,-1032,418,1025,32,7,-244,-1757,-16214,-10265,-5097,-1581,462,484,319,-182,11088,-999,-1014,3203,-5789,-6167,-3176,-781,-519,-734,-734,1283,663,-100,--,
营业外收支净额(万元),680,331,205,2725,182,-440,8,-531,544,488,282,981,880,720,692,1179,578,92,55,--,-269,-271,-54,938,349,275,-13,243,--,164,200,409,117,14,343,110,-31,-1,
利润总额(万元),40442,26078,13751,41934,30612,19551,9067,26276,18702,11875,5663,15846,14704,10009,5707,14741,11952,9816,4177,16740,12187,9422,4280,8609,7352,4864,1669,17912,16824,11947,7057,11212,11103,6885,12389,8278,9492,8416,
净利润(万元),34891,23163,11011,31228,23198,15219,7509,20029,14545,9144,5080,12548,11679,8612,4724,13501,11642,8547,4589,13119,11105,8227,4049,7690,6363,4081,969,15040,12567,8030,4004,8160,9565,6071,10511,7001,8355,6848,
净利润(扣除非经常性损益后)(万元),34239,22807,10838,26247,22861,14663,7440,17611,12636,7890,3821,7990,--,6965,--,12988,--,8478,--,13022,--,8449,--,1156,--,3872,0,14833,0,7895,--,7754,9465,6060,10219,--,8381,6849,
经营活动产生的现金流量净额(万元),-269974,-97103,-52984,-328044,-224632,-117703,-60173,-271876,-219389,-185067,-88861,26802,-50911,-69142,-22897,-17787,-37974,7717,23113,-73940,-47923,-68389,-19011,-1113,-51845,-35931,-11318,-8547,-44101,-30899,2041,-4068,3195,388,-15702,--,13258,-19450,
现金及现金等价物净增加额(万元),84599,154551,14573,41738,10703,-2072,2283,18090,5978,39414,-1543,35185,14277,40183,50445,926,47473,49188,21121,-20630,-5388,-35962,-21585,26690,-11973,7542,5103,-23313,-17256,-38200,-58585,59248,3324,-6199,12937,--,954,2176,
总资产(万元),2836422,2664248,2265905,2185265,1977360,1784700,1659816,1452053,1163501,1136188,1116610,1046479,1094944,1200513,1282505,1285951,1650220,1526939,1317160,1286083,1216214,1204645,1125158,918410,709781,585578,407937,512322,597912,581489,632467,651862,584182,394435,331008,--,353695,188301,
流动资产(万元),2358485,2250034,1822916,1785386,1616492,1451077,1337848,1153176,939614,934134,933938,867912,933826,1049857,1136212,1154250,1536877,1422189,1217032,1190372,1138399,1121924,1051284,857949,674785,553674,380093,489312,579859,565766,616964,639121,577546,388451,325764,--,349022,185465,
总负债(万元),2234064,2098998,1849695,1794841,1625670,1460039,1348720,1155438,922706,913889,958055,893726,948360,1056262,1130296,1150389,1519068,1385099,1164904,1137372,1071738,1056446,979924,782373,588475,465790,285451,390844,479621,468118,517582,540990,545774,359074,312080,--,338526,175766,
流动负债(万元),2090600,1954685,1703815,1643128,1570186,1396583,1237546,1053118,820705,797606,843219,803557,873392,985058,1062700,1085627,1462323,1380704,1162253,1135785,1068998,1054800,978304,780752,588086,465401,285061,390455,478841,465701,517553,540961,545746,359046,312018,--,338492,175766,
股东权益不含少数股东权益(万元),475487,464375,329709,316798,285965,277767,275886,267365,222347,215007,154182,148285,142504,141965,150489,134535,129429,139497,149829,145185,141828,145147,141298,132678,118955,117447,121554,121189,118059,113389,114830,110846,38372,35338,18928,--,15169,12536,
净资产收益率加权(%),8.66,6.25,3.4,10.8,8.41,5.52,2.77,10.23,7.77,5.31,3.37,9.16,8.5,6.25,3.31,9.88,7.85,5.76,3.11,9.41,8.13,6.04,3,6.35,--,3.42,0,12.98,0,7.04,--,20.69,0,19.02,51.46,--,49.99,53.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
