报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),-0.01,-0.01,-0.02,0.01,0.02,0,-0.01,0.05,0.04,0.01,0,0.02,0,-0.01,-0.03,0.02,0.07,0.05,0.02,0.14,0.09,0.06,0.01,0.03,-0.02,-0.05,-0.09,0.02,0.09,0.1,0.03,0.35,0.25,0.18,0.55,0.27,0.16,0.47,0.48,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.68,1.67,1.64,1.68,1.73,1.71,2.73,2.7,2.65,2.62,2.57,2.56,2.51,2.48,3.45,3.54,3.61,3.62,3.7,3.67,3.57,2.08,1.97,--,--,2.33,1.96,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.07,0.06,0.03,-0.13,-0.18,-0.23,-0.15,-0.19,-0.18,-0.28,-0.31,-0.22,-0.23,-0.18,0.02,0.23,-0.77,-0.97,-0.74,0.18,-0.34,0,0.39,--,--,0.44,0.64,
主营业务收入(万元),61916,42077,19462,98954,74860,47240,21576,100058,75076,48402,22211,90730,67682,43265,18476,112202,88277,61253,27646,98344,74463,46073,20174,51084,32409,17911,6648,65241,53261,34685,15863,67506,49097,30663,55448,41759,23461,34430,23628,
主营业务利润(万元),6203,4117,1647,9336,7217,4504,1808,9372,6794,4410,2129,7985,5555,3303,1173,7616,6781,4563,2142,8845,6239,3940,1711,4251,2322,800,-543,4961,4330,3283,1454,6561,4679,3020,6160,4586,2813,4584,4555,
营业利润(万元),-672,-367,-341,202,439,105,-337,316,237,89,13,-876,-891,-868,-655,47,1242,818,228,1675,1325,784,127,76,-443,-694,-974,33,899,1035,343,2802,1991,1333,2674,2022,1192,2290,2405,
投资收益(万元),-8,-5,-9,4,21,23,-8,26,6,2,--,0,0,0,0,-48,106,106,-37,-53,--,0,--,--,--,--,--,--,--,--,--,--,--,0,-11,-4,-4,-9,-2,
营业外收支净额(万元),531,218,35,171,77,30,22,907,699,150,36,1364,1264,990,9,327,184,180,20,317,34,48,21,329,125,15,11,113,--,-23,--,--,--,--,120,-32,-28,15,-24,
利润总额(万元),-140,-149,-307,373,517,135,-315,1222,935,238,49,488,373,122,-646,374,1426,998,248,1992,1359,832,148,405,-318,-679,-963,146,935,1012,343,2910,1980,1323,2794,1990,1164,2305,2381,
净利润(万元),-93,-183,-307,224,306,33,-267,848,715,186,34,330,34,-121,-622,311,1192,826,198,1563,1019,668,127,319,-214,-536,-733,136,763,807,269,2449,1655,1124,2405,1620,1000,1963,2017,
净利润(扣除非经常性损益后)(万元),-533,-361,-329,85,284,62,-228,95,110,60,5,-591,--,-1111,--,61,--,528,--,1316,--,630,--,27,--,-549,0,40,0,827,--,2358,0,--,2303,--,--,--,--,
经营活动产生的现金流量净额(万元),5249,2318,3512,9390,5704,2034,-1555,2192,1945,-2119,-3541,3934,1220,1093,463,-2424,-3352,-4140,-1688,-2201,-2028,-3205,-3503,-2516,-2586,-1993,136,1835,-6235,-7883,-5983,1481,-2756,1232,2350,-1088,-1493,1866,2695,
现金及现金等价物净增加额(万元),730,-1916,-1293,230,1222,951,1480,-1144,-1269,-199,-2773,-2681,-2463,-953,-3336,2192,2081,-2624,-752,719,-410,407,-56,-638,-1694,-2239,-3247,-3535,-3961,-4796,-2974,2476,2048,-2015,3236,473,-525,1251,861,
总资产(万元),58928,57560,55309,61100,66605,67199,68421,67749,67340,69615,67845,66518,70540,69906,69686,74003,81094,77450,74754,67187,64911,63880,58538,53812,49616,43577,40258,43670,51834,50939,48680,46404,46893,38254,32801,--,--,27179,23456,
流动资产(万元),37297,35608,32995,37732,43333,43483,44314,43610,42969,44830,42563,40704,44679,42108,38399,43331,50669,47551,46067,40382,39568,38931,34631,29746,25649,20184,17431,21898,31130,31559,31245,31333,34247,26690,23116,--,--,16885,13896,
总负债(万元),26326,24992,22910,28404,33851,34725,34495,33544,33097,35901,34315,33018,37241,36810,37302,40944,47186,43945,41333,34473,32884,32285,27563,22965,19374,13674,10562,13159,20723,19769,17048,15013,16374,24059,19352,--,--,16265,14968,
流动负债(万元),26090,24513,22403,27982,33489,34463,34233,33276,32929,35733,34042,32787,37129,36710,37198,40864,47136,43895,41283,34423,32771,32172,27450,22852,19332,13674,10562,13159,20723,19769,17048,15013,16374,24059,19352,--,--,14073,11084,
股东权益不含少数股东权益(万元),30029,29935,29811,30118,30199,29927,31445,31712,31579,31050,30899,30864,30568,30413,29912,30534,31415,31049,31042,30677,30116,29765,29224,29097,28564,28241,28045,28778,29341,29385,30065,29796,28956,12675,11979,--,--,9784,8241,
净资产收益率加权(%),-0.31,-0.61,-1.02,0.73,0.99,0.11,-0.85,2.71,2.29,0.6,0.11,1.08,0.11,-0.4,-1.9,1.01,3.58,2.5,0.59,5.23,3.38,2.14,0.43,1.1,--,-1.9,0,0.45,0,2.69,--,12.36,0,--,21.89,--,--,21.28,27.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
