报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
净利润(扣除非经常性损益后)(万元),-1744,-1269,-570,-9804,-448,-618,59,-139,-68,499,--,452,--,-1188,--,-6285,--,-1651,--,-4027,--,-1362,--,-33973,--,-8498,0,331,0,3324,0,-10946,0,-2236,--,-7883,0,-2188,0,-11017,0,-1102,0,333,0,2046,0,5657,0,4234,0,1608,1533,901,--,1801,1397,1201,660,485,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),5,4,-1,-4639,-11385,-11549,-11427,12436,-761,157,770,-1374,-1210,-19,-25,-36563,-880,-2489,-9897,-3869,309,100,-1,-3118,-1126,-1560,397,-7282,-2037,-2723,3750,1210,134,-144,-216,-481,1782,1845,1327,9517,-51,1126,965,17227,10626,12315,5119,28012,11819,11456,1071,5773,0,-1959,--,4381,3674,2597,3485,1784,--,1108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4,4,-1,-13028,-11522,-11655,-11479,11863,-687,284,738,-1464,-1374,-19,-25,31,38330,43695,3,-3,148,0,-1,-3133,356,-78,-6071,-7302,-2044,-2471,4097,16359,-45,5,69,-12399,-11531,-1916,-382,-13989,-14457,-5790,-8068,9667,3873,11861,6940,3141,8634,5666,2096,-166,0,2165,--,5863,3483,-1563,95,-1442,--,3872,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),11922,11935,12592,12447,62304,63630,63985,60705,63442,63945,64524,59233,59317,51120,49771,50537,56418,61630,22812,16686,18714,15169,15199,14142,42333,43819,64197,70320,73345,73929,103002,98977,54612,56043,56026,52102,61822,119370,124425,121673,190128,196298,200822,196183,191505,192057,166126,150455,162356,163736,151211,137465,134954,135015,127769,120889,97403,40516,77837,78490,81940,82723,32444,31448,46934,43897,50195,50817,32548,30160,24491,20600,15513,15483,14522,12892,11217,11363,9786,
流动资产(万元),2466,2465,2093,1948,52618,53901,54238,50932,53425,53923,54472,49144,49392,39733,38222,38947,43648,48745,11887,5682,9206,5649,5552,5553,29198,30500,34932,35424,35700,35279,34383,32202,12306,12997,12989,11302,18523,42840,47581,43408,62363,67786,72031,65824,63276,65843,67009,53649,77022,71970,66855,52077,--,--,54782,0,0,0,0,0,46120,46481,18731,19003,28308,26022,32559,33900,23371,21281,16111,12530,8887,9427,9189,7714,7516,8266,7360,
总负债(万元),51978,51466,50893,50109,53105,53738,54143,50838,55019,54837,54761,49814,51441,46161,45726,45924,46400,50968,49868,52909,57107,56329,55491,54959,49237,49786,49560,53557,56995,57266,76502,74482,66980,66357,65147,62580,65873,95972,101264,97588,129954,121905,125327,119390,115953,118678,110680,98549,104930,108371,106360,95814,95406,96487,90695,84593,67641,25098,50929,52730,55277,55623,19938,20933,36975,34179,34370,36980,19190,16736,14447,11017,11222,11547,10355,8729,7299,7497,6383,
流动负债(万元),51657,51145,50572,49788,53105,53738,54143,50838,54019,53837,53761,48814,49927,44697,44312,44561,45921,50404,49132,52173,54871,54093,53255,52723,49237,49786,49097,53069,56135,56505,73961,71941,66980,66357,65147,62580,65873,95972,101264,97588,113672,105523,108945,103768,107741,110466,106080,94819,98637,101140,98420,89410,--,--,84054,0,0,0,0,0,49261,49814,15201,16679,31856,29005,26888,30190,18491,16662,10396,7612,5353,5700,5493,3828,4011,4736,4526,
股东权益不含少数股东权益(万元),-40056,-39531,-38782,-38161,7184,7826,7671,7649,6208,6825,6858,6437,5015,4959,4045,4613,10017,10661,-27056,-36223,-39875,-42601,-41774,-42086,-12719,-11835,6109,7965,7379,4895,1753,736,-12688,-10696,-9502,-10746,-4360,-3401,-3467,-2594,22524,24097,25521,25450,26691,26206,22361,21339,21365,20723,17673,16691,16189,15754,14967,14740,14686,14151,13641,12832,13430,12615,12536,10525,9650,9407,15501,13541,13358,13424,10044,9583,4291,3936,4167,4164,3918,3868,3402,
净资产收益率加权(%),--,--,--,--,-6.28,2.29,0.29,17.21,-3.62,5.83,6.33,33.02,8.36,7.24,-12.7,--,-24.18,0,--,--,--,--,--,--,--,0,0,105.95,0,147.71,0,0,0,--,--,0,0,--,0,0,0,-6.02,0,4.36,0,9.7,0,24.81,0,21.56,0,13.44,0,0,--,13.38,9.5,10.2,0,0,--,18.08,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
