报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.2,0.2,0.11,1.16,0.62,0.4,0.27,1.04,0.99,0.57,0.41,0.83,0.65,0.54,0.43,
每股净资产(元),2.47,3.1,3.02,7.44,6.92,6.73,6.71,4.43,--,3.95,--,3.39,2.56,1.81,1.12,
每股经营活动产生的现金流量净额(元),0.33,0.52,0.61,1.12,-0.82,-0.48,-0.14,1.18,--,0.74,0.58,1.18,0.68,0.39,0.46,
主营业务收入(万元),74144,53681,27773,98726,57369,36789,19311,73436,58918,36280,20474,68988,55257,45583,28854,
主营业务利润(万元),22980,15437,8107,35815,21415,13956,7437,28318,22256,13809,8404,23706,18281,13617,10290,
营业利润(万元),9711,6604,3859,14271,7749,5153,3435,11589,11495,6899,5036,9984,7473,5904,4562,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),481,162,39,514,272,161,57,460,510,60,-15,46,432,257,149,
利润总额(万元),10191,6765,3898,14785,8021,5314,3491,12049,12005,6959,5022,10031,7905,6161,4711,
净利润(万元),8365,5545,3124,12549,6677,4243,2962,10020,9619,5512,3972,8027,6240,4305,3023,
净利润(扣除非经常性损益后)(万元),--,5407,--,12120,--,4108,--,9627,--,5460,--,7985,5871,4086,2913,
经营活动产生的现金流量净额(万元),13786,14210,16589,12192,-8948,-5236,-1572,11405,11501,7119,5644,11421,6543,3575,3199,
现金及现金等价物净增加额(万元),-9359,-8687,-3360,19751,9610,15029,21287,-5226,75,-3718,5660,1022,1877,5474,4288,
总资产(万元),228610,187570,179873,185496,156345,150834,124932,94809,--,78814,--,79108,57432,46041,30455,
流动资产(万元),76157,66756,66269,81172,62608,62144,66022,43876,--,36007,--,43971,32571,26562,13115,
总负债(万元),118954,96908,91309,98053,74578,70859,51825,51967,--,40650,--,46332,32830,29720,22295,
流动负债(万元),88712,76433,78037,88719,68468,64526,44650,48662,--,36111,--,38533,27090,24422,20110,
股东权益不含少数股东权益(万元),103535,84415,82292,81081,75446,73366,73139,42853,--,38186,--,32845,24753,16428,7812,
净资产收益率加权(%),9.55,6.7,3.79,17.13,9.56,6.28,6.68,26.47,--,15.52,11.43,27.87,29.17,30.99,47.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
