报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),-0.02,-0.07,-0.05,-0.87,-0.34,-0.29,-0.07,0.13,-0.07,-0.08,-0.04,-0.36,-0.04,-0.03,0.02,0.36,0.34,0.25,0.12,0.5,0.36,0.22,0.11,0.57,0.4,0.25,0.71,0,0.84,0.63,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.55,6.56,6.8,6.79,6.77,6.67,6.79,6.67,6.53,6.4,6.51,6.41,2.96,0,--,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.34,-0.07,-0.03,0.26,-0.44,-0.26,-0.04,0.84,0.26,-0.15,-0.07,1.65,1.23,0.52,0.55,0,1.69,1.21,
主营业务收入(万元),222217,119056,31400,173284,123210,78658,36206,211605,155390,99314,42297,231730,177571,117180,50926,246781,184893,120794,52274,224124,162867,103210,44037,191571,139399,88891,234589,182220,159175,127196,
主营业务利润(万元),29526,14948,4258,4507,14603,9360,4157,36827,26331,17011,7267,39773,31717,20629,9563,47565,37036,24332,10129,50988,35618,22563,9666,44944,31688,20772,52525,38253,40254,30979,
营业利润(万元),-2762,-11301,-3419,-53453,-21460,-17592,-4640,739,-2402,-1939,-1265,-9623,476,272,570,13809,13448,9809,4541,19618,13779,8840,4491,17427,12217,7876,20024,17584,17863,14209,
投资收益(万元),6445,624,8,1195,323,680,--,9655,--,--,--,--,--,0,--,--,--,--,--,110,167,167,0,99,99,99,--,0,350,984,
营业外收支净额(万元),788,664,80,512,79,222,-9,4917,736,-8,56,1228,660,379,165,1464,711,487,178,930,561,412,98,455,227,225,1157,1140,561,937,
利润总额(万元),-1974,-10636,-3340,-52941,-21381,-17371,-4649,5656,-1667,-1948,-1209,-8396,1136,651,735,15273,14160,10295,4719,20548,14340,9252,4589,17882,12444,8101,21181,18724,18424,15146,
净利润(万元),-4213,-11787,-2768,-50578,-19591,-16877,-3909,3777,-2104,-2178,-1207,-10462,-1176,-913,493,10426,9993,7190,3416,14525,10310,6485,3167,12725,8706,5389,15424,12775,14731,11116,
净利润(扣除非经常性损益后)(万元),-3360,-10856,-2842,-51054,-19921,-17370,-3943,-6490,-2335,-2365,-1330,-10831,--,-994,--,10226,--,7121,--,14425,--,6225,--,12672,8532,5215,15234,0,11702,7906,
经营活动产生的现金流量净额(万元),90995,23187,-1397,-385,-6392,-6162,-704,7282,-1577,-8449,-772,14951,9928,-2069,-871,7672,-12641,-7628,-1186,24351,7663,-4339,-2009,47975,26548,11156,11857,-6289,28061,16298,
现金及现金等价物净增加额(万元),65353,11231,-2750,-18954,-18790,-24522,-26114,-1847,-16134,-25394,-25358,-37835,-10433,-15184,-6373,-6797,-29278,-25486,-9500,38,-10130,-26826,-12096,82971,609,7506,-2790,-6482,936,1576,
总资产(万元),1154353,1081544,305149,313647,353754,358184,381766,395920,402432,399044,401360,409075,433048,425039,417260,429392,361515,358515,348352,337566,337646,303708,302018,308889,222221,214631,214342,0,156819,143180,
流动资产(万元),997187,926547,157618,168060,185237,180800,195206,205545,206216,196253,192667,195282,225874,215726,211463,225466,221451,223378,218973,208608,216121,189595,194464,204369,125937,122681,127861,--,89415,90963,
总负债(万元),579563,643967,166580,171635,179398,180360,187681,196936,209651,206142,207330,213741,228370,219989,205260,217960,157858,153585,140331,133272,138103,108479,103448,114071,146524,142715,143286,--,99189,99420,
流动负债(万元),429675,439247,64396,69606,75031,73598,77741,85266,96340,89471,84924,91926,106354,98994,166787,177291,157858,153585,140331,133272,138102,108466,100448,111071,133524,129715,143286,--,98116,84985,
股东权益不含少数股东权益(万元),555521,413687,128095,130867,161850,164568,180436,184345,178460,178386,179384,180638,189851,190113,197319,196826,196242,193439,196915,193499,189283,185459,188934,185767,63978,60662,60681,0,48888,32825,
净资产收益率加权(%),-0.93,-2.81,-2.14,-32.04,-11.27,-9.59,-2.14,2.07,-1.17,-1.21,-0.67,-5.54,-0.61,-0.47,0.25,5.34,5.1,3.65,1.75,7.66,5.47,3.43,1.69,16.56,0,8.5,29.18,0,36.65,38.84,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
