报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.25,0.22,0.1,0.27,0.11,0.08,0.04,--,0.13,0.14,0.16,0.27,0.31,0.12,0.07,0.18,0.12,0.11,0.07,0.19,0.11,0.1,0.07,0.08,0.08,0.08,0.07,-0.45,0.08,0.07,0.03,0.02,0.08,0.06,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.57,--,4.35,4.53,4.48,4.36,4.95,4.89,4.17,3.39,2.7,2.69,2.72,2.66,2.65,2.65,2.62,2.55,3.09,4.1,4.16,4.19,3.95,3.93,4.02,4.01,3.95,3.95,4,3.97,3.9,3.89,3.97,3.94,3.9,3.9,4.84,4.78,4.66,4.6,4.56,4.49,4.64,4.58,4.51,4.45,4.36,1.2,1.32,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.15,--,0.08,0.05,-0.05,-0.01,0.02,0.07,-0.04,0.04,0.07,0.15,-0.02,0.41,0.22,0.21,0.05,-0.03,-0.09,-0.55,-0.32,0.66,0.08,0.08,0.13,0.62,0,--,0,-0.5,0,0,0,0.09,0,0,0,0.09,0,0,0,0.25,0,0.26,0,-0.07,0.05,0.19,0,--,
主营业务收入(万元),19035,13675,8584,33764,25362,18262,11904,35703,26663,19368,12264,37527,28552,20474,12364,35094,26861,18567,11690,33898,27094,18860,11431,31532,23837,15918,10041,33275,26637,18387,11034,56827,44332,32037,20014,50498,24768,17072,9390,35037,24777,16960,9859,74128,25030,16916,7436,63815,32097,21517,11008,47687,34574,22025,12921,45332,20488,47936,51713,37017,
主营业务利润(万元),12029,8746,5665,24347,18577,13146,8233,22867,16299,11971,7565,24142,18398,13411,8431,22157,17024,12191,7906,22360,15816,10015,7814,19240,14106,10100,6452,19315,15243,10878,7001,23975,16930,11510,--,21367,13681,9112,5588,19041,13243,9035,5931,36246,14576,9732,4738,30229,18300,11714,6791,31277,22696,14506,9061,30438,14180,33573,40957,30012,
营业利润(万元),11259,9815,3569,10959,5405,3903,2023,9063,5098,5325,6357,10005,11402,4086,2350,5579,4114,3849,2408,5949,1945,970,2308,1829,2700,2828,2537,-15229,3674,2142,1102,2333,2381,1602,1169,-545,-2459,-2284,62,-1618,1642,1203,1292,11848,1923,2028,1391,6801,2775,1126,1173,4660,3287,1655,0,4115,2245,2634,4896,6576,
投资收益(万元),16282,13510,3786,9044,3086,1182,-251,9433,5488,5575,4956,10585,10125,2596,76,5837,3137,2644,54,6505,4347,4091,43,5726,4194,3931,2410,4370,6148,2310,-59,3511,1809,1377,86,842,1303,1222,408,5252,-3,15,-141,-912,281,214,43,834,814,892,145,107,1202,1415,698,1359,666,971,337,--,
营业外收支净额(万元),43,11,4,158,57,46,-3,263,16,26,0,129,72,67,39,669,97,71,2,-524,-27,-42,10,256,195,-30,20,-261,--,--,--,1062,--,--,--,6585,0,--,0,1726,0,0,2,655,0,0,0,1471,0,-14,0,-65,-15,-14,0,-34,0,0,0,-348,
利润总额(万元),11302,9826,3572,11117,5462,3949,2021,9326,5114,5351,6357,10134,11474,4153,2389,6248,4211,3920,2411,5425,1918,928,2318,2085,2896,2798,2558,-15490,3917,2290,1104,3395,2958,2109,1267,7144,3464,3364,1057,7146,3244,2280,1153,13225,3144,3110,1427,9734,4011,2424,1355,5681,5252,3572,1888,5960,2988,5086,6475,6376,
净利润(万元),7859,6810,2979,8487,3460,2514,1170,8298,4116,4438,4947,8315,9537,3614,2049,5560,3776,3523,2082,5800,3538,3050,2124,2652,2563,2551,2050,-14007,2498,1576,625,511,2004,1517,819,4013,2333,2316,771,3116,1460,1153,768,3108,2213,2085,1047,5702,3235,2031,1310,5118,3926,2632,1333,5464,2601,5062,5972,5123,
净利润(扣除非经常性损益后)(万元),-2952,-2246,1015,2963,1771,2471,1167,--,209,235,--,45,--,2120,--,2733,--,3122,--,1971,--,-169,--,-192,0,276,0,-17984,0,1338,0,-1006,0,1041,--,-880,0,-1283,0,-708,0,84,0,695,0,1208,0,2914,0,1204,0,4504,2643,1348,0,3644,2601,0,0,--,
经营活动产生的现金流量净额(万元),2633,1148,-892,-2868,-547,-2874,-8070,-24436,-2495,-1654,-4562,2001,2354,1606,-1607,-269,693,2247,-1351,1282,2338,4540,-610,12781,6869,6426,1607,-1033,-2807,-13201,-7611,15862,1936,1980,3036,14852,14782,2231,591,-11893,-7561,-2559,866,2075,-22653,-14888,-12662,1894,28790,2772,4068,5079,0,5107,0,-1303,1023,2878,0,--,
现金及现金等价物净增加额(万元),8843,18310,-5328,3788,7715,2806,2568,-2912,333,-1714,-2355,1051,2391,4619,-2103,-4017,-4374,-3030,-7331,-9600,1167,2022,-5492,9315,471,11241,5459,-10157,-15211,-13189,-12260,3292,-845,2072,2231,1389,-6164,-2903,-108,-16823,-16995,-7098,-10179,-13372,-31078,-23343,-18010,5835,17155,-16915,-11154,-9658,0,-21296,0,42591,64606,2051,0,--,
总资产(万元),220751,270687,274892,277003,203250,181959,186377,179300,166301,162764,175715,185454,168251,178001,173130,169435,193039,190514,166464,131544,108291,107591,108672,112552,117296,164025,168516,168787,155731,158499,162223,167537,164730,172151,172357,172809,184976,184421,191875,188204,182114,175472,158677,150602,180684,179559,171504,160470,172437,133949,142221,133932,119304,104146,121737,117475,112074,44811,44811,36787,
流动资产(万元),48370,52308,30786,37659,36296,30828,36948,32766,29975,29743,32048,29973,35106,29773,28132,26101,25462,23393,23845,30643,41186,39512,38374,41382,47166,100509,104783,104509,93286,88004,87233,90035,92217,99663,93357,98283,112183,110682,112924,104386,103169,104142,110613,101619,131980,131854,129917,122235,133171,95297,--,0,--,0,93029,0,0,0,0,25475,
总负债(万元),51197,59267,47033,55253,47282,40713,41975,33364,28554,28074,27400,32863,27433,31571,28266,28220,33405,32920,31490,20696,18716,18594,16212,20395,25194,63914,68616,71112,45656,44975,47198,52808,56723,65414,63445,63071,78357,77643,84696,80495,79214,73266,55000,45453,80502,78761,69917,58636,74136,39298,49347,42186,24472,11095,30390,27443,24386,26742,24697,19534,
流动负债(万元),42303,43611,27808,36561,39321,35380,36603,27440,22098,22074,19919,23739,20497,22590,19946,20182,21814,21633,24302,17405,18590,18461,16018,20168,21667,33353,37684,40265,34352,32741,33720,38873,44723,51914,55234,51870,65592,59065,62046,57495,63214,57266,52000,42453,77502,78761,69917,58636,74136,39298,--,0,--,0,30390,0,0,0,0,14334,
股东权益不含少数股东权益(万元),156164,198114,214506,208510,142679,126837,130484,132441,132046,129065,142666,147052,135710,141374,139807,136161,154510,152535,130052,105887,84243,83796,84777,82956,82563,82653,81765,79461,96454,98313,99883,100560,94874,94388,96569,96316,94731,94715,96049,95278,93623,93315,95331,94563,93668,93540,96703,95655,93109,91906,91185,89875,92883,91589,90290,88956,87142,18016,19732,17000,
净资产收益率加权(%),4.28,3.35,1.41,4.98,2.5,1.9,0.89,--,2.93,3.16,3.42,5.87,6.98,2.57,1.9,4.6,2.9,2.7,1.76,6.63,4.22,3.64,2.54,3.25,0,3.16,0,-16.18,0,1.58,0,0.54,0,1.58,--,4.21,0,2.43,0,3.3,0,1.22,0,3.29,0,2.19,0,6.01,0,2.23,0,5.69,4.32,2.92,0,9.85,10.57,22.74,30.27,29.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
