报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0,0.02,0.01,-0.15,-0.1,-0.06,0.01,0.22,0.16,0.17,0.07,0.44,0.3,0.24,0.21,1,0.47,0.36,0.17,0.88,0.31,0.32,0.74,0.23,0.75,0.67,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,6.24,6.1,6.04,10,9.79,9.27,9.15,9.46,9.3,8.89,3.29,2.97,--,2.58,49.1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.08,0.03,0.03,0.42,0.11,0.1,0.38,0.49,0.13,0.05,1.45,--,0.79,37.68,
主营业务收入(万元),75537,50621,29602,102946,73165,46752,23599,125920,90062,62132,30258,117942,78372,55425,26446,114780,75135,48372,22690,100285,63264,39634,84982,49661,88810,88294,
主营业务利润(万元),19440,15018,8180,28595,20536,14203,8223,45614,33714,24878,11272,47970,31581,23651,11819,48389,29475,20353,10138,38979,23335,16051,31764,18047,31948,29272,
营业利润(万元),-434,550,618,-6718,-3604,-2039,600,7626,5353,5456,1648,14440,9103,8830,4839,23274,11016,8481,3990,17232,8352,6375,12310,4981,12312,8127,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
营业外收支净额(万元),456,149,16,519,151,110,13,1361,788,815,820,2031,2031,-8,15,170,89,5,1,-8,-1,-1,-8,-4,-348,--,
利润总额(万元),22,699,634,-6199,-3454,-1929,613,8987,6141,6271,2468,16471,11133,8821,4854,23444,11105,8486,3991,17224,8351,6374,12302,4977,11964,8147,
净利润(万元),13,523,474,-4659,-3339,-1878,448,7139,5009,5326,2095,13985,9545,7545,4120,19907,9431,7191,3392,14364,6257,4774,11101,4631,10453,7202,
净利润(扣除非经常性损益后)(万元),-332,408,461,-5054,-3452,-1961,439,6118,4418,4633,1398,12259,--,7552,--,19763,--,7187,--,14372,--,4775,11108,--,10758,7269,
经营活动产生的现金流量净额(万元),7094,-2374,3298,3046,-5673,-7460,-3828,4527,-738,2670,-1302,766,2539,1057,671,8351,2174,1966,7593,9837,2627,706,21814,1694,11922,15571,
现金及现金等价物净增加额(万元),-2529,-10928,-6575,-9772,-13513,-9546,-7664,4515,-6716,756,4787,-18900,-21100,-20409,-10082,-91901,-63322,-36822,-4736,117757,122450,-4617,10392,1495,2225,-4337,
总资产(万元),266962,262546,263098,271711,275272,274136,272986,279303,262824,264963,268017,260744,246271,237681,229629,223046,228990,230342,238514,232084,224469,94671,95875,--,86699,67390,
流动资产(万元),106225,102203,101778,111970,122563,123656,125845,133788,112806,128750,132062,124634,170260,162634,155554,148621,162507,166669,173663,178595,178090,49656,55227,--,55673,42818,
总负债(万元),72350,67425,68025,77112,79353,75476,72000,78766,64417,66238,66123,60945,50913,44323,29695,27233,43652,47244,49215,46177,46670,45304,51282,--,47956,47101,
流动负债(万元),28721,24657,25195,34396,36788,32925,29402,36164,22689,24631,24324,58838,48849,42333,27799,25149,41729,45414,47110,24072,24738,23351,47318,--,42094,45416,
股东权益不含少数股东权益(万元),194612,195121,195073,194599,195918,198660,200986,200538,198407,198725,201894,199799,195358,193359,199934,195814,185338,183097,189299,185907,177799,49367,44593,--,38742,20289,
净资产收益率加权(%),0.01,0.27,0.24,-2.36,-1.68,-0.94,0.22,3.59,2.52,2.66,1.04,7.1,4.87,3.81,2.08,10.43,5.04,3.79,1.81,17.2,3.52,10.16,25.06,--,33.17,16.45,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
