报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.54,0.39,0.15,0.74,0.56,0.38,0.22,0.93,0.71,0.5,0.2,0.78,0.63,0.38,0.17,0.55,0.43,0.31,0.19,0.74,0.58,0.7,0.36,1.37,0.66,0.33,1.29,0.62,
每股净资产(元),--,--,--,--,--,--,--,--,--,8.73,--,--,8.33,8.09,8.19,8.01,7.89,7.77,10.19,9.99,9.79,15.79,4.43,4.07,--,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.71,0.5,0.08,0.02,0.16,0.2,-0.09,--,0.26,0.03,0.37,0.34,--,-0.61,2.22,0.49,
主营业务收入(万元),133988,94608,40119,180898,132332,92841,39542,156867,117410,80634,35736,127085,97049,65472,29719,100115,72380,49423,23097,75543,55102,37601,18387,67631,49266,17196,63091,41478,
主营业务利润(万元),37650,27059,11218,50534,38136,26495,11198,41502,31646,21459,9118,31342,23465,15275,6649,21640,16497,11398,6194,21640,16029,11092,5996,22538,16286,5187,20130,11168,
营业利润(万元),21298,15779,5951,27282,21215,14374,5729,22892,17864,12491,5194,17671,14372,9245,4098,11259,8679,5837,3406,10901,8703,5668,2996,11692,9124,2724,9713,4661,
投资收益(万元),418,333,126,52,-58,-17,15,470,460,445,118,202,171,168,78,12,12,10,9,16,16,16,0,13,12,4,13,10,
营业外收支净额(万元),-247,-221,-426,-52,-598,-611,-379,-802,-576,-526,-386,643,890,17,4,1699,1586,1606,53,1316,1110,946,16,6,-100,-25,--,--,
利润总额(万元),21051,15558,5525,27230,20617,13763,5351,22090,17288,11965,4808,18314,15262,9261,4101,12958,10265,7443,3459,12217,9813,6614,3012,11698,9024,2700,10219,4678,
净利润(万元),18492,13150,4726,23417,17709,11929,4659,19255,14723,10234,4208,15952,12880,7850,3500,11344,8850,6364,2982,10665,8566,5783,2635,10113,7799,2419,9517,4582,
净利润(扣除非经常性损益后)(万元),18730,13335,5094,23455,18210,12443,4977,19952,15227,10697,4540,15467,--,7814,--,10057,--,5149,0,10485,0,5017,2635,0,--,2427,0,0,
经营活动产生的现金流量净额(万元),19577,16333,15276,22545,13792,7908,3517,20512,11897,11229,2020,16415,14535,10226,1565,495,3207,4017,-1434,-3,4047,266,2707,2512,7548,-4513,16374,3654,
现金及现金等价物净增加额(万元),4470,5428,12301,-12572,-13019,43445,-9213,-14808,-14403,-3341,-1649,-25024,-19994,-9346,-7202,-20120,-10161,-7822,-4993,89919,99131,102017,1811,-2662,-834,-2179,2554,1375,
总资产(万元),339249,323478,318414,310980,296802,310574,240598,227278,219099,219580,212638,196476,193521,192791,190075,175299,171664,174081,172791,165541,164255,165716,60476,55473,--,0,49938,36950,
流动资产(万元),144943,138597,136438,137734,137353,161849,99179,99742,104179,112687,110983,106166,125625,134156,136601,131794,134933,138985,140099,134923,136906,140079,35413,30159,--,--,28194,20822,
总负债(万元),52312,42044,60485,83751,72567,92482,39402,31416,28457,34067,31843,19840,19843,24076,19315,10521,9280,14126,11440,7360,9250,9538,27746,25378,--,--,27738,22419,
流动负债(万元),40011,29820,22317,18762,11758,32936,26108,18041,16016,21540,19139,17039,16044,20180,15313,7517,6947,11731,8948,4424,6359,6934,19121,17733,--,--,15786,16385,
股东权益不含少数股东权益(万元),285410,279870,256337,225574,222535,216360,199425,194011,188731,183571,178791,174556,171487,166468,168488,164777,162384,159955,161351,158181,155005,156178,32730,30095,--,0,22200,14531,
净资产收益率加权(%),7.04,5.2,2.05,11.22,8.62,6.01,2.37,10.69,8.25,5.76,2.38,9.46,7.68,4.71,2.14,7.06,5.36,3.98,1.87,9.33,8.5,7.91,0,39.8,--,0,52.26,37.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
