报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.25,0.17,0.09,0.33,--,0.16,--,0.29,--,0.15,--,0,0.19,--,0.07,--,0.19,0.17,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0.92,--,--,--,0.9,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),345816,234214,108346,440225,322234,211413,99861,393561,284398,186179,87788,341600,249487,162153,79927,296841,252566,222390,
主营业务利润(万元),125955,84141,40736,148952,113230,73751,37201,131495,94985,67218,33173,119339,83999,58691,28583,96932,79957,68580,
营业利润(万元),70332,45680,23165,77694,63025,37565,20990,63857,47868,35711,19168,55475,41814,32614,15976,44342,37120,33522,
投资收益(万元),2141,1424,718,2968,2177,1598,394,2656,2192,1309,769,2487,1718,885,916,2007,1572,2533,
营业外收支净额(万元),3464,1951,1465,7216,6489,4479,1531,9068,4266,2211,631,6070,4096,1388,971,8109,7284,6131,
利润总额(万元),73796,47631,24630,84911,69514,42044,22520,72924,52134,37921,19799,61545,45910,34002,16948,52450,44405,39654,
净利润(万元),67186,42963,22110,77789,63310,37819,20983,69086,48964,36197,18716,58898,43941,30438,16112,50113,42686,38359,
净利润(扣除非经常性损益后)(万元),63958,41149,20689,71137,--,--,--,60256,--,--,--,--,--,--,15243,--,35821,31118,
经营活动产生的现金流量净额(万元),105472,58863,13633,219778,109325,67122,12850,214470,106001,89052,23369,191585,108455,55592,29068,186183,151522,83159,
现金及现金等价物净增加额(万元),296628,285063,-3840,32095,-20235,158951,-13172,9183,-17303,19452,-743,74384,73836,41401,50294,13683,27954,-64389,
总资产(万元),1846538,1815432,1511203,1503056,1444886,1604721,1424267,1407450,1367214,1362790,1326545,1304445,1238068,1212195,1192162,1148398,1041047,969954,
流动资产(万元),640511,619846,316621,310652,289510,453381,276712,270966,256299,286902,263234,262234,257806,236440,233282,184684,145704,129205,
总负债(万元),580917,528056,554277,570724,527614,715236,553718,516382,501215,478555,463820,461195,416891,412549,398702,364133,280173,226515,
流动负债(万元),544014,494359,525895,545610,510753,699105,536328,499472,486629,465618,452322,448414,254160,401433,386349,351939,269564,211366,
股东权益不含少数股东权益(万元),1198834,1222420,889372,867262,852771,827280,810444,832501,812379,837869,820065,801673,786723,765247,758887,750355,732499,719954,
净资产收益率加权(%),6.25,4.33,2.52,9.31,--,--,--,8.36,--,--,--,--,--,--,2.12,--,5.86,5.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
