报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.18,0.18,0.16,0.63,0.53,0.32,0.14,0.68,0.59,0.42,0.13,0.37,0.28,0.27,1.59,1.22,1.55,0.84,0.8,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.86,--,7.65,7.65,5.95,5.57,4.33,3.93,3.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.49,--,1.17,0.98,0.73,1.15,0.88,0.25,0.99,
主营业务收入(万元),381267,249598,111800,462064,353350,231847,104269,427336,328496,218961,104549,477016,358664,249308,476119,258932,487479,330255,350313,
主营业务利润(万元),71962,50300,21497,89436,73239,46511,20157,80522,61597,43177,18496,67884,53689,41111,128830,91973,129641,76425,78002,
营业利润(万元),29493,29065,13248,49751,48340,30149,13331,55366,49358,34021,10371,25772,21634,20807,95738,74452,102630,56420,34766,
投资收益(万元),8050,6346,4516,12687,10890,8020,6073,15852,14262,8859,986,581,-2097,1665,6074,2100,13274,2922,1781,
营业外收支净额(万元),1893,1053,480,4739,1382,862,585,3468,1467,1166,770,4613,3900,3118,9647,6014,4978,2312,12435,
利润总额(万元),31386,30118,13728,54489,49721,31012,13916,58834,50825,35187,11141,30385,25534,23926,105385,80466,107609,58732,47200,
净利润(万元),27519,26733,12037,47351,39874,24084,10461,50764,44360,31359,9864,25130,21105,20509,95148,73364,93013,50260,48126,
净利润(扣除非经常性损益后)(万元),19070,19520,7553,32500,31816,18799,5136,32377,27944,27077,--,19623,--,16156,81570,67149,62314,39076,26110,
经营活动产生的现金流量净额(万元),4129,-27038,-25628,-16015,-24033,-5680,-11728,58636,22006,-5813,-36801,125852,87976,73789,43724,69155,52565,14778,59547,
现金及现金等价物净增加额(万元),-21772,29879,13398,45693,1680,14714,13218,-21571,-16106,10031,-2881,-17132,211793,201626,-5080,52858,48258,2959,5318,
总资产(万元),1048555,1099430,1036658,1020097,1007383,982614,929040,889054,788371,820692,836403,867629,855272,869064,660377,589410,575607,529566,516241,
流动资产(万元),595897,695378,636145,617334,629611,632869,618395,591591,535091,578875,603869,633167,677754,693905,505183,440670,428394,409333,398803,
总负债(万元),384030,436804,370971,366443,361697,352154,296057,267455,173014,218423,246872,287855,281509,295722,303532,255334,315511,274282,324405,
流动负债(万元),356529,408901,342649,337812,302128,307560,236159,227228,137209,182336,209847,244377,195154,208995,216236,213199,265912,188211,233108,
股东权益不含少数股东权益(万元),664525,662626,665687,653654,645685,630460,632983,621599,615357,602268,589532,579774,573763,573341,356845,334076,260097,208092,146794,
净资产收益率加权(%),4.16,4.01,1.82,7.44,6.22,3.8,1.67,8.46,7.41,5.21,1.69,5.37,4.88,5.59,30.85,24.69,42.16,28.73,40.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
