报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.23,0.5,0.29,1.27,0.87,0.53,0.22,1.5,2,1.39,
每股净资产(元),--,--,--,--,5.31,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.9,0.75,--,2.13,1.82,1.52,
主营业务收入(万元),13646,9324,4667,18740,12992,8676,3903,17885,18213,14856,
主营业务利润(万元),8546,5920,3091,12642,8856,5695,2429,12950,12970,11153,
营业利润(万元),4998,3284,1715,7337,5078,3120,1336,8607,11415,8072,
投资收益(万元),6,5,2,5,3,1,--,23,2301,501,
营业外收支净额(万元),219,147,45,230,187,144,31,371,404,94,
利润总额(万元),5217,3431,1760,7568,5265,3263,1367,8978,11820,8166,
净利润(万元),4402,2907,1470,6357,4326,2654,1101,7506,10020,6966,
净利润(扣除非经常性损益后)(万元),4210,2779,1431,6157,4164,2531,1074,7172,7720,6865,
经营活动产生的现金流量净额(万元),4081,2378,1326,7016,4520,3771,1953,10646,9116,7590,
现金及现金等价物净增加额(万元),6322,24002,27919,539,-1756,-2876,902,-438,3251,1369,
总资产(万元),66792,66725,71274,43559,42025,40740,--,44256,36805,28736,
流动资产(万元),38235,37753,41892,13650,11562,9735,--,12249,12270,10785,
总负债(万元),8626,10053,11033,15002,15499,15886,--,14057,14111,10062,
流动负债(万元),6321,7715,8582,12508,12918,13886,--,11905,12913,9012,
股东权益不含少数股东权益(万元),58166,56672,60241,28557,26526,24854,--,30200,22694,18674,
净资产收益率加权(%),9.04,6.57,5.02,22.67,15.5,9.2,3.58,28.38,43.22,45.86,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
