报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1989-12-31,
基本每股收益(元),-0.05,-0.05,-0.04,-0.12,-0.01,0,-0.01,0.63,-0.05,-0.02,-0.02,0.09,-0.03,-0.03,-0.03,-0.11,-0.08,-0.05,-0.03,-0.03,0,0.03,-0.04,0.02,0.03,0.04,0.03,0.16,0.17,0.03,0.02,0.42,0.47,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,-1.48,--,-1.46,--,-1.55,-1.55,-1.55,-1.52,-1.49,-1.47,-1.44,-1.41,--,-1.36,-1.43,-1.39,-1.37,-1.37,-1.37,-1.4,-1.39,-1.54,-1.55,-1.57,-1.52,-1.97,-1.97,-1.98,-2.19,-2.2,-2.28,-2.22,-3.06,-3.07,-3.1,-3.11,-3.17,-3.18,-3.18,-3.19,-3.29,-3.27,-3.23,-3.22,-0.02,0.01,0.04,0.09,1.96,1.94,2.36,2.31,2.27,2.62,2.45,2.35,2.16,3.32,3.12,3.18,3.27,3.72,4.36,4.12,3.97,4.05,3.89,3.8,--,1.07,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.05,--,-0.02,--,--,--,-0.03,-0.02,--,-0.05,-0.03,-0.02,-0.02,-0.04,-0.05,-0.04,-0.02,-0.03,-0,-0,-0.01,-0,-0.03,-0.02,-0.01,-0.01,0.04,-0.03,-0.03,0.03,0,0,0,0,0,0,0,0.36,0,0,0,-0.06,0,--,0,-0.01,0,0.05,--,0.23,0.14,-0.98,-0.09,-1.22,0.01,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),3017,1763,222,4880,3180,1857,346,4656,552,493,126,348,83,0,0,0,0,0,0,0,0,0,0,42,42,42,42,522,258,258,208,662,586,538,454,1148,519,372,158,1258,958,799,648,10732,7600,2351,1486,850,313,130,75,3337,2954,2676,2474,7257,4298,22597,18203,33196,15544,16167,7858,10806,6960,9268,2484,5785,3692,6969,3393,5395,1854,1185,188,1814,142,669,6,
主营业务利润(万元),573,177,10,697,533,544,16,1770,44,41,9,16,3,0,0,0,0,0,0,0,0,0,0,39,39,39,39,493,244,244,197,412,374,373,369,360,32,23,9,150,134,121,79,2263,1561,579,230,-64,-12,-29,-16,284,806,627,599,1443,709,2589,2313,5096,3026,3487,1291,2441,1180,2089,621,108,1225,2029,876,1519,747,175,39,347,-99,74,0,
营业利润(万元),-1032,-1090,-855,-1757,-504,-126,-290,1152,-945,-559,-290,-644,-324,-68,-294,-901,-633,-438,-276,595,1055,942,-423,-717,-447,-278,-240,-1513,-1512,-1349,-171,-8965,-7368,-6501,25,3682,-988,-602,-446,753,-365,1267,-294,-9709,-9112,-2850,-95,32961,-1908,-1348,-626,-37254,-2833,-2156,-655,-35870,142,118,918,2477,1572,2879,1158,3704,0,2113,0,852,0,0,876,1601,747,176,39,347,0,75,7,
投资收益(万元),-70,-60,-29,--,--,--,--,--,--,--,--,480,480,480,--,--,--,--,--,2290,1790,1710,0,0,0,--,--,3,-17,-17,--,497,497,341,1,0,-810,0,0,-539,1,1,1,540,543,525,539,261,259,2,1,0,0,0,0,-158,303,496,3,54,28,845,487,388,172,1230,655,0,325,286,279,0,87,592,0,0,0,0,0,
营业外收支净额(万元),-0,--,--,-688,229,232,-25,11499,22,181,-163,2408,-255,-525,-261,-1230,-907,-615,-311,-1119,-961,-435,-306,1033,1033,1033,887,4763,--,--,--,--,--,--,149,-3211,0,0,0,-20,0,0,0,9619,0,0,0,-32962,0,-1,0,-28189,0,-485,0,11,0,-51,0,-1,0,0,0,0,-8,0,-31,0,-0,-8,0,0,--,0,--,--,--,0,0,
利润总额(万元),-1032,-1090,-855,-2445,-275,106,-316,12652,-923,-378,-453,1764,-580,-592,-554,-2131,-1540,-1053,-587,-524,95,506,-729,316,586,755,647,3250,3415,601,356,8126,9069,292,175,471,471,267,-1128,194,680,357,118,450,395,225,109,260,-1648,-1347,-625,-65443,-3248,-2640,-931,-36016,445,562,919,3310,1599,4295,1645,4085,1344,3312,1269,2520,1558,2519,1155,1602,834,940,693,402,41,90,-4,
净利润(万元),-992,-994,-767,-2360,-269,64,-253,12311,-923,-378,-453,1764,-580,-592,-554,-2131,-1540,-1053,-587,-524,95,506,-729,316,586,755,647,3172,3337,523,305,8120,9065,291,175,469,469,264,-1127,193,679,356,118,459,395,221,109,257,-1648,-1347,-625,-65440,-3247,-2640,-930,-36026,399,404,781,2713,1358,3762,1396,3689,1165,2822,1135,2183,1331,2146,984,1362,722,799,464,406,41,123,10,
