报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.22,0.17,0.15,0.47,0.34,0.33,0.1,0.19,0.14,0.09,0.05,0.27,0.23,0.22,0.08,0.25,0.07,0.13,-0.05,0.17,0.03,0.07,-0.09,0.14,0.15,0.11,0.01,0.15,0.23,0.18,0.01,0.26,0.3,0.28,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.46,2.48,2.41,2.32,2.2,2.29,2.2,2.27,2.12,1.88,1.72,1.81,1.82,1.78,1.67,1.66,1.74,1.7,1.52,1.52,1.52,1.5,1.21,1.42,1.15,1.14,1.25,1.24,1.33,1.38,1.85,1.83,1.74,1.74,2.3,2.28,2.21,2.18,2.16,2.14,2.18,2.14,2.11,2.09,2.11,2.09,2.09,2.04,1.71,1.64,1.53,2.29,2.48,2.67,--,--,--,1.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.64,0.2,-0.13,0.45,0.2,0.34,0.26,1.27,0.69,0.6,0.19,0.95,0.48,0.4,0.26,0.98,0.81,0.52,0.08,0.29,0.34,0.19,-0.03,2.05,0,--,0,0.19,0,0,0,0.07,0,0,0,-0.21,0,0,0,0.97,0,0.6,--,0.19,-0.21,0.59,0.12,0.08,--,0.35,0.03,--,--,--,--,--,--,--,
主营业务收入(万元),271148,186879,103880,157158,111152,81415,49826,166571,131688,59956,31644,175933,133917,95990,50161,153523,103757,70855,37223,174291,121646,92023,35314,156535,120954,72783,42944,175937,127387,78763,40162,183214,141541,101425,48115,120771,91648,63613,38779,97507,72827,48131,22632,82093,55091,37111,16966,57832,40183,26184,13041,70525,43659,31613,8728,40188,20193,34379,14427,29112,11791,19038,8379,11366,4065,7233,3815,7071,6517,6239,
主营业务利润(万元),30961,21744,12689,-4007,-7924,-2404,1589,-4754,-2854,-2548,-287,-7144,-4533,5158,3330,-7465,-5855,-2343,-472,9300,3918,7507,1336,15349,12098,7219,5271,11157,10772,8055,5065,26034,21579,15929,--,20168,14817,10936,5003,13175,10485,7509,3796,15059,10349,7119,3196,11649,7702,4556,2625,11632,8250,5599,2358,8252,3958,7250,3313,6213,3150,7007,3193,3640,1291,955,594,634,410,501,
营业利润(万元),-2899,1088,4727,-15267,-14041,-4411,-2525,-19614,-13915,-9348,-4483,-23524,-13484,-2941,-2697,-26054,-18527,-10584,-5767,-7294,-8674,-801,-3306,-4955,-825,-1536,-409,-16608,-5854,-2898,373,3445,8109,7195,2118,6013,-1019,43,-700,-11893,-9352,-7824,436,2959,1206,1140,364,2646,1267,480,441,2974,2251,1369,593,1864,1082,1902,704,2120,1145,4292,2042,3813,0,1267,674,1112,824,786,
投资收益(万元),5450,5206,3669,13708,10599,11138,-248,1741,525,618,78,5723,6654,2505,-74,976,1068,1225,4,-240,-507,-107,-268,164,-54,449,--,65,144,121,--,1161,498,9,0,1772,3104,2869,879,-614,92,103,84,444,138,137,8,987,507,410,122,380,106,44,0,159,86,1473,244,832,108,7,-4,526,574,744,0,67,277,144,
营业外收支净额(万元),25856,15235,9954,38883,27642,17834,9216,32907,24077,14653,7738,37999,27800,18542,7655,38163,22577,17873,4853,15862,10817,5323,763,15180,9750,8445,1889,25938,--,13781,--,--,--,--,--,107,0,--,0,306,0,0,0,-179,0,0,0,146,0,0,0,-248,80,11,0,-146,0,-660,0,12,0,--,0,0,90,0,--,105,0,--,
利润总额(万元),22957,16322,14681,23615,13601,13423,6691,13293,10163,5305,3255,14474,14317,15601,4958,12109,4051,7289,-914,8568,2142,4522,-2543,10224,8925,6909,1480,9331,14249,10883,1281,16492,16172,13261,2274,12484,5529,5671,524,-10538,-8491,-7218,753,4252,1846,1680,649,4455,1944,1063,687,3902,2436,1424,630,3524,1185,3144,1035,3295,1487,4612,2230,4776,2060,2306,834,1284,1216,1054,
净利润(万元),12456,9804,8644,16433,11837,11613,3584,6649,4959,3175,1709,9360,8257,7594,2727,8864,2559,4614,-1651,5845,1008,2396,-3229,5091,5297,3967,209,5203,8157,6352,228,9089,10565,9712,890,9931,3506,3327,89,-11335,-9203,-7990,430,2863,935,883,340,3139,1377,771,432,2829,1821,1122,402,2661,961,2646,810,2723,1216,3744,1862,3990,1704,1909,705,873,841,962,
