报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),1.4,0.89,0.37,1.85,1.4,0.96,0.43,1.66,1.25,1.16,0.93,
每股净资产(元),--,--,--,--,--,6.03,--,5.57,--,4.21,3.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-1.43,--,0.25,--,0.67,1.48,
主营业务收入(万元),487578,314269,147879,565535,423918,275466,129126,454780,334978,355802,272812,
主营业务利润(万元),41801,26819,12993,49275,35926,23284,11045,39104,28712,29624,22182,
营业利润(万元),20026,12572,5387,22021,16145,10593,4791,18596,13931,13708,10960,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),403,377,7,-497,-112,-49,-138,-191,-198,60,30,
利润总额(万元),20429,12949,5394,21524,16033,10543,4654,18405,13734,13767,10989,
净利润(万元),15800,10059,4129,16980,12631,8658,3828,14942,11232,10435,8353,
净利润(扣除非经常性损益后)(万元),15458,9738,4123,17441,13193,8774,3942,15177,11482,10410,8346,
经营活动产生的现金流量净额(万元),-51533,-36668,-41212,-13242,-35370,-12852,-34691,2233,-38911,6051,13338,
现金及现金等价物净增加额(万元),-64834,-43429,-56833,22389,-29096,-9778,-29422,8237,-29294,18116,20904,
总资产(万元),415797,391672,365621,373562,332456,307463,--,269787,--,202938,157367,
流动资产(万元),379218,358916,334945,346487,310700,289952,--,254611,--,195642,151536,
总负债(万元),285197,267275,243806,256170,272893,253205,--,219687,--,165080,129944,
流动负债(万元),280161,262296,234144,243811,264371,245683,--,216845,--,163123,127755,
股东权益不含少数股东权益(万元),127878,122136,119693,115565,58082,54258,--,50100,--,37859,27423,
净资产收益率加权(%),13,8.42,3.51,28.47,--,16.96,7.36,34.33,--,31.97,35.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
