报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.2,0.16,0.15,0.76,0.66,0.46,0.21,0.82,0.59,0.4,0.27,1.03,0.85,0.62,0.59,2.47,1.95,1.4,1.9,0.96,1.14,0.62,
每股净资产(元),3.87,3.84,8.01,7.87,7.76,7.91,7.67,7.46,7.22,7.03,10.74,10.47,10.29,10.07,20.46,19.87,19.33,5.1,3.98,--,3.39,2.12,
每股经营活动产生的现金流量净额(元),-0.01,-0.06,-0.1,0.66,0.61,0.37,0.22,0.96,0.64,0.22,-0,0.76,0.41,0.36,0.57,0.77,1.21,1.82,2.26,2.06,1.87,0.47,
主营业务收入(万元),132714,102091,45856,199530,154387,107688,51678,194923,142442,94992,43132,161709,130625,94455,45516,198252,158683,110584,162584,81355,95315,72486,
主营业务利润(万元),33365,26065,11823,54053,43477,30125,14792,55878,39984,26653,12246,44101,35690,26371,12627,49127,38192,26578,37692,18387,22198,12552,
营业利润(万元),21007,17725,7920,40047,34423,24123,11568,44086,31672,21361,9604,36738,30136,22326,10738,36485,28028,19561,27762,14312,16329,8419,
投资收益(万元),160,165,77,362,303,211,114,405,321,225,108,276,220,134,65,8,8,-7,--,--,--,--,
营业外收支净额(万元),245,0,-6,1601,349,66,65,326,27,-3,3,622,450,53,-37,240,-157,-109,-11,18,195,-33,
利润总额(万元),21253,17725,7915,41648,34772,24189,11633,44413,31699,21358,9607,37360,30585,22379,10700,36725,27871,19452,27750,14330,16524,8386,
净利润(万元),17109,14003,6577,32801,28263,19531,9174,35063,25211,16980,7618,29577,24340,17854,8430,29365,21590,15011,20358,10323,11386,6188,
净利润(扣除非经常性损益后)(万元),--,13932,--,31431,--,19404,--,34647,--,16902,--,28935,--,17737,--,28950,--,14995,19172,9781,10718,6212,
经营活动产生的现金流量净额(万元),-1054,-5069,-4211,28347,25977,15995,9527,41015,27478,9532,-98,21861,11859,10172,8204,11022,17253,19513,24134,22075,20006,4685,
现金及现金等价物净增加额(万元),-18262,-21987,-3596,-3266,6533,9786,6662,-11734,-11159,-10545,-2133,-15856,-11256,-7616,856,180764,192947,8259,-1683,7654,8292,-1374,
总资产(万元),447803,447498,453670,434583,415065,410138,410740,386893,386172,362135,359459,338242,344193,348073,354407,332405,339328,144071,107957,--,79061,55567,
流动资产(万元),323071,324087,331469,310327,299555,293397,292450,267453,276854,261599,266163,246242,257698,265732,281195,260969,272988,80963,53204,--,43955,28412,
总负债(万元),112313,114775,106946,93914,78780,67529,78701,64015,73101,57637,49728,36206,47002,57268,59079,45691,60540,85112,65299,--,42778,34370,
流动负债(万元),109886,113873,106009,93081,78317,67054,78201,63515,72986,57637,49728,36206,47002,57268,59079,45691,60540,85112,65299,--,42778,34370,
股东权益不含少数股东权益(万元),332392,329672,343642,337695,333068,339396,328980,319966,309920,301659,307071,299423,294171,287935,292583,284146,276408,54594,39616,--,33098,19625,
净资产收益率加权(%),5.06,4.07,1.91,9.94,8.57,5.92,2.83,11.32,8.13,5.51,2.51,10.14,8.31,6.09,2.92,23.3,29.04,--,52.13,--,47.55,29.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
