报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.37,0.25,0.09,0.45,0.34,0.21,0.07,0.31,0.23,0.16,0.05,0.19,0.18,0.18,0.06,0.21,0.27,0.19,0.07,0.3,0.26,0.16,0.08,0.27,0.18,0.07,-0.01,0.26,0.25,0.15,0.09,0.61,0.47,0.27,--,0.32,0.35,0.23,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.34,3.63,3.62,3.55,2.98,2.91,2.78,2.72,2.68,2.58,3.27,3.19,3.16,2.99,3.21,3.21,3.2,3.17,4.63,4.53,2.52,2.32,2.15,--,1.68,1.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.18,0.08,0.01,0.54,0.36,0.28,0.16,0.78,0.44,0.31,0.13,0.81,0.44,0.24,0.11,0.34,0.09,0,-0.03,0.69,0.56,0.3,0.91,0.53,0.65,0.32,
主营业务收入(万元),283354,172222,73720,330548,246656,156277,65123,244716,173768,108477,44655,162320,111077,63254,25664,130892,101451,64688,28845,116124,86509,54860,25151,77744,52908,30188,10583,74250,57678,35494,15202,68208,48421,30667,51269,38159,31382,21463,
主营业务利润(万元),60468,38390,15827,70872,53201,34326,12755,52155,37563,23108,8812,30242,23395,14135,4863,24214,21782,14554,6032,26521,20768,12169,4812,17714,12319,6325,1171,15593,12726,7568,3052,15802,11051,6709,9459,6922,5932,4349,
营业利润(万元),23174,14739,5923,28218,23101,14054,4193,18932,16816,10990,3584,7884,8638,4716,789,4937,10157,7528,2966,12270,11337,6695,2857,8542,5699,2112,-361,7924,7614,4621,1891,9287,7009,3962,5581,4172,2810,2102,
投资收益(万元),374,378,52,-154,-185,-147,-63,-1326,-1222,494,66,-821,-329,-280,-214,-59,-56,-136,-73,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,0,--,--,--,
营业外收支净额(万元),9211,6389,1705,6607,3755,2555,1394,3724,1190,907,414,6017,4706,3867,2234,3724,1920,1237,113,825,367,415,20,416,346,319,215,41,--,-1,--,323,--,190,0,3,1001,303,
利润总额(万元),32384,21129,7628,34825,26856,16609,5587,22656,18006,11897,3998,13901,13345,8583,3024,8661,12077,8765,3078,13095,11705,7110,2877,8957,6045,2431,-146,7964,7721,4619,1902,9610,7209,4152,5622,4175,3812,2405,
净利润(万元),26071,17090,6427,29818,22457,13930,4896,19916,15024,10192,3388,12104,11514,7339,2500,7896,9972,7216,2486,11187,9838,5986,2413,7714,5115,2057,-135,6854,6573,3943,1614,8090,6084,3523,6162,4175,3875,2405,
净利润(扣除非经常性损益后)(万元),18462,11843,5091,24884,19632,12002,3841,18834,15961,9424,3037,7015,--,4081,--,4774,--,6167,--,10492,--,5634,--,7244,0,1788,0,6851,0,3944,0,7966,5914,3403,6127,4173,2873,2102,
经营活动产生的现金流量净额(万元),41098,27154,6014,55315,35076,18048,6876,38766,17952,8150,3396,21451,11573,3226,442,21847,13311,10278,5807,29249,16527,11512,3650,23252,12741,6905,2946,8995,2410,57,-603,11933,7338,3838,11867,6906,7098,3546,
现金及现金等价物净增加额(万元),-19310,-14689,-2337,12969,-3651,-8329,-5397,-893,21891,-11922,-5722,3320,-3121,-7086,-1097,-9155,-20805,-12725,-13066,25590,20410,24339,13897,-2855,-3301,2666,3207,-1023,-2029,-35,-4106,4858,-1014,-5703,5158,--,1352,-2647,
总资产(万元),489670,470661,426262,415805,395477,381973,361398,355901,353631,270171,263211,255544,254178,231528,234487,230703,211458,202311,188901,174150,157784,149027,139062,131151,119263,115366,112224,115261,122011,122749,121568,118602,73068,66409,63460,--,42048,30716,
流动资产(万元),175614,174074,168219,162122,162333,158729,140748,141476,161557,109642,95927,90117,96552,76974,86807,87934,80532,75161,68386,78068,76210,78129,70421,67873,61134,58612,56941,58956,64403,68117,70317,72772,32035,25923,27907,--,14796,9961,
总负债(万元),210279,204228,167294,163318,168034,163754,149268,158602,159493,109944,106542,102280,101523,83051,87106,85852,99582,93208,84566,72329,57354,52474,44675,39202,28327,29096,28158,31061,38110,39686,40845,39497,40136,36042,35523,--,23618,17311,
流动负债(万元),135446,135115,110421,128252,103817,92843,75208,74664,75429,76723,81503,76390,78172,50920,52336,47630,66592,66102,60771,51267,37889,36183,36603,34815,26604,27375,23836,26852,32982,30484,31637,30324,29530,25236,26777,--,16986,12311,
股东权益不含少数股东权益(万元),264850,253581,247152,240725,207312,198269,192492,177569,174353,159307,155751,152363,151774,147598,146821,144321,111346,108589,103860,101374,99987,96135,93997,91585,90593,85935,83743,83878,83597,82843,80514,78900,32751,30190,27937,--,18430,13405,
净资产收益率加权(%),10.35,6.88,2.63,14.72,11.53,7.33,2.67,12.2,9.48,6.5,2.2,8.16,7.74,4.96,1.71,7.1,9.38,6.87,2.42,11.61,10.26,6.35,2.6,8.79,0,2.42,0,8.5,0,4.88,0,23.32,0,12.26,26.9,--,24.88,20.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
