报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.38,0.3,0.11,0.79,0.33,0.06,0.01,0.66,0.32,0.07,0.11,0.67,0.27,0.3,0.12,0.94,0.33,0.36,0.17,0.92,0.37,0.33,0.16,0.83,0.45,0.35,0.16,0.88,0.43,0.35,0.19,1.22,0.36,0.4,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.8,7.83,7.66,7.63,7.02,7.05,6.97,7.05,6.51,6.47,6.4,6.23,5.85,5.75,5.67,5.51,5.67,5.59,3.26,6.23,5.46,5.46,5.28,4.67,4.42,4.4,4.31,4.22,5.29,5.2,5.01,4.95,4.66,4.58,4.31,3.19,0,2.79,2.38,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.05,--,-0.95,-0.43,-0.87,0.88,0.69,0.75,0.69,3.83,3.37,3.28,1.07,2.22,2.56,1.79,0.28,0.53,0.06,0.77,0.42,7.25,3.34,0.78,0.08,1.2,0,0,0,1.07,0,0,0,0.6,0,0,0,0.9,0,0,0,
主营业务收入(万元),345723,223252,80870,710430,461889,199606,52257,701713,389086,178456,131576,454733,198677,181836,75081,599255,357083,316147,217844,587511,326243,227164,62405,400653,184127,133001,66074,347929,163344,131314,68029,216568,82453,72105,33625,83909,47994,37140,22788,71429,45268,27407,12976,53035,34881,27942,14088,39276,4356,28985,19949,
主营业务利润(万元),83686,61204,20516,144620,75177,37273,17372,138399,75940,39143,25751,139413,77644,68474,31331,159127,82959,68650,38693,135422,68702,58074,25681,112396,66892,49669,24784,103111,55163,44683,24760,59049,24822,20274,--,25434,13933,10936,6864,20639,13716,9376,5801,15800,7831,5147,2519,9415,1417,8754,7065,
营业利润(万元),46273,33633,11513,84471,36539,8662,4623,85001,38435,12012,13688,84237,40956,42066,16414,110649,42726,41963,20916,101627,43558,39243,17117,86023,47284,35430,16038,76709,38173,32177,15563,43781,13392,13067,6660,16199,8159,7334,4573,12500,7317,5407,3802,10022,4754,2952,923,6638,622,6676,5803,
投资收益(万元),11407,5966,5096,4858,6310,-100,-51,2629,-84,--,--,3334,3334,1716,1620,162,77,21,21,506,483,388,188,276,84,--,--,-57,--,0,--,9,9,0,0,994,1103,1209,1317,2885,3148,3148,0,1,1,1,1,3,0,5,7,
营业外收支净额(万元),613,603,434,-367,-397,-243,-538,620,-82,-66,158,77,1532,1485,965,1261,382,364,386,-448,-762,-745,97,502,339,305,233,181,--,-374,--,--,--,--,--,9,0,0,0,391,0,0,0,1,0,0,0,4,0,-15,2,
利润总额(万元),46886,34235,11947,84104,36142,8419,4085,85621,38353,11946,13846,84313,42488,43551,17379,111910,43108,42327,21303,101178,42797,38498,17214,86525,47622,35734,16271,76889,37796,31803,15783,43674,13399,13098,6676,17201,9270,8563,5899,15776,10807,8466,3794,10024,4755,2954,924,6645,622,6666,5811,
净利润(万元),30647,24328,9255,64670,27076,4571,550,53834,26359,5640,8668,54582,22051,24431,9955,77005,27149,29037,14193,75181,30555,27319,13368,67974,36551,28570,13086,65126,30429,23384,12229,36283,11248,11154,5538,14226,7578,7093,4867,12881,8813,7081,3218,8579,4079,2539,786,5625,536,5639,4961,
