报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.2,0.17,0.07,0.22,0.22,0.15,0.06,0.21,0.16,0.11,0.05,0.06,0.02,0.08,0.04,0.22,0.17,0.11,0.05,0.24,0.13,0.1,0.06,0.06,0.02,-0.05,-0.02,0.05,0.03,0.01,-0.01,-0.33,-0.13,-0.08,-0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.03,3.05,3,2.96,2.91,2.85,2.79,2.74,2.64,2.61,1.34,1.29,1.24,1.18,1.2,1.22,1.21,1.19,1.18,1.19,1.35,1.39,1.43,1.43,1.5,1.61,1.74,1.73,1.75,1.76,1.75,1.74,1.74,1.74,1.73,1.72,1.69,1.66,1.64,1.63,1.59,1.56,2.94,2.93,2.84,2.89,2.76,2.62,2.41,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.4,-0.38,-0.46,0.05,0.22,-0.27,-0.95,-1.66,-0.98,-0.2,0.18,0.28,0.61,0.25,0,-1.2,-0.83,0.27,0.27,0.31,0.09,-0.11,-0.25,0.07,0,--,0,0.27,0,0,0,0.36,0,0.19,0,0.96,0,0.27,0,0.53,0,0.03,--,0.34,0.12,0.42,-0,0.19,--,--,--,--,
主营业务收入(万元),1430452,949847,433459,2209146,1501598,993917,461809,2373769,1712731,1112735,391048,2481367,1692419,1099093,487916,2386149,1746845,1110715,471630,1491122,952266,550276,197139,870752,572329,342984,133374,271550,160518,104751,39075,200717,133189,89251,46052,172472,122013,80628,36625,184519,140556,94638,45237,175767,122275,77414,34624,161460,126593,78662,34070,135255,88250,53246,24462,84557,31331,81259,35026,71907,18973,74494,79984,96176,
主营业务利润(万元),43379,26289,13087,57291,39192,26548,12700,48931,32776,19096,8611,34829,22290,20078,10006,39487,26198,16524,5228,40097,28299,20647,8017,22943,18054,10334,4913,18913,12363,7882,3624,11716,7847,5348,--,8840,6561,5707,3128,14774,9678,6869,3532,17382,11180,7100,3866,16807,11731,7339,3303,14904,8089,4475,1972,8285,3061,8651,3084,6041,1690,6258,6665,7125,
营业利润(万元),9130,7645,2803,10967,8886,5918,3530,12670,10004,6757,3291,-1635,-2459,646,1543,8530,5963,3997,3307,12608,7142,4253,2206,3257,1730,-558,-321,1715,967,362,-259,-8981,-3174,-2023,-1171,-7234,-5475,-2848,164,598,396,195,50,2487,2246,1364,644,3652,2739,1584,530,4425,1903,743,--,2162,595,3158,721,3123,823,3324,3091,2434,
投资收益(万元),5755,2396,1040,1661,1071,706,600,-725,-845,-410,-2605,2496,3117,-84,227,2868,3538,3130,248,-683,-793,-1185,-1241,713,156,110,0,2304,686,683,49,25,73,72,40,-0,-118,-51,-6,114,197,203,189,-149,-73,-51,-4,25,-29,-31,0,-81,-26,-26,0,-45,-22,850,1453,-2,0,0,0,0,
营业外收支净额(万元),526,452,317,276,2174,2083,83,-99,-380,-672,2,4744,3160,3220,101,2136,2020,2038,-49,-245,-283,10,-11,378,15,53,-6,-27,--,-64,--,--,--,--,--,-19,0,--,-3,-75,0,0,0,-107,0,0,0,-201,80,18,14,-44,25,58,28,363,0,152,0,272,0,0,0,0,
利润总额(万元),9655,8097,3121,11243,11060,8001,3612,12571,9624,6085,3293,3109,701,3866,1644,10666,7983,6035,3258,12363,6860,4263,2195,3636,1745,-504,-327,1688,878,298,-276,-8975,-3065,-2013,-1128,-7253,-5548,-2907,155,637,588,393,240,2299,2141,1295,640,3691,2804,1584,558,4300,1902,774,270,2480,832,4160,2258,3394,954,3319,3096,2434,
净利润(万元),6789,5678,2177,7390,7124,5093,2012,7001,5357,3549,1618,1990,722,2720,1237,7419,5471,3593,1552,6709,3487,2443,1363,1468,426,-1086,-473,1211,682,216,-255,-7743,-3044,-1997,-1150,-7174,-5624,-2983,100,409,476,296,193,953,871,420,168,1840,1234,619,217,2447,1145,436,160,1905,543,3580,1634,2980,811,2821,2632,2069,
净利润(扣除非经常性损益后)(万元),2723,2513,1639,4579,4138,3253,1673,3789,2607,996,-497,1040,--,999,--,2721,--,87,--,6668,--,3255,--,1077,0,-1165,0,953,0,-256,0,-4724,0,-2008,--,-7426,0,-2978,0,378,0,171,0,1034,0,408,0,1862,0,619,0,2531,1146,415,--,1639,385,2816,1551,2783,--,--,--,--,
经营活动产生的现金流量净额(万元),-23254,-7958,-9560,-41747,-4177,-21107,3108,19609,5061,7484,-27210,42248,13212,-12561,-15273,1508,7259,-8954,-31421,-54994,-32364,-6761,4271,6576,14447,6018,36,-28527,-19730,6344,6434,7286,2189,-2630,-6042,1621,-2067,9,-1017,6511,1208,823,299,8498,4321,4518,146,22901,13215,6475,313,12650,0,784,--,4212,1454,5295,-36,2357,--,--,--,--,
现金及现金等价物净增加额(万元),22576,9756,6794,1009,5470,2731,5057,16266,13779,26346,17897,-7711,5879,3108,-2554,806,397,6319,861,6534,23222,63290,27610,4247,14975,4897,6791,4515,838,4362,1122,-662,814,-2495,-2520,-342,5466,5479,-2338,-1848,-6653,-3533,-4600,-3374,6893,2639,4246,10221,8145,441,-3565,561,0,-5342,--,6447,-228,814,71,5848,--,--,--,--,
总资产(万元),644109,623670,612957,546425,604377,644080,581932,436349,544712,574956,588498,387817,462465,533865,553114,430451,536000,483034,462050,333160,421515,431012,248290,185403,207908,205094,209167,167703,163799,138885,135865,133508,136000,131830,138144,131335,141813,141672,130414,129977,125132,128435,131867,151980,150511,139670,144686,127494,135257,127098,123694,119308,99209,95890,93724,95429,85242,73232,75761,68569,49563,43477,39206,36157,
流动资产(万元),546350,526769,514721,448334,496582,540880,482531,357906,475833,508774,525761,326591,397927,471813,463694,341591,472835,422436,399038,270681,361151,371979,188528,125290,143621,132445,134952,93055,83480,59857,55813,51894,55952,52561,59776,53279,64176,68013,62397,61330,55232,56904,59423,62945,65391,60919,67857,51637,59564,51378,--,45592,0,--,43232,0,0,0,0,0,39563,35335,33013,30567,
总负债(万元),470088,493915,474420,402646,460274,501282,437092,294086,404750,437372,451644,249142,323922,394064,414420,292759,401422,365200,346488,219742,317850,333736,206245,148068,164192,163490,167182,126385,124456,107749,104856,102467,100769,95591,101000,94184,104137,101316,88115,87779,81994,85238,88754,103900,100526,90099,95693,79362,87950,80566,78254,74317,60161,57763,--,57799,49421,36848,40984,35742,19498,28677,27170,24363,
流动负债(万元),440493,464038,444898,374086,433501,474772,418580,275579,388763,423343,438941,245446,323807,393943,414286,292624,401284,365004,345929,219687,317794,333691,206172,147980,161818,161133,164849,123581,121627,104855,101743,99268,97121,91908,97254,90408,100931,98085,84804,84468,77961,81205,84741,91887,87986,85435,90497,74441,82112,74497,--,68805,0,--,50130,0,0,0,0,0,19498,28677,27170,24363,
股东权益不含少数股东权益(万元),157450,112570,111713,109650,109333,107269,105849,103820,102168,100476,100140,99959,100136,100713,99235,98003,96094,94278,92181,90615,87212,86137,31930,30611,29542,27978,28519,28955,28751,28335,27989,28218,32054,33100,33948,33983,35533,38174,41257,41157,41675,41733,41629,41437,41434,41339,41087,40919,40047,39432,38957,38739,37766,37057,36780,36621,35509,36068,34441,32796,30066,14800,12036,11794,
净资产收益率加权(%),5.59,5.07,1.97,6.92,6.68,4.79,1.92,6.92,5.3,3.54,1.62,2.01,0.73,2.74,1.25,7.87,5.86,3.89,1.7,11.07,6.97,7.02,4.36,4.93,0,-3.88,0,4.24,0,0.76,0,-24.31,0,-6.03,--,-19.1,0,-7.82,0,1,0,0.71,0,2.32,0,1.02,0,4.59,0,0,0,6.45,0,0,--,5.3,1.54,10.37,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
