报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.47,0.28,0.04,0.3,0.41,0.24,0.05,0.33,0.26,0.11,0.04,0.22,0.21,0.2,0.02,0.67,0.55,0.38,0.15,1,0.15,--,--,
每股净资产(元),3.65,3.45,3.23,3.18,6.19,6.01,5.86,5.81,5.73,5.67,5.67,5.57,5.53,5.51,7.07,7.05,6.92,6.75,3.08,2.93,0,1.37,--,
每股经营活动产生的现金流量净额(元),0.05,-0.1,0,0.43,0.33,0.21,-0.3,0.51,0.4,0.03,0.27,-0.69,-0.66,-0.18,-0.16,0.69,0.32,0.02,-0.03,0.58,0.02,--,--,
主营业务收入(万元),95909,62412,21262,97340,68908,44578,18114,78896,55685,33008,14774,60779,40956,24653,8413,53216,38739,23383,10100,50112,9084,31265,23668,
主营业务利润(万元),31831,21354,6762,27999,20154,13134,5056,19780,14116,8614,4031,15477,10381,6335,1941,13269,9578,6015,2801,12464,2034,7026,4070,
营业利润(万元),14301,8987,1470,8387,6782,4379,985,3701,2435,1019,487,2481,1848,1594,-115,4663,3400,2249,946,5874,943,3145,1714,
投资收益(万元),-243,-189,-81,52,-79,-65,-81,-35,-58,-40,-11,159,238,251,--,-42,--,--,0,--,0,0,--,
营业外收支净额(万元),589,427,261,1078,770,317,142,1209,1316,871,351,1105,1015,702,337,699,580,362,53,251,27,153,72,
利润总额(万元),14890,9414,1731,9465,7552,4696,1126,4911,3751,1891,838,3586,2863,2296,222,5362,3980,2611,999,6125,969,3299,1786,
净利润(万元),9554,5707,776,6086,4178,2383,504,3297,2603,1129,424,2270,1833,1634,171,4570,3515,2205,874,5602,887,3011,1658,
净利润(扣除非经常性损益后)(万元),--,5242,--,5193,--,2127,--,2277,--,409,--,1370,--,1198,--,3983,--,1843,820,5165,776,2734,1502,
经营活动产生的现金流量净额(万元),950,-2006,14,8799,3335,2130,-3027,5205,4073,285,2705,-6933,-6657,-1835,-1274,5364,2503,186,-150,3353,99,998,1891,
现金及现金等价物净增加额(万元),-4418,-6497,-4825,3496,-8,6834,-2874,-7950,-6871,-7728,-258,-16743,-18204,-9653,-6377,33417,33414,33398,-658,-911,-415,1049,1850,
总资产(万元),155814,153414,145998,133798,108507,117979,102424,101771,98274,93587,92893,95098,81609,79753,75938,74680,71339,66813,29595,28421,0,15358,10323,
流动资产(万元),98724,98068,91994,84603,68208,78698,67415,66242,68008,65222,66576,66420,58211,60425,58760,62426,60475,57219,19910,19010,--,13592,9601,
总负债(万元),75609,78030,76737,66123,42902,54237,40969,41162,38862,34474,33621,37001,24129,22591,20960,19873,17587,14371,11794,11494,--,8533,7509,
流动负债(万元),67151,71297,71104,63911,41232,52896,39769,39708,37656,33114,33621,35617,24129,22591,20825,19738,17587,14334,11719,11382,--,8533,7509,
股东权益不含少数股东权益(万元),74022,70016,65537,64604,62763,60901,59420,58916,57926,57315,57240,56300,55863,55665,54978,54807,53752,52442,17801,16927,0,6825,2814,
净资产收益率加权(%),13.78,8.45,1.19,9.88,6.86,3.96,0.85,5.71,4.52,1.98,0.74,4.09,3.31,2.94,0.31,12.74,11.69,12.23,0,42.27,0,61.41,105.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
