报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),9.09,6.91,3.82,13.44,9.36,6.33,3.56,14.58,10.66,6.98,3.46,12.82,10.04,6.74,2.86,8.44,6.33,5.2,2,5.35,4.42,3.28,1.34,4.57,4.01,2.96,1.29,4.03,3.33,2.37,0.93,3,1.69,0.9,0.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,36.35,--,30.11,26.81,26.93,24.07,21.96,22.39,21.49,19.49,18.57,17.43,16.67,15.33,14.77,13.71,13.2,11.91,11.22,10.26,9.65,8.72,7.28,6.5,6.17,6.25,5.66,5.3,11.74,10.79,9.99,11.82,11.54,10.6,9.83,9.63,12.24,11.37,10.6,11.29,11.17,10.37,10.33,11.08,10.95,10.12,3.04,2.4,1.54,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.76,--,7.28,4.3,1.29,9.78,8.69,5.65,3.61,6.57,4.2,1.87,0.87,4.48,2.2,0.58,-0.14,5.56,3.25,1.58,1.05,1.85,1.64,0.73,0.4,2.23,0,0,0,3.59,0,0,0,2.48,0,0,0,3.11,0,0,0,1.58,0,-0.72,--,0.17,0,2.4,--,--,
主营业务收入(万元),2314869,1577865,854427,3157393,2171819,1432163,744983,3092180,2193571,1412787,716579,2645534,1993144,1326444,601597,1840236,1364208,982582,422059,1163328,932758,658727,303991,967000,780720,554601,251254,824169,648652,461972,199350,723743,445838,262909,158754,489619,324945,202946,135450,393052,258032,168614,114402,300979,207044,131411,85343,240102,155274,100905,73389,183490,136389,95565,71801,161805,87386,111400,89086,62818,
主营业务利润(万元),1976676,1354872,735972,2703025,1853161,1233381,635499,2605030,1857347,1210556,609813,2183838,1651787,1084858,472556,1437373,1055479,770349,311995,900334,709639,515910,220375,777882,638780,459636,202638,676021,533786,380719,159404,576171,338351,194799,--,353031,229111,138901,94863,271316,172290,112642,78139,214988,138211,88608,58237,161544,98180,65026,47670,117432,90497,63641,47761,101262,56563,71910,58886,43238,
营业利润(万元),1629498,1115161,620433,2210297,1531644,1025098,531992,2179154,1601321,1039775,537018,1883074,1468729,979969,417301,1233616,928239,688959,265228,716091,589751,438076,179557,607552,530596,390495,170481,539038,441135,314412,122199,452534,250572,135889,87306,248379,156612,97101,67211,191885,114944,75558,55768,148779,87569,56969,40116,97544,59476,41066,34134,64913,52816,40184,33795,61014,37355,44694,35365,21897,
投资收益(万元),387,334,33,310,301,301,--,301,301,301,--,310,310,310,9,338,329,320,9,47,38,28,0,121,97,73,30,132,102,72,42,181,86,86,0,301,14,14,0,43,2,2,-19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,
营业外收支净额(万元),-13275,-218,-232,-22063,-13725,-2780,-757,-35918,-34582,-27234,-25229,-13025,-10204,49,192,-150,-284,-225,183,151,-172,-324,-279,502,-59,85,23,--,--,-860,--,--,--,--,--,96,0,0,0,97,0,0,0,257,0,0,0,125,0,57,0,13,0,4,0,-293,0,0,-6,--,
利润总额(万元),1616223,1114943,620202,2188234,1517920,1022318,531235,2143236,1566739,1012541,511789,1870049,1458526,980018,417493,1233466,927955,688735,265411,716242,589578,437752,179278,608054,530537,390580,170504,538530,440389,313552,122256,452203,250805,136106,87417,248819,156728,97206,67243,192025,115078,75680,55751,149067,87585,56972,40117,97729,59629,41124,34144,64937,52833,40189,33800,60728,37299,44603,35359,21897,
净利润(万元),1142464,788823,436490,1534980,1069333,722985,369939,1513664,1107019,724794,359310,1330808,1042006,699572,296922,876315,656908,490718,188399,505119,417417,309976,126566,431245,378695,279028,121701,379948,314476,223956,87335,283083,159049,84972,53608,150412,95099,60525,44959,111854,70249,48079,36914,82055,51557,34908,26150,58675,35450,25252,21761,37680,30925,23828,20645,32829,22341,25110,21569,14689,
