报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.03,0.02,0.01,0.1,0.04,0.03,0.02,0.25,0.1,0.07,0.03,0.24,0.12,0.08,0.02,0.23,0.12,0.07,0.02,0.12,0.08,0.05,0.02,0.1,0.08,0.04,0.02,0.08,0.09,0.07,0.02,0.19,0.09,0.07,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.61,4.74,4.61,4.57,4.52,4.5,4.44,4.39,4.45,4.42,4.42,2.69,2.66,2.64,2.62,2.57,2.55,2.52,2.52,2.5,2.61,2.59,2.5,2.48,2.44,2.38,2.38,2.36,2.31,2.28,2.25,2.22,2.28,2.26,2.23,2.21,2.17,2.15,2.1,2.07,2.03,1.22,0,1.23,1.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.46,--,-0.45,-0.36,-0.24,-0.1,-0.54,-0.44,-0.22,0.03,-0.25,-0.23,-0.25,0.16,-0.12,-0.14,-0.2,0.1,-0.23,-0.23,-0.2,0.07,-0.19,-0.23,-0.22,-0.08,0,0,0,0.1,0,0,0,-0.03,0,0,0,0.04,0,0,0,0.13,0,0.12,-0.15,
主营业务收入(万元),85175,53945,24704,131062,84304,54307,23909,138672,90810,58629,24277,124742,83350,58099,23029,123260,84258,52928,20819,59624,37059,24317,10926,46750,31237,17312,6488,46605,30749,19489,7431,38901,27498,17918,7286,28171,17804,10092,4060,18470,11837,7715,3118,14332,9404,5755,2080,10575,6911,4147,1536,10287,4759,9111,5578,
主营业务利润(万元),12658,8743,4393,22025,14778,9707,4691,24838,15270,10246,4988,24325,15789,10657,4547,23957,16481,10323,4634,14178,9233,5996,2481,11148,7312,4140,1572,9666,6903,4519,1803,10110,6739,4474,--,8042,4950,3209,1404,6347,4146,2508,1107,5062,3400,2141,816,4398,2842,1705,618,4305,1851,3883,2408,
营业利润(万元),1504,1230,319,4316,1665,1224,443,6416,2704,1846,796,5069,3260,2205,591,6434,4444,2304,738,2584,2014,1236,465,2244,1713,566,118,1720,1972,1657,565,3158,2378,1748,807,2635,2319,1652,691,2652,1915,1201,475,2711,1811,1255,288,2534,1606,880,177,2632,1066,2157,1316,
投资收益(万元),--,--,--,47,36,--,--,77,0,--,--,2,2,1,--,--,--,--,--,--,--,0,--,10,0,--,--,--,--,--,--,--,--,--,0,40,38,36,34,49,53,-6,4,-218,-82,-74,3,225,10,4,2,8,4,1,--,
营业外收支净额(万元),1017,545,267,4221,1902,975,401,3164,1586,826,73,2595,784,382,150,1777,87,37,6,700,328,220,213,270,391,380,313,395,--,7,--,--,--,--,--,1,0,0,0,-1,0,0,0,-7,-5,0,0,-3,0,1,0,0,0,42,--,
利润总额(万元),2521,1774,586,8537,3567,2199,844,9580,4290,2671,870,7664,4044,2587,741,8211,4531,2340,744,3284,2342,1455,678,2513,2105,946,431,2114,2109,1664,581,4395,2388,1758,811,2676,2413,1740,725,2700,1967,1195,479,2487,1724,1181,292,2756,1617,885,179,2632,1071,2210,1316,
净利润(万元),1802,1315,488,6119,2401,1613,639,7355,2902,1859,618,5679,2860,1905,548,5520,2926,1674,587,2414,1639,980,454,1935,1566,668,322,1552,1618,1242,443,3447,1747,1301,632,1942,1916,1453,592,2139,1626,991,401,2046,1454,986,248,2334,1382,760,156,2203,908,2219,1316,
净利润(扣除非经常性损益后)(万元),1285,1053,366,3884,1188,1167,443,5375,1964,1338,--,4289,--,1639,--,4698,--,1646,--,1880,--,812,--,1341,--,324,0,1226,0,1236,0,2385,0,1292,--,1611,0,1382,0,2060,0,994,0,1789,0,1053,0,2079,0,759,0,0,908,--,--,
经营活动产生的现金流量净额(万元),-28165,-19466,-18642,15324,-12844,-8987,-12622,7664,-13222,-9886,-14561,4595,-10870,-8684,-5734,-2419,-13032,-10481,-5297,813,-6106,-4258,-4633,2873,-2237,-2543,-3626,1809,-4330,-4318,-3783,1307,-3444,-4306,-4370,-1438,-5651,-2691,-1906,1835,256,-1754,-2127,-544,-3817,-3744,-3916,709,-1406,-906,-1563,1536,1401,--,--,
现金及现金等价物净增加额(万元),-30605,-29078,-27456,21397,-18609,-14271,-18922,40586,74261,70818,78258,-2464,-13366,-13125,-9407,-4907,-6610,-5899,-5302,11597,4751,-5522,-5533,391,-1074,-1594,-2791,-11348,-12849,-10947,-13833,6965,-4357,762,-3497,-408,-3427,380,-2922,-659,-2358,-1926,-1630,3017,2863,2156,-3812,3841,2249,4384,20544,2149,0,--,--,
总资产(万元),396600,386917,385128,399900,381262,375874,371524,378981,376500,365856,377138,284175,276419,277926,272539,263432,253884,244588,231578,189813,170595,110664,104074,105034,101913,95676,93419,94971,97808,95294,85203,96992,84431,88679,81084,78990,77610,74215,66204,66338,62680,60365,57927,58275,56876,55681,54926,54359,52507,50604,52486,29934,0,24840,18073,
流动资产(万元),287537,276953,274856,288225,271124,265823,261888,267504,273185,262430,274121,179538,179945,184226,183633,176515,187915,180170,167452,132629,125553,66555,61054,62621,61411,56211,54810,56514,60038,60181,50734,62131,51666,56268,48923,47631,46813,45463,38828,40125,38605,38209,37499,38844,39866,38805,38897,38728,37291,37945,--,--,0,16250,10987,
总负债(万元),132256,123060,122363,137616,123658,115426,109073,117296,119682,110674,123654,128108,124034,126834,123050,114551,108344,101438,87415,63212,58636,54932,49009,51517,48806,43284,41494,43415,46568,43865,31698,43967,35289,40049,33214,32175,30874,27940,22486,23234,20136,18497,14820,15588,14743,14034,14028,14202,13300,12019,14501,14958,0,9643,5477,
流动负债(万元),120641,111456,110384,125251,112110,108295,102038,109926,112141,103326,116581,120952,116181,119681,119380,110881,107246,100340,86283,62321,57921,54387,48464,50826,46293,40828,38107,40087,40323,37621,25487,37756,27964,32929,29094,28044,26502,23568,18114,18961,16963,15332,11655,12423,11743,10784,10778,14202,13300,12019,--,--,0,9526,5477,
股东权益不含少数股东权益(万元),219016,218511,217636,217142,213153,216478,218704,218004,213539,212254,210972,113603,110600,109645,108289,107740,106527,105275,106585,105997,105878,49778,49252,48798,48429,47531,47134,46813,46671,46175,48359,47915,46235,45789,45119,44088,44062,43599,42738,42146,41631,40995,42255,41854,41263,40795,40057,39809,38857,38235,37631,14617,0,14814,12596,
净资产收益率加权(%),0.83,0.6,0.22,2.84,1.12,0.74,0.29,3.87,1.61,1.14,0.54,5.14,2.62,1.75,0.51,4.64,2.75,1.58,0.55,3.31,2.65,1.99,0.92,4.05,--,1.41,0,3.26,0,2.59,0,7.46,0,2.88,--,4.5,0,3.39,0,5.07,0,2.34,0,5.01,0,0,0,5.86,0,0,0,13.84,0,16.19,10.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
