报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.06,0.06,-0.08,0.36,0.11,0.11,-0.11,0.39,0.13,0.13,-0.16,0.47,0.16,0.2,0.53,0.25,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.77,2.53,2.33,1.8,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.35,-0.15,0.61,0.64,--,
主营业务收入(万元),111257,75626,17234,195799,113086,75879,18278,165246,94048,60257,13836,151218,84176,57316,148781,133962,98873,
主营业务利润(万元),38710,27275,5522,66822,36338,26302,5479,53391,29547,19593,3178,42898,24018,17601,42027,37102,26984,
营业利润(万元),5857,6224,-4698,21484,5838,6221,-4851,14931,3400,3541,-5620,12117,3678,4690,12796,5242,9700,
投资收益(万元),--,--,--,--,--,--,--,-475,-475,-475,-19,165,185,50,-94,-52,--,
营业外收支净额(万元),1610,1128,385,1234,1419,840,410,4219,3073,2629,602,1936,1260,880,1788,1579,652,
利润总额(万元),7467,7352,-4314,22717,7257,7061,-4441,19150,6473,6170,-5018,14053,4938,5570,14584,6822,10352,
净利润(万元),6186,6139,-4371,18969,5848,5787,-4361,15666,5277,5132,-4960,12382,4146,4711,12259,5725,9357,
净利润(扣除非经常性损益后)(万元),4823,5183,-4697,17924,4643,5074,-4709,12272,2820,3053,-5472,10737,--,3963,10739,10417,8795,
经营活动产生的现金流量净额(万元),358,-7793,-13983,19237,8016,-3309,-10093,17576,-1602,-5672,-7093,16844,10954,-3438,14065,14790,25433,
现金及现金等价物净增加额(万元),-14066,-21702,-22111,193,-6959,-18227,-10894,-9930,-26127,-26669,-13933,42737,46156,-9658,-540,4336,9700,
总资产(万元),272721,262469,263629,278186,291263,270399,265362,260685,261560,245377,248780,246932,253581,185708,177506,145550,133658,
流动资产(万元),170625,159316,160078,174216,185228,164058,158379,154757,159752,145240,149775,153920,174234,110822,108245,87611,88982,
总负债(万元),139903,130023,125942,139810,166331,145609,138673,129646,140831,124717,128627,121884,136732,126871,123394,103624,94834,
流动负债(万元),120757,110649,106150,119632,145703,125211,117989,98592,107177,90801,90322,83870,98433,88171,82124,63554,56346,
股东权益不含少数股东权益(万元),133225,132839,138014,138769,125413,125227,127099,131388,121051,120958,120153,125048,116850,58837,54112,41925,38823,
净资产收益率加权(%),4.38,4.33,-3.2,14.17,4.35,4.31,-3.38,12.25,4.31,4.12,-4.05,14.64,6,8.34,25.51,13.43,27.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
