报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.18,0.1,0.11,0.33,0.27,0.14,0.12,0.53,0.42,0.32,0.35,1.72,1.14,0.76,0.33,1.45,0.55,0.92,0.32,0.23,
每股净资产(元),2.78,2.71,7.92,7.81,5.19,5.06,5.04,4.92,4.81,4.71,9.43,9.09,8.52,8.14,8.03,3.45,2.54,2,4.32,3.03,
每股经营活动产生的现金流量净额(元),0.25,0.1,-0.09,0.41,0.13,0.05,-0.04,0.58,0.32,0.15,0.08,1.18,0.75,0.43,0.13,1.02,0.38,0.91,1.68,0.62,
主营业务收入(万元),23215,15745,6290,12134,8808,6276,3604,15161,11838,8264,4245,15048,10875,7151,3530,11218,5008,7335,4342,3129,
主营业务利润(万元),17342,11000,5008,10695,7705,5491,3173,12946,10128,7080,3635,12744,9157,6002,2972,9660,4295,5976,3152,2385,
营业利润(万元),6479,4064,1539,1252,1177,1205,1063,5205,4558,3483,1943,8009,5687,3781,1591,5451,2584,3927,1558,1097,
投资收益(万元),488,509,34,4,44,41,2,-13,4,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1231,342,98,2292,1801,366,230,891,653,502,242,1406,1094,602,195,1391,339,143,21,-2,
利润总额(万元),7710,4406,1637,3545,2978,1571,1294,6096,5210,3985,2184,9415,6781,4383,1786,6842,2923,4070,1579,1096,
净利润(万元),6068,3490,1286,3475,2925,1525,1268,5630,4439,3388,1862,8779,5764,3726,1521,5814,2191,3666,1286,917,
净利润(扣除非经常性损益后)(万元),--,2759,--,1409,--,1196,--,4834,--,2961,--,7513,--,3214,--,4632,1937,3538,1268,918,
经营活动产生的现金流量净额(万元),8377,3510,-984,4597,1387,488,-422,6152,3428,1601,428,6293,4002,2294,668,4091,1536,3624,1678,615,
现金及现金等价物净增加额(万元),431,-3901,-1324,-7052,-3464,-1239,-777,3207,1109,-2025,-460,27345,25914,27819,28173,3423,1071,3469,1521,319,
总资产(万元),116411,112623,117301,117600,60131,58572,58554,57012,54373,51019,51007,49060,46705,44620,43837,14772,11910,9851,5097,3418,
流动资产(万元),46526,42360,45075,45580,52479,51224,52642,51488,49129,46694,47798,46671,45024,43545,43230,14179,11328,9351,4511,2815,
总负债(万元),21830,20543,24727,26195,1735,1407,1508,1593,732,715,626,541,1200,1153,962,971,1732,1864,776,383,
流动负债(万元),8636,7509,11710,13154,1512,1185,1190,1275,729,712,623,538,1193,1146,968,964,1723,1790,757,383,
股东权益不含少数股东权益(万元),94032,91455,89262,87976,55472,54073,53815,52547,51357,50305,50381,48519,45504,43466,42863,13801,10178,7987,4321,3035,
净资产收益率加权(%),6.67,3.89,1.45,6.41,5.42,2.86,2.38,11.17,8.91,6.82,3.77,21.83,15.41,11.04,6.33,53.37,24.12,59.58,34.96,35.6,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
