报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.07,0,0,-0.06,-0,-0.04,0,--,0.04,0.01,0.03,0.29,-0.41,-0.26,-0.11,0.01,0,-0.03,-0.01,-0.34,-0.19,-0.11,-0.03,-1.09,-0.42,-0.33,-0.13,-0.76,0.01,0.09,0.03,1.05,0.61,0.39,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,-0.38,-0.23,-0.08,0.03,0.02,-0.01,0,0.02,0.17,0.24,0.33,0.36,1.03,1.12,1.32,1.45,2.22,2.28,4.05,4.02,3.63,3.34,3.12,3.01,2.96,2.97,2.93,2.92,2.94,2.97,2.94,2.92,2.92,2.83,2.78,2.74,2.77,2.67,2.7,2.65,2.5,2.45,2.46,2.41,2.24,3.35,2.79,2.72,2.55,2.44,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0,-0.04,-0,0.01,-0.09,-0.17,-0.13,-0.14,0.11,0.18,0.42,0.39,-0.68,0.21,0.4,0.4,0.21,0.59,0.33,0.19,0.05,0.06,0.05,-0.06,0.55,0,--,0,0.43,0,0,0,1.32,0,0,0,1.55,0,0,0,0.51,0,0.28,--,0.58,0.25,-0.74,0.05,0.51,--,0,--,--,--,
主营业务收入(万元),42895,32813,6871,70190,49948,1396,331,170543,36702,26560,22030,401839,181182,132921,87073,429509,267719,161048,68960,275932,202590,129971,57451,177973,125862,82724,41970,247559,193615,137761,77365,282808,214095,148000,69313,225035,162127,102291,46746,265796,211451,130685,58890,246296,176883,113794,39472,172088,130264,80268,34955,149581,109728,73068,38331,142539,73748,69397,24998,51939,25398,43324,41311,38893,44269,
主营业务利润(万元),7159,5290,1019,8600,6216,33,6,40109,9477,6130,4785,71679,-3668,-1980,-1132,25702,17507,10297,4197,8498,6782,5276,3242,-3601,-5703,-5817,-832,-2618,10605,8758,2771,26694,18720,11366,--,23603,15826,9452,4930,19040,15429,10473,4407,23070,20882,13533,6465,27804,20423,13101,6175,24957,16933,11299,5721,17798,8187,10840,3293,9197,3474,6483,6771,--,--,
营业利润(万元),-11246,917,1445,-9624,-2576,-6351,-617,28808,4345,1574,3601,36390,-28297,-18235,-8437,-288,-757,-1188,-637,-22372,-11630,-7088,-1654,-66722,-27249,-21016,-8577,-42572,1017,4788,1283,39986,23469,14767,3432,1816,3209,2940,602,1388,3246,2994,1508,8209,8476,5078,2540,11741,9485,5687,3023,13060,7866,5090,2477,10956,4504,6921,1985,7415,2643,5199,3752,--,--,
投资收益(万元),43,-7,--,-168,4,4,4,52,52,52,10,420,-5603,-3389,-1683,1592,2370,508,730,-277,-317,1105,1588,-11659,-7238,-6201,-3259,-1075,8677,8098,4371,36460,20385,13622,5261,2809,-280,-10,-5,475,7,0,-5,147,-34,-34,0,30,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,--,--,
营业外收支净额(万元),1343,317,6,1670,1697,1168,1176,1356,150,22,-3,13222,1565,1442,1352,1621,1546,18,24,931,43,58,19,-4257,-272,-266,1,-6493,--,-37,--,-177,--,-42,--,-626,0,--,0,-98,0,0,0,-2,0,0,0,-109,0,0,0,-605,-62,-24,0,-331,0,-71,0,-20,--,--,--,--,--,
利润总额(万元),-9903,1234,1452,-7953,-878,-5183,558,30163,4495,1596,3598,49612,-26731,-16793,-7085,1333,789,-1169,-613,-21441,-11586,-7030,-1635,-70979,-27521,-21281,-8576,-49065,975,4751,1278,39808,23424,14725,3427,4029,2661,2700,588,1765,3251,2995,1507,8440,8440,5041,2540,11817,9484,5659,3024,12601,7808,5071,2469,10709,4456,6957,1986,7430,2641,5610,3694,--,--,
净利润(万元),-7223,146,295,-5580,-368,-4211,161,22420,3415,1018,2709,28211,-26881,-16923,-7116,633,120,-1665,-794,-22301,-12103,-7391,-1745,-71210,-27601,-21306,-8573,-49802,810,4617,1262,38020,22219,14237,3531,4917,2366,2229,728,1697,2070,1946,977,6490,6634,3476,1723,10107,7764,3959,2022,10811,5373,3435,1732,9868,3827,6271,1356,6257,2232,4737,2475,3365,5431,
净利润(扣除非经常性损益后)(万元),-8216,-78,296,-6501,-1354,-5078,-717,--,3363,1029,2711,-38638,--,-17991,--,119,--,-2705,--,-22276,--,-7449,--,-64782,--,-21040,0,-43309,0,4646,--,38160,0,14273,--,5535,0,2460,0,1763,0,1945,0,6444,0,3257,0,10105,0,3987,0,10730,5430,3184,--,9510,3875,6235,1355,6242,--,--,--,--,--,
经营活动产生的现金流量净额(万元),8111,-19042,5210,40400,75444,43053,74409,-55149,-49566,-27927,-1374,4425,-2366,-111,687,-5873,-10868,-8531,-9096,7456,11892,27608,25283,-43947,13420,26404,26247,13557,38286,21241,6964,1938,2213,1761,-2149,19848,12878,22806,14334,15753,14699,8641,18672,47813,42851,29213,2145,56257,66302,46506,8951,18538,0,10082,--,21192,9172,-17930,1052,11625,--,105,--,--,--,
现金及现金等价物净增加额(万元),7853,-19230,5124,-154,56545,42539,74021,-58398,-52371,-52031,-25250,18579,-10801,2574,-1549,318,-5684,-692,12580,4848,-4976,2729,1737,-14805,5140,11223,19589,-10879,1970,6247,-7687,-10427,-18537,-5111,5608,5292,4016,16438,1294,-10551,-16710,-2252,5431,10547,8214,1380,2940,9106,8004,17191,1177,2512,0,3629,--,12181,3709,6229,-2722,-2667,--,6543,--,--,--,
总资产(万元),251032,258916,263667,261482,293523,263087,273546,288381,242574,223203,240275,278018,165722,186370,188408,193863,200304,214307,223244,211224,219326,234204,234533,226235,269122,276378,312260,319310,369238,354269,331882,336701,322197,342106,332427,325430,318934,334079,323600,449989,425157,456017,463560,445916,425687,419184,395008,348439,310235,288148,239417,225671,193814,189365,176097,178558,182274,163910,113524,96453,82991,73717,39215,--,--,
流动资产(万元),198423,208903,213098,209318,243143,216973,228393,242933,197455,177804,195205,232627,42419,59109,56145,57921,61500,75468,82141,68890,64582,76272,70191,61368,89182,93285,120205,122533,158773,156402,138465,147704,135882,156795,153056,150575,146436,159279,149348,141780,113211,149587,152163,147327,138380,135332,139604,112718,91886,96565,--,--,0,--,77187,0,0,0,31483,0,31262,37680,15115,--,--,
总负债(万元),1448,1134,5720,4082,30523,2313,8532,23717,-2887,1884,17477,58150,190146,200960,193197,191549,198564,214418,222581,209836,207976,218142,212826,202784,201825,202780,225925,224400,223603,204826,184387,190468,190621,217924,219420,216284,211415,226285,216946,343539,317751,347520,356013,339350,318825,315557,293653,248838,209332,191062,140986,129246,102873,100363,86540,90735,100478,82559,53079,37397,27948,20956,24840,--,--,
流动负债(万元),457,111,4700,3035,30222,1999,8205,23377,-3239,1520,17099,57760,46369,57233,189376,187728,104864,119200,122163,111006,110041,120206,204794,193752,192518,191673,213719,207243,207546,186434,167415,173099,172815,193416,193847,199928,193036,207416,198260,239299,204038,218052,218534,206178,176775,165514,154358,151775,160879,144356,--,--,0,--,39149,0,0,0,32358,0,24048,20056,20840,--,--,
股东权益不含少数股东权益(万元),241734,248983,249014,248582,253619,260774,265014,264665,245461,221318,222798,219868,-24990,-15150,-5343,1774,1198,-588,283,1077,11162,15874,21521,23266,67104,73400,86133,94706,145319,149125,147179,145917,131871,124393,113183,109319,107494,107664,106495,106153,106860,107825,106856,105864,106001,102842,101090,99367,100653,96849,98179,96156,90718,88781,89255,87524,81448,81167,59898,58541,54796,52564,14375,11935,9267,
