报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.3,0.2,0.14,0.6,0.45,0.31,--,0.59,0.44,0.27,--,0.58,0.45,0.34,0.2,
每股净资产(元),2.99,2.89,4.38,4.24,4.09,3.33,--,3.18,--,--,--,2.74,2.15,2.24,1.75,
每股经营活动产生的现金流量净额(元),0.14,0.13,-0.04,0.46,0.09,0.39,--,0.48,--,0.3,--,0.55,0.3,0.29,0.56,
主营业务收入(万元),33389,22639,11429,39013,28834,18748,--,34588,25621,16431,8000,33467,27156,17101,9311,
主营业务利润(万元),8521,5619,2628,9852,7439,4814,--,8678,6329,4009,8000,8568,7226,5159,3059,
营业利润(万元),4243,2939,1353,4688,3580,2287,--,4379,3272,2007,972,4181,3238,2224,1213,
投资收益(万元),9,--,--,--,--,--,--,--,--,--,--,--,--,-7,--,
营业外收支净额(万元),201,3,-14,307,30,27,--,84,69,62,--,275,90,16,63,
利润总额(万元),4444,2942,1339,4994,3610,2314,--,4462,3341,2069,992,4456,3328,2240,1277,
净利润(万元),3524,2342,1121,4164,2985,1904,976,3684,2733,1684,800,3642,2640,1798,1052,
净利润(扣除非经常性损益后)(万元),--,2327,--,3904,--,1881,967,3612,--,1632,783,3408,2564,1791,1000,
经营活动产生的现金流量净额(万元),1689,1563,-350,3609,678,2435,842,2973,2613,1882,727,3409,1895,1236,2245,
现金及现金等价物净增加额(万元),-7091,-4344,-1985,8194,5852,143,--,309,-191,-94,--,-491,418,2313,327,
总资产(万元),44969,42012,41718,40778,40532,31245,28188,28559,--,--,--,25409,22035,16271,10302,
流动资产(万元),24587,25819,27559,27601,27623,19600,--,17976,--,--,--,17371,15532,11102,5966,
总负债(万元),9100,7796,7236,7728,8660,10451,8322,8733,--,--,--,8331,8360,6407,3106,
流动负债(万元),8923,7739,7177,7667,8586,8585,--,7242,--,--,--,8252,8293,6312,3104,
股东权益不含少数股东权益(万元),35015,33832,34171,33050,31871,20794,19866,19826,--,--,--,17078,13422,9641,7003,
净资产收益率加权(%),10.39,6.95,3.34,16.41,13.03,9.37,--,20.14,--,9.55,--,23.88,23.04,22.56,16.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
