报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.06,0.04,0.04,0.17,0.16,0.12,0.05,0.19,0.16,0.11,0.05,0.16,0.15,0.11,0.09,0.33,0.3,0.22,0.1,0.37,0.31,0.21,0.1,0.23,0.17,0.08,0.04,0.34,0.23,0.14,0.12,0.5,0.32,0.18,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.15,--,2.24,2.19,4.35,4.26,4.26,4.17,2.98,2.88,2.85,2.75,2.74,2.64,2.58,2.55,2.61,2.58,2.51,2.39,4.19,4.07,4.02,3.88,3.23,2.95,2.88,3.43,3.34,3.21,3.18,3.09,3.02,2.93,2.93,2.87,2.76,2.69,4.78,4.7,4.54,4.45,4.47,2.06,1.7,1.27,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.3,--,0.94,0.37,0.44,-2.3,-2.08,-0.73,-0.43,-1.68,-1.22,-1.35,-1,1.03,0.75,0.88,0.41,0.86,0.95,0.09,-0.72,-1.75,0.2,0.48,0.67,0.85,0,0,0,0.02,0,0,0,0.21,0,0,0,1.23,0,0,0,0.36,0,0.62,0.85,0,0,
主营业务收入(万元),637269,452257,199514,926810,711462,485453,236469,954958,690437,460453,215709,824844,620278,431709,224744,960394,742846,535811,261760,765470,573676,375896,166902,402962,256071,144814,59921,505345,440025,317804,161722,557789,412433,277820,115097,435531,298559,196550,80719,206040,140927,90952,42960,137283,108011,62460,28323,69553,49870,32057,15089,42968,31797,23299,31628,27696,17051,
主营业务利润(万元),62189,44433,20682,85864,65039,43309,21216,82565,58781,40773,19615,67767,51065,35981,18024,65942,53461,38796,19528,61309,40929,26409,11056,31384,19668,9679,5097,32074,27183,19207,9218,32924,23261,16061,--,28314,21121,15313,6440,18784,13630,8069,4094,14281,9976,7055,2972,8930,6853,4685,2047,7674,5924,4539,7314,5214,4399,
营业利润(万元),17589,12329,5594,18778,17648,12758,5581,17159,15090,10921,4788,13707,12389,8147,3739,17375,16043,11263,5521,18707,16336,10596,4929,13836,9805,4698,1898,14656,12087,7928,3873,14179,10732,7465,2856,12048,9168,6610,2766,8581,4739,3184,1488,6059,4299,3230,1081,4048,3215,2422,840,3442,2625,2219,3009,2173,1106,
投资收益(万元),2104,1226,542,1222,997,425,439,-31,11,-33,124,966,832,898,174,-173,258,184,177,-44,576,238,252,567,--,--,--,--,--,--,--,--,--,0,0,-117,-8,-5,-3,46,38,51,28,101,75,44,50,-76,-25,-26,-10,-64,-6,1,5,2,0,
营业外收支净额(万元),-191,-297,123,1273,64,-37,-125,1396,1060,367,168,2968,2848,2309,540,1391,202,82,21,953,351,327,203,376,411,413,4,298,--,-56,--,-6,--,--,--,-757,0,0,0,-81,0,0,0,-37,0,0,0,-21,0,0,0,19,10,0,0,0,0,
利润总额(万元),17398,12032,5716,20051,17712,12722,5456,18555,16150,11287,4956,16675,15237,10456,4279,18766,16244,11345,5542,19660,16687,10922,5132,14212,10216,5112,1903,14954,12045,7872,3874,14173,10730,7461,2863,11173,8301,5801,2701,8546,4774,3230,1512,6124,4342,3272,1130,3951,3177,2377,822,3397,2630,2223,3019,2178,1197,
净利润(万元),12107,8595,3612,13488,12106,8539,3542,13170,11103,7893,3364,11558,11078,7801,3143,10864,9557,6500,2876,10856,9029,6177,2862,6639,5091,2406,1035,9920,6801,3982,1972,7538,5297,2988,1382,5355,4110,2477,1393,4377,2887,1808,1066,3736,2591,1942,758,2398,1923,1469,536,2133,1649,1409,1984,1449,1013,
