报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.7,0.5,0.26,0.89,0.69,0.5,0.25,0.84,0.66,0.47,0.24,0.88,0.7,0.5,0.26,0.82,0.62,0.43,0.24,0.73,0.56,0.4,0.21,0.61,0.47,0.32,0.16,0.58,0.47,0.32,0.16,0.43,0.31,0.19,0.08,0.28,0.21,0.13,--,0.23,0.16,0.12,0.05,--,--,--,
每股净资产(元),6.79,6.58,6.6,6.34,6.14,5.93,5.92,5.65,5.5,5.34,5.37,5.12,4.93,4.82,4.65,4.39,4.16,4.4,4.2,3.96,3.82,3.72,3.57,3.34,3.2,3.17,3.11,2.96,2.81,2.75,2.76,2.62,2.49,2.47,2.06,1.93,--,1.84,--,--,1.75,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.16,1.03,0.69,3.17,0.71,-0.02,0.28,0.19,-0.43,-0.43,-1.03,-0.44,-1.07,1.51,1.75,2.04,-0.11,3.95,1.87,1.06,0.46,0.43,2.62,-0.18,0,3.56,1.17,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),14641300,9672200,4940500,17740100,13516900,9042300,4472800,16443500,12422200,8481200,4218700,14733700,10966500,7364200,3651500,12695600,9419500,6193700,3023900,10423400,7596900,4939800,2393600,8093700,5743900,3681300,1786500,7666000,5740900,3763900,1802300,6232200,4356800,2720800,1279600,4322500,3159300,2018000,964700,3509000,2516700,1694700,2883300,3238523,2451608,2823206,
主营业务利润(万元),6713200,4798000,2447200,8384200,6651900,4681800,2396700,7951600,6235900,4502900,2285700,7438000,5715100,3990100,2045400,6489600,4932300,3384400,1713500,4970000,3771600,2609700,1345300,3821900,2943500,1984200,1005400,3578300,2995300,2034900,1029700,3085000,2207500,1413100,720000,1746400,1346700,925700,418600,1314500,1018500,--,904500,1129139,175019,262321,
营业利润(万元),6713200,4798000,2447200,8384200,6651900,4681800,2396700,7951600,6235900,4502900,2285700,7438000,5715100,3990100,2045400,6489600,4932300,3384400,1713500,4970000,3771600,2609700,1345300,3821900,2943500,1984200,1005400,3578300,2995300,2034900,1029700,3085000,2207500,1413100,720000,1746400,1346700,925700,418600,1314500,1018500,--,904500,1129139,175019,262321,
投资收益(万元),6100,96900,24800,-192700,-103300,-239000,-229900,100600,66800,92800,49100,93600,82800,21600,13600,-500,54100,36400,3700,74700,114700,44600,16100,139300,133500,93100,64500,56600,39600,69600,40800,125900,1156800,725800,12400,1004100,770300,19600,1800,811300,37700,42600,553000,448134,6329,5599,
营业外收支净额(万元),25500,30900,13900,108500,49600,37700,16000,39300,18400,3100,2600,83600,39800,26700,4400,55500,24400,14800,5800,25400,14600,5400,3200,2100,-17400,6100,7400,--,-34800,-2000,-1800,18800,48900,13700,0,19600,33000,--,--,15200,--,--,-171200,-72058,-25993,-11096,
利润总额(万元),6738700,4828900,2461100,8492700,6701500,4719500,2412700,7990900,6254300,4506000,2288300,7521600,5754900,4016800,2049800,6545100,4956700,3399200,1719300,4995400,3786200,2615100,1348500,3824000,2926100,1990300,1012800,3581800,2960500,2032900,1027900,3103800,2256400,1426800,720000,1766000,1379700,925700,418600,1329700,1018500,688400,733300,406208,155506,256349,
净利润(万元),5204000,3732400,1897000,6585000,5152200,3677300,1869000,6229500,4870600,3482700,1770600,5837300,4451300,3108800,1588000,5073500,3841600,2639600,1328000,3904200,2953700,2035700,1045100,3007500,2297000,1557900,794600,2842300,2278900,1553400,788300,2051300,1478600,891800,380000,1266900,946100,603400,290100,950900,673200,460500,119800,431194,122768,190861,
净利润(扣除非经常性损益后)(万元),5161300,3706700,1881900,6520200,5120700,3654900,1859900,6201200,4854100,3478200,1767100,5787400,4421000,3087400,1587400,5021600,3811300,2622100,1318300,3882600,2941200,2031100,1042200,2986900,2298000,1555000,795200,2839600,2276000,1554900,789500,2042000,1443500,880400,0,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),30333400,35594700,7702500,4971500,-724600,-1024100,-6174500,13918300,11530400,6632800,1157400,7660400,5157100,19635200,4366700,-114600,1759700,1042000,-2399200,-2416700,-5792900,-2314800,-5259000,7374700,8573400,9979500,-548700,19333100,9144300,5191600,2260400,2101800,12481300,-892500,-5081700,16284300,5367400,5940400,489700,5673100,3275300,910900,5449800,5327108,--,--,
现金及现金等价物净增加额(万元),2159800,18016300,-656800,7023200,3463200,1000200,-4986200,-2820400,1052600,-2062800,-2521500,6196300,4256900,16180600,1559000,5273600,5250200,1540400,-2668400,-1159900,-4526600,-3900400,-6632500,-5723400,-8147400,-4447200,-2405300,12982000,2478800,-191100,116700,-8981000,4080100,-3165800,-7052800,8384100,-1255300,737000,-1155000,2550000,1382500,2639800,-117600,2368299,--,--,
总资产(万元),720686600,712215500,662723900,626829900,621271800,628393600,597936000,596093700,576804000,571760200,563637800,527337900,517334900,515220800,488283400,461117700,436229700,434771700,412867300,395159300,380270500,370927900,353278200,330913700,330089800,329412000,303486800,267825500,249129500,242636600,226099900,210362600,221988100,213304800,181794400,171626300,--,158898800,150863500,142113200,134116000,129253200,114173300,92880975,76687399,66138868,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,86383800,60200229,48955584,43286318,
总负债(万元),668476600,663035500,613440000,579469400,575483800,584139000,553762400,553945300,535748500,531944400,523615100,489193200,480560700,485315400,459376700,433838900,410367300,409930700,389151700,372793600,358675200,351212900,335735300,314471200,314348100,313817400,288215200,253261300,235341600,229096800,212527600,197482900,209726500,201187100,172331100,162768100,--,150474600,142245200,133923600,126104100,121783900,109007400,91081049,73430876,62896526,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--,84606811,64927836,56314136,
股东权益不含少数股东权益(万元),51901100,48877900,48991800,47105500,45580000,44050300,43975600,41956100,40866500,39637100,39847700,37991800,36625200,29802900,28804600,27180200,25774500,24754200,23625100,22277300,21510500,19634800,17468400,16384800,15688300,15542400,15225000,14520900,13744700,13495500,13530300,12837900,12224000,12102100,9455200,8858200,--,8417700,8611900,8189600,8005100,7469300,5165900,1799926,3256523,3242342,
净资产收益率加权(%),10.61,7.62,3.95,14.87,11.69,8.4,4.36,15.49,12.23,8.77,4.56,18.43,14.92,10.82,5.68,20.49,15.9,11.19,5.79,20.08,15.92,11.75,6.18,19.26,14.96,10.27,5.34,20.86,15.86,11.13,5.83,17.17,13.15,8.74,0,14,--,--,--,15,--,--,4,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
