报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.6,0.45,0.22,0.14,0.02,0.02,0.01,-0.25,-0.07,0.01,0.01,0.07,0.22,0.21,0.26,0.65,0.48,0.35,0.18,0.53,0.46,0.29,0.11,0.19,0.12,0.09,0.02,0.16,0.17,0.16,0.07,0.19,0.2,0.14,0.11,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.34,2.33,4.78,4.51,4.33,4.15,4.16,3.96,3.86,3.67,3.59,3.48,3.41,3.38,3.42,3.39,3.4,3.39,3.41,3.33,3.34,3.28,4.96,4.83,2.67,2.5,2.26,1.61,2.73,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.24,0.25,0.27,0.57,0.38,0.48,0.19,1.13,0.92,0.39,0.35,0.61,0.42,0.16,-0.12,0.19,0.09,0.02,-0.08,0.32,0.14,-0.08,0.03,0.58,0,0.51,0.45,0.53,-0.18,
主营业务收入(万元),187629,127613,62041,131914,84060,55966,27033,116069,84377,59453,29639,114537,92946,64410,33934,129844,97675,65607,32245,107459,80445,51593,25426,89337,62726,41374,20792,106300,84223,59507,25455,103489,75635,51118,23034,77021,59714,41635,69076,50610,37375,
主营业务利润(万元),88467,62145,29391,40513,20728,14092,6600,21048,14491,10071,5030,21946,21042,16083,8321,30687,23373,16139,7886,27785,21039,13539,6114,16338,11224,7687,3174,13614,11987,8842,4040,13613,10203,6593,--,13424,10814,7366,13620,9397,6705,
营业利润(万元),53036,38601,18778,6134,757,688,77,-10271,-3513,-541,263,332,6858,7744,4834,12088,9577,6876,3753,9983,8726,5562,2164,3404,2070,1428,344,2976,3486,3237,1513,4773,4580,3169,1484,7581,6086,4234,7662,5042,3075,
投资收益(万元),-125,-111,-68,-438,-414,-275,-0,-205,-206,18,8,-150,-126,-104,-3,-50,31,26,12,-50,-2,-3,-4,-26,-25,5,5,-29,-66,-56,-29,-371,-7,25,54,-175,8,20,71,117,191,
营业外收支净额(万元),1002,869,430,392,205,121,62,465,602,520,-1,2127,1304,173,83,601,370,269,60,50,26,-119,-53,27,172,143,72,-7,--,--,--,--,45,42,--,-114,0,0,0,0,0,
利润总额(万元),54039,39470,19208,6527,962,808,139,-9807,-2911,-21,261,2460,8162,7918,4917,12689,9947,7145,3813,10033,8752,5443,2111,3430,2243,1571,416,2969,3400,3175,1498,4850,4625,3211,1606,7495,6093,4279,7356,4986,3304,
净利润(万元),45062,33190,16084,5352,780,723,336,-8211,-2363,247,316,2278,7094,6889,4199,10506,7763,5641,2958,8563,7442,4677,1770,3030,1949,1388,397,2560,2746,2504,1186,3105,3202,2238,1125,5211,4205,2894,4960,3513,2242,
