报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.23,-0.21,0,0.01,0.02,0,0,0.08,0.08,0.04,0.01,0.04,0.08,0.06,0.02,0.06,0.16,0.11,0.03,0.35,0.24,0.14,0.07,0.24,0.16,0.06,0.01,0.03,0.12,0.1,0.07,0.58,0.48,0.21,0.09,--,0.41,--,0.08,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.21,3.18,3.14,3.19,3.31,3.37,3.39,3.38,3.34,3.18,3.19,3.06,2.86,2.79,2.73,2.66,2.76,2.77,5.67,5.73,5.65,5.3,5.21,2.52,--,2.18,--,2.24,1.78,1.5,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.19,0.07,0.06,0.49,-0.16,0.15,0.2,-0.41,-0.14,0.01,0.05,0.17,0.12,0.16,0.26,0.01,-0.11,-0.24,-0.47,-1.1,-0.33,0.02,0.03,0,--,0.11,--,0.44,0.5,-0.13,
主营业务收入(万元),76389,51283,24837,132868,92033,56229,27278,127074,92750,60002,28594,123978,95634,64554,26180,150272,114698,76280,27002,103973,73888,45657,19714,63352,43103,24057,7696,66944,58032,39816,17478,70219,49874,30358,14010,63044,46222,30008,13859,40037,29142,18174,
主营业务利润(万元),11181,6868,3725,16476,12232,7706,3358,16584,12338,7329,3244,13368,10373,6665,1952,14020,12345,8497,3456,15629,11162,6980,3261,9270,6301,3225,997,6030,7575,5193,2538,8668,6168,3745,--,9217,7003,4325,1775,6695,4770,3877,
营业利润(万元),-4479,-5207,199,614,809,317,-235,269,769,-397,-157,-776,624,451,62,-12,2464,1578,405,6362,4415,2732,1628,4117,2495,814,337,-2935,2388,1769,877,6870,5810,2416,945,5251,4140,2423,795,3440,2177,1917,
投资收益(万元),-163,82,-19,85,111,99,-45,-206,-145,-183,-42,1118,781,910,1531,2321,2017,-23,120,1698,936,659,637,1523,1456,684,104,-186,-47,44,--,3371,3277,974,133,208,155,51,-48,180,110,87,
营业外收支净额(万元),-119,226,130,605,475,256,219,1588,1470,1392,289,1261,1101,626,235,703,229,140,139,1660,1065,166,74,637,361,63,40,3474,-38,-77,--,126,--,46,--,-36,17,0,-23,0,0,0,
利润总额(万元),-4598,-4980,329,1218,1284,573,-16,1857,2239,994,133,485,1726,1077,297,691,2693,1718,544,8022,5481,2898,1702,4753,2856,877,377,538,2350,1691,926,6997,5954,2462,935,5586,4156,2492,772,3629,2266,2009,
净利润(万元),-4721,-4290,22,232,336,86,-94,1729,1560,779,185,843,1628,1071,318,1124,3017,2099,565,6893,4754,2729,1438,4722,2984,1235,149,639,2351,1899,696,5407,4412,1820,701,4236,2958,1777,555,3249,2045,1767,
净利润(扣除非经常性损益后)(万元),-3664,-4427,-10,-606,-344,-431,-465,423,363,-15,119,-1990,--,-712,--,-1597,--,1642,--,4114,--,1992,--,2614,--,485,0,-2296,0,1921,0,2969,0,1068,--,4053,--,1703,--,3078,1824,1618,
经营活动产生的现金流量净额(万元),9452,7368,1533,24688,13001,6249,3262,13282,2278,1784,2826,-5465,-3743,1403,1153,9463,-3199,2871,3901,-8059,-2712,193,1046,3254,2237,3110,5042,248,-2096,-4722,-4545,-10658,-3192,217,283,8393,1981,794,-2560,3198,3621,-941,
现金及现金等价物净增加额(万元),-710,-203,-2802,-1908,518,-2431,-1101,3093,2931,2801,10004,-8559,-6568,-249,-1741,7461,3258,3173,3444,-3566,3905,4328,8823,-3793,-1124,571,1999,-12285,-8420,-10496,-7702,16751,22941,23645,25332,4571,1581,1234,-1303,2179,2636,-485,
总资产(万元),150052,148377,147414,156839,159110,157534,157922,161568,166154,167835,165100,158419,163805,168546,164919,166481,169724,161740,142558,142251,141065,131830,128968,108768,100948,99584,93256,95283,100073,99046,95265,96989,98634,93429,90983,55855,--,50176,--,44819,35659,31211,
流动资产(万元),73676,71863,70585,80603,85998,85406,86552,90673,98179,99293,97409,91454,98316,103472,99591,100601,108287,97050,76716,78028,83780,77379,75208,58363,59628,55856,49699,51942,65015,65112,65121,67898,71824,68791,65513,39064,--,35152,--,30361,21573,17615,
总负债(万元),78866,76877,71476,81097,83433,82292,82564,86143,91014,93705,91156,93279,97574,102822,101134,101592,102185,93031,73355,73235,72619,66572,63423,45823,41829,41861,36723,39985,46056,44922,40132,41344,43726,42005,40356,37657,--,34436,--,28694,22809,20426,
流动负债(万元),74727,72595,67358,76841,79040,77762,77897,79170,84672,87201,83251,85568,89451,94662,89298,88025,88151,78359,58519,58300,58632,53295,50361,42970,38247,38201,33064,36623,40817,39400,33904,35103,36741,35341,32835,32522,--,29511,--,24969,20434,18996,
股东权益不含少数股东权益(万元),66281,66712,71024,71002,71107,70856,71192,71286,71118,70336,70258,61465,62250,61694,60941,61900,64205,65386,65869,65725,64905,61800,62017,59384,55539,54160,53010,51753,53536,53886,55071,55645,54908,51424,50627,18199,--,15740,--,16126,12850,10785,
净资产收益率加权(%),-6.88,-6.23,0.03,0.33,0.47,0.12,-0.13,2.5,2.26,1.15,0.29,1.35,2.6,1.72,0.51,1.71,4.58,3.14,0.86,10.97,7.74,4.5,2.39,8.73,--,2.36,0,1.14,0,3.36,0,11.27,0,3.75,--,0,--,10.44,--,22.45,17.32,19.02,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
