报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.66,0.42,0.15,0.7,0.57,0.37,0.13,0.62,0.54,0.33,0.15,0.6,0.53,0.35,0.17,0.66,0.59,0.36,0.16,0.78,0.61,0.36,0.16,1.2,0.93,0.63,0.48,2.25,1.74,1.1,0.51,1.35,--,3.21,3.02,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.68,3.5,3.45,3.28,3.22,3.69,3.98,3.82,3.66,3.41,5.43,5.27,5,4.69,9.01,8.53,7.96,7.84,2.86,2.31,--,18.36,5.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.25,0.1,0.12,0.54,0.63,0.34,0.08,0.72,0.68,0.49,-0.09,1.54,0.97,0.69,0.1,3.57,1.87,0.34,--,2.12,--,2.36,0.57,
主营业务收入(万元),501579,316663,141695,594351,417460,263429,116287,532812,376258,248736,116556,494184,367766,247907,125636,519933,400663,259616,122463,534651,399872,240759,84630,463642,336444,218112,96333,432344,273450,161405,70175,194281,32814,93381,75038,
主营业务利润(万元),157141,99187,41899,190854,136114,86463,36909,179855,127778,81658,37154,170125,126073,83819,40904,180130,138361,90396,41735,193459,147636,89014,28489,178615,132150,86732,36795,164659,104145,58955,24358,70623,11722,14974,12931,
营业利润(万元),60065,40398,15631,71235,62606,38739,15030,69066,57868,36100,16358,63612,55772,37217,17409,70031,62330,39157,16871,81385,66283,38318,10022,73272,62655,40917,17157,73447,54564,31998,13504,40560,7372,4306,4351,
投资收益(万元),2703,2275,635,3082,2211,449,219,2847,2127,1206,-46,45,28,55,1,376,485,184,2,65,4,--,--,23,23,23,15,26,--,--,0,0,0,--,--,
营业外收支净额(万元),4136,-237,-75,4410,3024,3291,361,519,804,744,221,1635,752,252,164,1383,135,95,29,1579,-163,105,309,5270,2609,2123,74,-89,--,-25,-34,--,180,28,-39,
利润总额(万元),64200,40161,15557,75645,65630,42029,15391,69585,58672,36844,16579,65247,56524,37470,17573,71415,62464,39252,16900,82965,66120,38423,10331,78542,65264,43040,17231,73358,54238,31972,13470,41508,7552,4334,4312,
净利润(万元),50494,31920,11896,53166,43695,27827,10257,46971,40774,25369,11354,45524,40234,26332,12604,50132,45036,27523,12225,59091,46592,27304,8289,60975,47222,31716,12796,53805,39989,23141,10195,26910,6084,4334,3813,
净利润(扣除非经常性损益后)(万元),44698,29990,11254,47018,39676,24624,9876,43618,39253,24430,11091,43809,--,25934,--,48648,--,27163,--,57720,--,27105,--,57043,0,30323,0,53695,0,23149,--,26096,--,4306,3852,
经营活动产生的现金流量净额(万元),81500,60847,6497,59541,51872,49970,4417,24543,25382,18327,12340,30241,18908,7803,9078,41217,48139,25567,6285,54952,51611,37060,-4791,78330,49289,35015,2687,95329,49822,9105,-5542,42459,-355,3192,774,
现金及现金等价物净增加额(万元),-57600,-52040,-54750,17167,-51042,-64561,-6396,-42738,-63091,-46415,-1996,-3948,-16518,-24265,2915,-75806,-25837,-26530,-6776,-28202,-22080,-24889,-18148,19197,704,-9650,-7397,192651,159291,137679,-6067,26363,-1478,2808,780,
总资产(万元),519434,466141,453678,496576,473940,462497,437269,453293,418717,409545,409727,426096,392894,374594,374101,386707,409216,392859,421480,433294,429525,400567,367823,400540,356802,356903,344049,367614,312107,278270,112634,114700,114700,63715,22234,
流动资产(万元),382871,328678,313983,353140,332366,319096,304062,321454,283662,289022,299452,316017,283360,265204,276170,288073,299998,288848,305372,329861,346495,328822,294407,327044,293510,299511,291639,320828,281373,255476,92094,95918,--,50998,21651,
总负债(万元),198432,165392,119496,174921,159826,169655,154399,144588,119159,127978,100985,130610,104240,101442,101289,127702,156317,105439,105313,130346,141406,134589,76830,118028,89912,109027,87761,125910,89519,61085,55533,68551,--,38928,14849,
流动负债(万元),196030,161947,115965,171478,157893,167800,152521,142780,119026,127851,100867,130517,104127,101371,101192,127603,156317,105439,105313,130346,141406,134589,76830,118028,89912,109027,87755,125906,89519,61085,55533,68551,--,38928,14849,
股东权益不含少数股东权益(万元),314610,295905,321796,309738,303117,284184,266621,294404,288208,272803,296835,285481,280192,266289,262453,249850,244722,280474,303224,290999,278500,259212,275708,267419,253666,238160,240601,227805,212407,209455,51004,41126,46149,21119,7385,
净资产收益率加权(%),16.3,9.79,3.77,17.79,14.6,9.22,3.42,16.38,14.11,8.69,3.75,17.06,15.21,10.14,4.92,18.07,15.4,9.42,4.11,21.62,16.95,9.92,3.05,24.98,0,13.21,0,37.53,0,30.05,--,68.22,--,45.37,70.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
