报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.66,0.47,0.22,1.12,0.97,0.65,0.35,1.34,1.08,0.71,0.34,1.09,0.76,0.45,0.2,0.86,0.71,0.46,0.29,0.92,0.58,0.36,0.15,0.64,0.52,0.3,0.12,0.91,0.73,0.53,0.23,0.89,0.66,0.51,0.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.18,3.84,3.52,3.21,3.57,3.36,3.22,2.99,3.98,3.7,3.35,3.11,3.21,3.04,2.91,2.7,2.51,2.9,2.69,2.49,2.19,2.36,2.1,2.53,2.39,2.09,1.88,1.66,2.31,2.1,1.93,1.75,2.22,1.98,1.84,1.69,2.76,2.51,2.39,2.27,2.06,1.91,2.03,1.94,2.87,2.72,2.87,2.77,5.01,1.94,0.33,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.36,--,1.28,0.88,0.44,0.93,0.48,0.44,0.15,0.25,0.13,0.13,0.13,0.87,0.58,0.62,0.3,1.2,0.54,0.29,0.02,0.77,0.7,0.48,0.08,0.78,0,0,0,0.97,0,0,0,0.31,0,0,0,0.97,0,0,0,0.32,0,0,--,0.35,--,0.14,0.7,-0.15,0.26,--,--,
主营业务收入(万元),1478832,1004226,453550,2208837,1776020,1166482,513645,2023797,1537422,997590,477634,1594213,1142036,716017,328114,1366231,1050901,687845,318367,942978,670573,438033,204923,649292,465446,274996,121179,770439,617254,416774,196509,780358,586538,352859,172788,490757,354762,210179,105492,330954,255126,161947,79509,210423,169570,105406,50065,134371,101073,72884,36541,88174,73151,43955,21910,57129,47788,29016,34485,16089,21041,18070,14000,
主营业务利润(万元),462719,328032,136543,671101,527699,349905,156534,653004,523115,347545,162716,547205,381405,231975,105922,411307,339763,221931,104683,236099,166584,112664,48794,185865,137834,76868,28366,236164,208810,155417,72245,308523,223498,129121,--,173328,126663,68826,36094,121391,96440,64110,32022,83834,71005,47379,20714,47221,38119,27172,12813,30043,23955,14953,7427,20409,18369,11221,11107,6441,4930,3757,2871,
营业利润(万元),237647,189836,82822,414531,340325,225226,110625,426091,345089,232298,111373,361394,243982,144343,66270,273052,232210,150116,70589,167266,107164,69712,30670,113909,83654,44518,11280,165329,154168,121733,56170,236081,171766,97195,46851,127888,93295,50301,26821,90505,71857,49336,23390,55435,49358,34505,14459,30186,27073,20268,8579,19103,15936,11142,5306,12067,0,7644,6345,4017,3366,2442,1755,
投资收益(万元),6725,531,-119,-126,-33,130,202,-1652,-393,-374,-28,437,433,424,299,995,906,-594,291,20341,1475,1297,568,2303,1268,956,344,491,-93,-788,652,14826,6206,790,277,1432,1402,1401,604,323,197,-89,-16,289,-26,-25,5,95,10,60,57,-30,23,33,24,32,131,50,0,0,0,0,0,
营业外收支净额(万元),19444,-2614,634,2321,17329,10447,8103,16478,16103,5037,3724,-4802,5903,5153,624,8443,4154,2417,500,26500,18713,10262,2185,31091,33834,21580,12883,37237,--,9654,--,12140,--,0,--,-13,0,0,0,-4304,0,0,0,-4351,0,0,0,-71,-77,0,19,-78,-73,34,0,-660,-176,0,-572,0,0,0,0,
利润总额(万元),257091,187222,83456,416853,357654,235673,118728,442568,361192,237335,115097,356592,249884,149496,66894,281495,236363,152534,71089,193767,125877,79974,32855,145000,117488,66098,24163,202566,179410,131387,57738,248221,177939,103296,52610,130926,95039,52050,27771,86524,72028,49248,23374,51374,47056,32167,14520,30210,27006,20266,8655,18995,15885,11209,5327,11439,0,7519,6026,4014,3673,2442,1755,
净利润(万元),143575,101870,47087,241937,209786,140456,75261,289141,233678,153790,74179,234888,164854,98380,44183,185390,153853,99826,48005,153021,96868,60571,25069,106638,86406,50245,19134,150974,120974,88074,37628,148134,109864,60617,32016,82596,57896,31858,17806,61763,48024,32830,15664,40350,31486,21528,9729,23228,18664,13828,5799,15433,12437,9304,3569,10073,8664,6277,4980,2690,2628,2070,1375,
