报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-0.07,-0.13,-0.07,-0.58,-0.4,-0.3,-0.1,-0.39,0,-0.04,-0.02,0.03,0.04,0.01,-0.06,0.03,0.03,0.01,-0.04,0.17,0.07,0.01,0,0.17,0.05,0,-0.04,0.25,-0.05,-0.04,-0.03,0.6,0.18,0.41,0.44,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.21,2.18,2.08,2.15,2.2,2.16,2.13,2.16,2.05,2,1.99,1.97,1.85,1.8,3.56,3.6,3.3,3.31,3.52,3.55,1.46,1.33,2.05,1.59,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.79,0.63,0.01,0.63,-0.5,-0.69,-0.3,-1.43,-1.8,-1.7,-1.77,-0.03,-0.42,-0.53,-0.67,-0.57,-1.37,-1.2,-0.9,-0.84,-0.82,0.68,1.31,0.27,
主营业务收入(万元),11823,4618,2483,47567,43102,34956,11232,80935,53872,35084,13986,185165,145973,91487,14730,163667,126698,41769,9001,118276,73103,33768,6362,60716,29626,14088,2644,34933,17951,7594,1793,27538,11764,21985,14276,10706,
主营业务利润(万元),4512,1932,913,2363,1594,420,397,8570,7625,4567,1394,9699,7147,4290,650,11812,7844,4720,990,9247,5377,3006,1057,6827,3504,1667,429,4514,1426,849,391,4930,2312,4008,2388,1498,
营业利润(万元),-1486,-2691,-1087,-10207,-7224,-5789,-1599,-5681,-29,-549,-442,1005,749,274,-1102,852,284,71,-708,2567,732,-55,-124,2421,851,44,-286,1750,-291,-174,-32,3087,1112,2522,1364,620,
投资收益(万元),--,--,--,543,543,517,--,--,51,--,--,--,-20,-20,--,--,--,--,--,57,-24,-44,-32,-86,-74,-38,-22,--,--,--,--,--,--,1,--,--,
营业外收支净额(万元),768,683,-5,-130,-81,-85,-4,-23,-23,-23,2,50,21,-3,-2,66,15,19,20,119,-2,2,-0,20,-0,1,1,68,--,--,--,--,--,0,2,-0,
利润总额(万元),-718,-2007,-1092,-10338,-7305,-5875,-1603,-5704,-53,-571,-440,1056,770,271,-1105,918,299,90,-688,2686,731,-54,-124,2441,851,44,-285,1818,-292,-174,-32,3451,1111,2533,1366,619,
净利润(万元),-1075,-1879,-962,-8246,-5713,-4297,-1350,-5398,62,-497,-304,415,449,101,-776,425,411,122,-424,2100,807,118,13,2080,618,16,-269,1489,-292,-228,-163,2824,813,1863,880,501,
净利润(扣除非经常性损益后)(万元),-1498,-2094,-958,-9198,-6040,-4618,-1349,-5422,22,-538,-304,390,--,103,--,368,--,106,--,1892,--,112,--,2065,0,15,0,1434,0,-228,--,2393,814,1857,880,501,
经营活动产生的现金流量净额(万元),-3272,-4573,606,606,-6812,-7679,-724,-9450,6642,-1647,-4107,5375,9636,7614,182,7615,-6088,-8400,-3685,-17412,-21850,-20661,-21504,-399,-5039,-6480,-4063,-3479,-8315,-7298,-5435,-5114,-3743,3076,2628,547,
现金及现金等价物净增加额(万元),-3384,-4591,-3272,-624,-2504,3720,1359,-4074,-3547,-5906,-4801,-4338,-1362,-3314,-13215,4616,1431,5737,-3398,-304,-4903,-7844,-6404,-2352,-247,-5942,-4237,-4913,-9903,-9517,-5787,13225,-2391,2675,2517,-475,
总资产(万元),84728,83461,87049,89978,101408,121824,121874,114899,127796,134810,122968,129012,142904,149973,127598,132497,142040,158743,116972,102825,120096,118929,101262,91173,67506,55988,39894,40589,40109,36429,34193,42086,19460,15277,11562,7999,
流动资产(万元),26193,24488,28345,31299,42350,63021,71916,64851,78649,86145,73832,79563,94158,100555,88632,93405,102890,119386,77160,62866,86298,87170,69742,60163,60491,49757,34224,34970,35041,31777,29878,37744,15007,10781,8311,4716,
总负债(万元),10402,10118,56548,58633,67823,87168,85988,77657,85052,92529,80402,94459,108453,115993,95034,98952,107984,125145,83803,69169,88144,87683,70087,59005,42713,31821,16019,17011,17849,14058,10577,18356,10636,7157,6084,4068,
流动负债(万元),7934,7644,47112,49194,57098,76584,73878,65446,83309,90784,79707,93764,107766,115305,94348,98266,107851,125012,83669,69036,88144,87683,70087,59005,42713,31821,16019,17011,17849,14058,10577,18356,10575,7097,6034,4018,
股东权益不含少数股东权益(万元),71107,70309,27192,28158,30692,32119,35071,36423,41978,41444,41626,26791,26800,26411,25254,26128,26668,26160,25918,26234,24918,24225,24119,23940,22478,21876,21592,21860,20026,20090,21368,21532,6651,6038,4103,3174,
净资产收益率加权(%),-2.28,-5.44,-3.48,-25.53,-17.02,-12.54,-3.78,-15,0.15,-1.27,-0.64,1.58,1.7,0.39,-3.02,1.63,1.54,0.47,-1.63,8.4,3.3,0.49,0.05,9.08,0,0.07,0,6.94,0,-1.09,--,33.8,12.93,37,24.34,17.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
