报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.28,0.08,0.03,0.22,0.35,0.23,0.11,0.47,0.42,0.26,0.11,0.55,0.44,0.31,0.12,0.79,0.56,0.64,0.4,0.26,
每股净资产(元),5.4,2.54,2.47,2.42,2.52,6.12,5.8,5.68,5.63,5.48,5.52,5.42,5.31,5.67,2.95,2.83,2.6,2.04,1.47,1.48,
每股经营活动产生的现金流量净额(元),0.17,0.08,0.05,0.23,0.06,0.06,0.03,0.54,0.32,0.3,0.06,0.16,0.04,0.03,-0.27,0.65,0.27,0.77,0.49,0.32,
主营业务收入(万元),33091,10807,5233,22050,14604,8805,3898,15822,11295,7215,3226,12673,9242,5911,2187,13072,9717,10685,7842,6718,
主营业务利润(万元),7609,2715,1087,6104,4014,2468,1111,4689,3561,2336,1028,4380,3230,2114,718,4869,3652,4282,2955,2267,
营业利润(万元),4190,1284,438,3259,2085,1395,691,2456,2100,1443,674,3046,2348,1545,575,3339,2562,2942,1755,1052,
投资收益(万元),93,93,55,34,15,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),583,38,21,92,43,10,14,429,461,131,1,1,52,0,--,264,92,48,41,78,
利润总额(万元),4773,1323,458,3351,2128,1405,705,2885,2561,1574,675,3047,2400,1545,575,3603,2654,2990,1796,1130,
净利润(万元),4083,1121,375,2948,1873,1229,604,2495,2228,1385,573,2633,2043,1317,489,3142,2253,2564,1592,1030,
净利润(扣除非经常性损益后)(万元),--,1002,--,2826,--,1202,--,2128,--,1258,--,2632,--,1316,489,2917,2175,2524,1266,730,
经营活动产生的现金流量净额(万元),3586,1040,733,3154,871,320,142,2886,1704,1589,297,860,187,174,-1094,2582,1081,3096,1948,1264,
现金及现金等价物净增加额(万元),8947,3687,386,-1016,-897,526,-294,-9391,-8184,-4824,-1865,12972,14938,17688,-1156,1874,578,1792,118,-2105,
总资产(万元),200207,49299,48371,47424,42950,41515,37984,37058,35182,34393,32811,31942,31787,33533,14040,14383,13104,10906,7586,7231,
流动资产(万元),113276,29423,28339,27102,29033,25574,23866,23166,27399,29397,29259,28936,28735,30157,10805,11264,9967,7983,5286,4741,
总负债(万元),83415,13583,13677,13404,7546,7095,6604,6611,4957,5006,3349,3053,3487,3292,2245,3078,2688,2743,1687,1325,
流动负债(万元),74119,12090,12161,12167,6290,5956,5451,5445,3838,4356,3299,3003,3487,3292,2245,3078,2688,2743,1687,1325,
股东权益不含少数股东权益(万元),116358,35286,34258,33605,34991,33972,30921,30317,30050,29207,29462,28889,28300,30240,11794,11305,10416,8163,5899,5906,
净资产收益率加权(%),9.27,3.29,1.11,8.97,5.81,3.81,1.97,8.45,7.54,4.98,1.96,11.78,10.13,8.84,4.24,32.28,24.25,36.47,26.45,17.13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
