报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.03,0.07,0.04,0.06,0.06,0.01,0.04,0.22,0.21,0.18,0.08,0.44,0.28,0.24,1,0.47,0.95,0.76,0.14,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.51,5.43,5.33,5.23,2.74,2.3,2.23,1.63,1.12,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.31,--,-0.23,-0.1,-0.59,-0.73,0.14,-0.74,1.55,
主营业务收入(万元),276229,190823,96876,431395,340793,231096,110049,487704,373568,240457,117908,529518,422310,279321,540343,252472,367333,176787,243112,
主营业务利润(万元),17279,12385,6586,20539,16601,9877,6123,26321,21324,15450,8843,43587,34272,24728,53858,25822,53838,36445,14627,
营业利润(万元),4151,5761,3054,4073,3426,773,1799,13028,12317,9554,4743,18233,13242,10819,36171,16516,32378,23628,5047,
投资收益(万元),2195,1887,173,3940,697,114,-29,535,185,147,25,273,135,18,580,94,-217,244,3118,
营业外收支净额(万元),92,101,54,293,250,211,162,-281,-291,69,-3,796,743,676,304,367,504,640,-178,
利润总额(万元),4243,5862,3108,4366,3676,984,1961,12748,12026,9623,4740,19029,13986,11495,36475,16883,32882,24268,4869,
净利润(万元),1772,3943,2007,3009,2751,564,1622,8996,8581,7190,3397,16427,11503,9268,30541,14464,27636,20966,3901,
净利润(扣除非经常性损益后)(万元),-39,2094,1229,-3304,1913,226,1442,8784,8626,7002,--,15496,--,8682,29634,13991,27430,20443,967,
经营活动产生的现金流量净额(万元),19448,29073,22038,20958,28825,32067,20897,-8541,-14841,-12257,-12856,13536,-9635,-3981,-17923,-22289,4333,-16297,33069,
现金及现金等价物净增加额(万元),10644,36850,20627,5837,-711,13399,18906,-63418,7464,-3877,-3369,68579,95064,114240,-6424,-20850,34160,59,4918,
总资产(万元),367988,377016,380723,381091,355565,365314,368597,370433,377639,375944,378328,369857,379418,405073,277466,255413,227252,164358,93202,
流动资产(万元),285999,292091,300425,305437,284676,294120,297587,298377,305402,302888,304337,294856,323972,348307,220565,198573,172683,125007,59307,
总负债(万元),159096,157749,159915,161413,131998,140704,146193,147575,154769,152772,152392,147188,161023,190184,193405,184685,158710,128160,68914,
流动负债(万元),146985,146323,153648,159192,129835,138446,143688,144891,151986,149690,149202,143716,160495,189497,192522,183498,157367,126344,66682,
股东权益不含少数股东权益(万元),208892,219267,220806,219674,223560,224610,222404,222858,222870,223172,225935,222668,218395,214425,83618,70297,68122,35796,23910,
净资产收益率加权(%),0.8,1.78,0.91,1.35,1.23,0.25,0.73,4.04,3.78,3.18,1.51,9.39,12.81,10.45,36.44,19.09,55.25,68.56,5.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
