报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.31,0.2,0.06,0.36,0.23,0.14,0.05,0.27,0.19,0.11,0.04,0.03,0.01,0.08,0.03,0.31,0.21,0.14,0.04,0.18,0.12,0.08,0.02,0.09,0.06,0.05,0.01,0.12,0.1,0.08,0.05,0.38,0.13,0.08,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4,--,3.95,3.95,3.95,3.92,3.82,3.76,3.71,3.67,2.81,2.77,2.74,2.72,2.69,2.68,2.65,2.64,2.62,2.6,4.61,4.56,3.89,3.85,3.86,3.79,3.76,3.72,3.73,3.69,3.65,3.6,3.62,3.57,6.38,6.27,6.31,6.26,6.19,6.05,5.95,5.9,5.96,5.87,6.89,6.77,6.9,6.39,0.56,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.17,--,0.3,-0.07,-0.29,0.63,0.3,0.08,0.12,0.24,0.21,0.12,-0.01,0.52,0.06,0.02,0.04,0.1,-0.03,-0.02,-0.14,1.7,0.42,0.24,-0.07,0.13,0,--,0,0.53,0,0,0,-0.12,0,0,0,0.34,0,0,0,-0.06,0,0.13,--,0.42,0.31,-0.02,0.06,--,--,
主营业务收入(万元),202940,128875,63420,271377,195093,127111,56602,267516,190684,125261,57229,263106,183360,125097,47730,256067,176227,118168,46290,241519,164415,105185,40907,186948,123284,84492,34526,195712,135878,88151,39574,201450,77155,57135,26970,104621,70285,44471,18721,82724,61885,38561,17470,70642,49304,31595,14507,57587,40986,25562,11895,46144,33939,19925,8186,27127,11189,23606,17680,14822,5277,
主营业务利润(万元),119080,75998,36533,157101,100358,65618,28738,137910,93449,59632,26621,122201,81946,53616,23640,122234,76703,49730,19896,97598,63804,40620,16171,73667,48161,32051,12299,64823,45146,29859,13245,63899,30699,20335,--,33674,22266,13863,6138,24037,17666,10971,5086,18493,13317,8371,3664,15451,10503,6202,2361,10648,7297,4817,2142,8605,4183,7767,5823,5948,2221,
营业利润(万元),25208,15479,4430,29622,17664,11118,3437,21641,13874,8195,2776,3550,1924,6190,1871,20914,14345,9886,2499,13105,10745,7534,1512,9131,5956,4938,712,8270,7585,6298,2079,14025,4516,2518,1579,5410,3609,2280,1230,4108,2588,1370,977,1913,1778,834,420,3127,2144,1013,493,3772,3164,2304,1021,4279,2300,3814,3004,2886,1064,
投资收益(万元),1,1,1,-48,60,37,49,994,565,246,69,522,247,375,154,620,290,216,140,16,--,0,--,-33,--,0,0,1865,--,--,--,21,--,0,0,22,13,9,4,17,15,9,4,17,13,9,4,17,670,665,4,17,13,9,3,284,276,17,17,17,0,
营业外收支净额(万元),499,439,398,1207,408,404,11,964,865,630,-15,1475,257,241,248,1655,1195,1053,730,753,540,324,61,1283,334,290,185,1524,--,--,--,--,--,--,--,-124,0,--,0,-55,0,0,0,679,0,0,0,634,519,0,0,559,467,301,0,609,0,563,93,--,--,
利润总额(万元),25706,15919,4827,30829,18072,11523,3448,22605,14739,8825,2761,5026,2181,6430,2118,22569,15540,10938,3229,13858,11285,7858,1572,10413,6291,5228,897,9794,7905,6371,2155,14686,4848,2771,1601,5669,4078,2696,1234,4743,3010,1552,1132,3157,2669,1399,703,4294,3618,2246,713,5022,3963,2626,1024,5231,2579,4429,3563,2922,1346,
净利润(万元),20303,12851,4158,23357,14899,9374,2937,17201,12043,7086,2370,2071,815,4898,1912,19638,13276,9081,2591,9158,6073,3984,931,4524,3070,2527,532,6264,4914,4252,1452,10668,2598,1674,864,3207,2555,1637,831,3253,2515,1514,909,2935,2504,1202,590,3945,3196,1648,487,3998,3539,2507,1083,4397,2022,3716,2896,2408,1346,
