报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.39,0.27,0.06,0.47,0.31,0.17,0.06,0.57,0.43,0.3,0.1,0.68,0.53,0.3,0.11,0.88,-0.05,-0.03,-0.02,0.02,-0.03,-0.02,-0.01,-0.03,-0.02,-0.01,-0,-0.02,0.03,0.03,0.02,0.04,0.02,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.21,0.97,1.26,1.15,0.49,0.51,0.52,0.54,0.49,0.5,0.51,0.52,0.53,0.54,0.54,0.54,0.58,0.58,0.57,0.54,0.63,0.62,0.62,0.64,0.53,0.52,0.64,0.64,0.85,0.81,0.85,0.85,1.04,1.05,1.05,1.05,1.03,1.03,1.05,1.04,0.15,0.17,0.19,0.22,1.16,1.15,1.18,1.15,1.2,1.19,2.08,2.06,1.95,3.48,1.98,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.96,0.6,0.25,1.11,-0.05,-0.03,-0.02,0.02,0.11,-0.01,0.04,0.08,0.07,0.08,0,-0.03,-0.04,-0.03,-0.08,0.01,0.01,0.01,-0.01,-0.04,0,0,0,0.05,0,0,--,0.12,0,0,0,0.12,0,0,0,0.09,0,0.05,0,-0,-0.02,0.01,0.01,0.01,--,-0.03,0.01,--,--,--,--,--,--,--,--,
主营业务收入(万元),61416,41971,9266,74122,49101,28254,8612,84300,61040,42058,14064,92285,73119,40397,14592,94183,541,343,157,1836,1645,1459,1224,999,677,495,271,1581,1593,1203,629,2636,1531,1086,481,6908,4746,3390,1657,5403,3675,2726,1597,1763,777,761,468,3035,1044,600,526,2508,223,139,25,1568,308,3586,1290,3344,1797,2100,1764,10125,5026,10183,4016,2083,8101,8068,7942,
主营业务利润(万元),47788,32590,7537,57260,37996,21576,7386,67043,48659,34498,11550,78180,61273,34055,12869,79990,70,52,6,422,385,338,232,524,370,297,196,1048,1240,977,525,1885,909,680,292,472,357,276,72,192,99,38,35,270,549,546,278,1484,412,230,208,1393,102,75,9,379,151,724,648,1590,899,908,761,2909,1496,1826,874,461,1798,947,649,
营业利润(万元),43019,28838,6740,50796,33506,18458,6117,60554,44761,31877,10468,71472,56783,31679,11832,73837,-680,-458,-264,-330,-181,-177,-105,-329,-196,-91,-1,-189,590,589,391,988,414,337,122,-47,226,182,49,-654,-27,-438,-40,-2221,-90,94,50,40,-177,-185,125,170,-676,-467,-238,-5740,-454,-246,245,-451,-32,-10424,-31,2963,0,2828,0,0,1842,0,0,
投资收益(万元),145,20,--,200,200,--,--,--,--,--,--,--,--,--,--,--,-30,-20,-10,-40,-30,-20,--,-40,0,0,--,-40,9,9,9,-29,0,0,-10,923,-0,-0,0,-786,0,0,--,-9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,234,119,0,-28,4,0,--,0,0,
营业外收支净额(万元),-85,-10,0,-38,-43,-40,-0,942,941,-75,-2,684,-29,-0,-0,959,2,2,0,822,-47,-39,0,-6,-1,0,0,1,-0,-0,0,-4,5,--,--,-12,0,0,0,-982,0,0,0,-211,0,0,0,-10,0,0,0,1859,-49,-32,0,-3796,0,188,0,-15,0,--,0,0,43,0,12,--,--,0,0,
利润总额(万元),42934,28828,6741,50758,33463,18418,6117,61496,45702,31802,10466,72156,56754,31678,11832,74796,-677,-456,-264,492,-228,-216,-105,-335,-199,-91,-1,-188,588,587,390,984,419,337,123,864,226,183,49,-2422,-29,-438,-40,-2440,-100,83,38,30,-211,-213,116,2029,-725,-499,-242,-9524,-449,-59,332,-466,103,-10305,214,3089,1541,3362,942,523,2087,1315,936,
净利润(万元),19769,13492,3168,23624,15626,8495,2794,28984,21642,15034,4945,34423,26516,14930,5532,35122,-672,-454,-257,323,-357,-234,-113,-365,-211,-107,-10,-341,453,468,308,535,328,241,96,1297,236,180,49,-1658,27,-406,-29,-2142,34,199,81,118,-188,-204,123,1987,-724,-495,-218,-8833,-410,213,347,120,154,-9601,166,2595,1267,2815,801,440,1688,1132,841,
净利润(扣除非经常性损益后)(万元),19822,13499,3168,23598,15653,8520,2794,28515,21068,15081,4946,33662,--,14930,--,34514,--,-455,--,-500,--,-195,--,-359,--,-167,0,-341,0,143,--,74,0,241,--,489,0,179,0,-102,0,-417,--,-808,0,139,0,14,0,-177,0,-106,-675,-463,0,-781,-410,213,348,120,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),21059,17360,-8284,47645,38518,14690,-1134,46892,42667,23685,15202,43750,48633,30489,12385,56126,-660,-438,-277,220,1583,-98,608,1161,935,1096,17,-434,-497,-484,-1058,129,187,103,-178,-505,5,-62,-35,583,-24,-2,6,1314,2104,-1626,-1638,1321,-224,-170,-225,1009,0,518,0,-30,-224,153,83,67,--,-336,113,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-40811,12715,-10654,37408,28918,10050,-1134,-38614,-36999,17740,15000,-5939,2724,-2983,12287,32594,-697,-475,-308,511,1871,-64,620,1151,947,1122,17,3807,3172,-524,-523,691,-123,103,-178,173,5,-82,-35,-4,-24,-2,--,-1618,-1634,-1626,-1638,1318,0,-172,0,289,0,525,0,-87,-30,115,47,-166,--,-147,-204,--,--,--,--,--,--,--,--,
总资产(万元),121261,139277,98648,112502,104244,85061,75399,78105,79186,121357,119131,105072,112405,101708,118356,105076,14598,14786,14987,15384,15346,15805,16001,17146,15687,15768,16116,16110,16737,16496,16345,16467,18809,18786,17228,17497,17352,17152,16102,16074,20277,19607,19299,19763,18960,19140,17921,20032,19609,18749,19259,19844,14330,14261,14760,15112,25801,25917,27638,26615,26828,27616,33770,34063,33103,31287,23811,20285,19088,17349,20088,
流动资产(万元),31070,80521,58201,69205,60722,40805,30476,32724,33226,87425,84583,70105,77376,71120,87122,74055,6460,6600,6748,7129,8493,8889,9020,10120,8584,8629,8935,8885,9445,9167,8973,5133,5662,5565,3938,4130,2416,2157,2176,2108,4439,3683,--,6580,3576,8511,7198,9216,0,7745,--,0,0,--,8976,--,0,0,0,0,18186,18765,24298,24393,24139,22573,16294,12635,11439,10374,15397,
总负债(万元),21369,44955,17506,31431,35732,22984,18152,25398,31689,30367,31641,25772,42392,43139,44892,35462,7656,7626,7631,7771,8412,8728,8827,9869,8250,8222,8474,8477,8652,8396,8405,8835,10117,10192,8775,9580,10022,9866,9149,9170,10980,10720,--,10437,7352,7347,6173,8323,--,7267,--,8239,12625,12330,12573,12682,12909,12821,14132,13461,13023,13914,9636,10057,10290,10082,14196,11062,10607,10540,18830,
流动负债(万元),20046,43609,16161,30086,34366,21618,16786,24032,30426,29104,30379,24509,40230,40977,42730,33300,6608,6578,6582,6722,5243,5559,5658,6700,5082,5053,5305,5309,5484,5228,5236,5667,7336,7412,6005,9560,9817,9661,9129,9150,10960,10700,--,10417,7332,7327,6153,8303,0,7247,--,0,0,--,12553,--,0,0,0,0,12953,13744,8929,8866,9204,8996,0,10562,8927,8606,16434,
股东权益不含少数股东权益(万元),89872,83375,73059,69985,62082,54747,49046,46252,39276,83505,73247,68088,60893,49154,63767,58125,6941,7160,7357,7614,6934,7077,7175,7277,7437,7547,7642,7632,8085,8099,7940,7632,8861,8766,8639,8117,7372,7323,7200,7152,9479,9069,9466,9506,11609,11792,11747,11707,11469,11464,11789,11604,1699,1916,2177,2416,12920,12907,13251,12911,13437,13340,23220,23054,21779,20512,8903,8511,8071,6383,872,
净资产收益率加权(%),24.75,17.58,4.43,40.64,28.9,16.82,5.86,43.91,27.43,19.89,7.01,56.25,43.55,24.26,9.08,79.1,-9.24,-6.24,-3.43,4.34,-5.02,-3.27,-15.79,-4.9,--,-1.42,0,-4.46,0,5.77,--,7.82,0,2.75,--,16.63,0,2.55,0,-19.1,0,-4.36,--,-22.54,0,1.68,0,1.01,0,0,0,23.63,0,-25.82,0,-123.08,-3.17,1.65,0,0.93,--,-52.76,--,--,--,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
