报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.37,0.22,0.09,0.46,0.37,0.26,0.11,0.4,0.34,0.23,0.16,0.77,0.49,0.34,0.14,0.75,0.46,0.34,0.28,0.91,0.13,0.1,0.05,0.2,0.11,0.07,0.05,0.11,0.07,0.07,0.07,0.14,0.13,0.08,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.24,--,3.85,3.69,3.52,3.37,3.04,2.89,4.15,3.82,3.08,3.18,2.82,2.77,2.6,2.57,2.56,2.52,2.48,2.48,3.26,3.19,3.19,3.49,3.83,3.52,3.38,3.35,3.28,3.22,3.14,3.12,3.05,3.01,3,2.94,3.78,3.73,3.65,3.61,1.82,1.75,0,1.47,1.37,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.69,--,-1.11,-1.89,-0.98,-1.28,-0.97,-0.65,-0.8,0.95,0.68,0.74,0.17,1.5,0.21,0.77,0.08,-0.4,-0.1,-0.3,-0.54,0.83,-0.05,-0.28,0.03,0.6,0,0,0,-0.78,0,0,0,0.24,0,0,0,-0.48,0,0,0,0.7,0,0,0,
主营业务收入(万元),677310,450425,206451,840943,616035,398832,182568,681223,537920,365083,149708,649019,452497,280618,133316,531293,380596,262722,113121,383348,151645,96012,48235,204340,135483,93446,47359,184388,135724,92644,41914,164395,98388,72409,33259,156541,117207,68254,33555,130350,93305,65823,22230,97791,68201,47726,20539,80700,49045,33356,11849,47043,23709,37440,30410,
主营业务利润(万元),49505,35763,13617,86628,69374,46437,22369,83989,66595,47882,21793,88847,57270,40895,16102,79194,42834,29115,15542,51776,16494,13017,6915,23355,14866,10472,4277,23658,15388,10211,5078,20614,11959,7310,--,18773,12262,8820,4575,15740,10801,7120,3402,10876,7923,5180,2077,6875,4604,3423,1185,4745,2466,4416,3163,
营业利润(万元),25254,15444,6306,37948,27919,18914,8291,32695,26084,19199,7879,35419,21540,17272,6326,36183,20984,14787,8460,23888,1213,2084,1661,3547,2602,1839,1212,4570,2066,1687,1216,4373,3254,1916,1569,4885,3236,2612,1226,4541,2970,2068,675,4873,4003,2569,974,4011,2554,1811,658,2599,1311,2451,1543,
投资收益(万元),143,186,-38,-11,150,23,-167,880,-299,-314,-208,-305,-150,-175,-126,-75,26,38,60,127,-35,25,-18,-126,31,30,-10,103,14,28,-19,-60,-10,1,13,150,136,25,-83,48,-421,-187,-67,-326,12,-4,1,21,6,2,0,28,0,0,0,
营业外收支净额(万元),166,147,-0,320,-140,58,-37,1252,291,416,25,2169,896,-231,-82,-210,-99,-136,36,4418,4238,1206,2,2066,1046,625,470,-408,--,--,--,404,--,--,--,-11,0,0,0,-119,0,0,0,-55,0,0,0,-862,-95,0,0,-58,0,-69,0,
利润总额(万元),25420,15591,6306,38268,27779,18972,8254,33947,26375,19615,7905,37587,22437,17041,6244,35973,20885,14651,8496,28306,5450,3290,1663,5613,3648,2463,1682,4162,2600,2153,1705,4777,3361,2151,1566,5024,3454,2722,1192,4559,2628,1925,653,4492,3974,2527,930,3171,2464,1790,659,2570,1265,2383,1446,
净利润(万元),19043,11483,4282,23063,18442,12938,5742,20286,17195,11598,5381,25777,16276,11518,4735,25260,15493,11291,6309,20311,2942,2265,1106,4358,2403,1544,1059,2476,1560,1461,1184,2397,1880,1251,1027,3311,2413,1942,871,3083,1998,1605,551,3017,2588,1626,599,2499,1492,986,442,1762,804,1540,827,
净利润(扣除非经常性损益后)(万元),18919,11372,4283,22575,18547,12895,5769,19347,16977,11285,--,23621,--,11691,--,25418,--,11396,--,17001,--,1178,--,2813,--,1078,0,2559,0,1112,0,--,0,1093,--,3205,0,1942,0,3202,0,1610,0,3054,0,1656,0,2378,0,1006,0,1818,850,0,0,
