报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),-0.89,-0.21,-0.16,0.08,-0.09,0.02,0.01,0.04,-0.16,-0.37,-0.09,-1.18,-0.91,-0.68,0,-1.12,-0.59,-0.15,-0.17,0.03,-0.26,-0.42,0,0.13,0.1,0.03,0.01,0.04,0.17,0.18,0.03,0.16,0.5,0.38,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,1.25,--,--,--,1.27,--,1.43,--,1.77,2.02,2.72,2.71,3.32,3.83,3.91,4.09,3.65,3.39,4.06,4.1,4.01,4,3.89,3.73,3.95,4.14,4.36,4.9,3.97,3.85,3.94,3,2.7,2.49,2.29,2.1,2.07,2.02,2.16,2.13,2.1,1.6,1.42,1.24,1.09,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.15,--,--,--,0.07,--,-0.27,--,0.98,0.78,0.26,-1.03,-0.37,0.35,0.25,0.59,-1.54,-0.64,-0.41,-1.73,-0.9,-0.98,-0.34,1.58,1.21,1.41,0.56,0.14,0.25,0.2,0.39,-0.18,0,0,0,-0.09,0,0,0,-0.21,0,-0.15,0.71,0.27,0,
主营业务收入(万元),1002782,673677,316268,1510224,1103124,725978,374786,1616974,1092980,706549,322749,1224609,851452,569442,223009,1172270,917997,602007,293165,1261794,844479,565001,294834,1180900,606840,371134,142222,837630,686585,476304,217797,1374502,1063738,736838,370437,929208,639014,414972,169270,450487,324756,207959,76228,308094,212449,141537,247908,197155,157138,
主营业务利润(万元),9963,26346,15543,68785,49563,35358,24278,39701,41462,29314,26265,16535,19059,25408,30325,30454,38818,22726,14635,69017,37176,21881,16584,69689,47241,32111,19432,48566,61175,45160,8987,74526,66716,50133,--,94154,65292,45584,16677,32999,24220,16657,7533,28335,20868,15322,23777,21099,16716,
营业利润(万元),-51690,-13881,-9695,-7227,-10500,-4849,-2319,-19464,-13065,-22940,-7360,-62967,-49554,-37419,-893,-60786,-34609,-7683,-9490,-1111,-16010,-23839,563,7231,4575,689,102,2449,16747,14097,3132,8406,30025,23701,10282,63938,45109,31142,11678,10727,9452,6313,2498,9248,7639,6760,8550,6638,4257,
投资收益(万元),2753,2956,-357,3503,-1827,3185,-563,15316,3380,3666,--,2761,170,170,0,4898,476,476,--,1203,--,--,--,-2896,170,--,--,11005,810,810,--,7471,871,871,0,0,0,0,0,6,6,6,6,8,0,0,0,0,0,
营业外收支净额(万元),4767,3209,1414,13098,7538,6085,3092,22213,4646,3643,2856,3472,1890,1979,1092,1895,1083,1073,120,3725,1909,1066,22,1321,974,967,544,4523,--,-1344,--,--,--,--,--,-524,0,0,0,9,0,0,0,-52,0,0,-71,0,0,
利润总额(万元),-46923,-10672,-8280,5871,-2962,1236,773,2749,-8419,-19296,-4504,-59495,-47664,-35441,199,-58890,-33526,-6610,-9370,2614,-14101,-22774,585,8552,5550,1656,646,6972,15308,12753,2932,14106,35337,28783,15339,63416,45117,31148,11689,10811,9525,6306,2486,9204,7609,6730,8479,6623,4269,
净利润(万元),-47197,-10939,-8377,3981,-4682,937,676,2321,-8580,-19390,-4565,-61997,-47956,-35610,85,-58929,-31120,-7816,-9084,1751,-13664,-22252,131,7008,5016,1469,480,1923,8898,9399,1584,7949,24573,18355,10228,42629,29987,20840,8229,7369,6279,3924,1640,7242,6214,5518,5643,4395,2849,
