报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.37,-0.32,-0.15,-0.6,-0.46,-0.33,-0.13,0.01,0.02,0.04,0.03,0.2,0.11,0.09,0.06,0.15,0.06,-0.05,-0.06,0.22,0.15,0.1,0.01,0.6,0.59,0.5,0.3,0.88,0.62,0.42,0.25,0.85,0.46,0.37,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.11,4.1,4.07,4,3.91,3.8,3.89,3.95,3.95,3.89,3.8,5.69,5.66,3.37,3.4,3.1,2.85,2.65,3.24,2.99,2.1,2,1.76,1.64,1.57,1.46,1.27,1.1,1.1,1.13,1.25,1.27,0.93,1.01,1.05,1.2,2.09,2.13,2.13,2.12,2.5,2.62,2.71,2.75,2.75,2.76,2.72,2.65,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.84,0.33,0.09,0.27,0.16,0.02,-0.15,0.02,-0.06,-0.04,-0.07,0.62,0.45,0.54,0.17,1.25,0.84,0.75,0.26,1.2,1.8,1.34,0.47,1.92,0,--,0,0.58,0,0,0,0.38,0,0,0,-0.02,0,0,0,0.26,--,0.07,--,0.08,-0.06,0.57,0.22,0.5,--,--,--,
主营业务收入(万元),257682,169350,75384,296871,238439,168605,84983,343723,254807,182496,85233,332266,238944,165911,73511,258855,191268,144153,43625,207826,143314,98307,49720,208365,175808,137454,52159,144945,110141,75403,31926,102304,76266,49341,21027,97396,75929,57053,28852,33304,24606,16870,8335,28843,19675,14301,6866,35622,32812,25907,13342,33429,26610,19743,8801,47262,26529,38674,20298,38268,38825,40001,33412,
主营业务利润(万元),18023,9346,1458,5672,1990,278,382,34854,26588,21397,11098,50191,32689,20231,12091,40425,26868,11950,2219,30766,15975,7399,743,36775,32249,24178,11785,38909,26619,19110,9551,36771,25685,18250,--,36176,28261,21413,10490,1132,1204,635,363,-746,-1719,-1225,-1459,-590,3037,2284,1374,-863,880,950,691,6557,3428,6563,3378,6769,8307,8509,6889,
营业利润(万元),-21953,-19337,-9064,-36259,-27567,-19609,-7959,-5346,-2111,2876,2147,13848,7730,6992,4669,10627,4149,-3808,-3763,15098,10437,6678,382,23961,21974,18380,10888,30365,20808,13057,5838,24205,16653,12629,4690,20729,16983,12359,6167,-4739,-3110,-2166,-384,-6132,-4803,-3301,-2706,-9120,-513,52,54,-8624,-3812,-1926,-643,540,485,4427,1374,2933,3301,3717,1546,
投资收益(万元),8163,34,--,266,211,127,60,926,319,319,319,745,-12,-12,--,28,--,--,--,22,--,--,--,54,--,0,--,269,257,199,--,13,0,0,0,0,0,--,0,1,4,0,0,1,0,0,0,7,1,1,1,1,2,0,--,9,--,--,--,--,32,--,4,
营业外收支净额(万元),64,105,45,204,17,13,9,6245,3321,-2,-2,19,33,-8,-5,55,26,45,7,121,150,-17,8,-64,227,-14,0,-2,--,422,--,--,-14,--,--,-26,0,--,0,9,0,0,0,1682,0,0,0,-5236,0,-1,0,-1220,--,0,--,-30,0,-37,-6,395,17,-31,-103,
利润总额(万元),-21888,-19232,-9019,-36055,-27550,-19595,-7950,899,1210,2874,2145,13867,7764,6984,4664,10683,4175,-3763,-3756,15218,10588,6661,391,23897,22201,18366,10888,30364,21227,13479,6264,24092,16639,12629,4690,20704,16957,12333,6167,-4382,-2750,-2157,-382,797,-4572,-3320,-2726,-14349,-504,61,63,-9844,-3810,-1926,-643,542,487,4390,1365,3411,3396,3852,1604,
净利润(万元),-21954,-19242,-9019,-36147,-27632,-19623,-7929,728,993,2421,1778,12137,6333,5350,3865,9089,3610,-3204,-3872,13234,9035,5718,359,20466,18925,15701,9264,27275,19422,13113,6252,14544,7153,5696,1888,8232,7284,5448,2534,-4382,-2750,-2157,-382,797,-4572,-3320,-2726,-14349,-504,61,63,-9844,-3810,-1926,-643,435,414,3724,1161,2963,2286,2581,1075,
净利润(扣除非经常性损益后)(万元),-30184,-19382,-9064,-37213,-27864,-19767,-7988,-6845,-2098,2149,1508,10602,--,5357,--,8435,--,-3242,--,10730,--,5203,--,20075,--,15713,0,26694,0,--,--,14650,0,5696,--,8244,0,5474,0,-4739,0,-2166,0,-6579,0,-3301,0,-13327,0,62,0,-8633,-3810,-1926,--,296,545,3756,1169,2486,--,--,--,
经营活动产生的现金流量净额(万元),13788,6112,-5039,574,-24233,-26044,-9924,40237,16473,11248,994,34930,50383,19682,5483,15988,9580,869,-9085,1098,-3473,-2262,-4335,24774,17920,16881,5266,38975,26126,23301,6495,29960,27898,20743,7226,29773,25312,22464,10252,9015,-3695,-6305,-1344,5830,872,1711,2389,-269,2068,2349,3440,4043,--,1149,--,1166,-1003,8894,3380,7786,--,--,--,
现金及现金等价物净增加额(万元),6230,8661,-10802,5558,7674,-133,-6398,-7150,-4312,5617,-23862,-13749,15486,-19915,-9883,-28192,6985,16775,-6177,-39963,-34047,-19034,-16094,17777,51878,-51786,-15535,27260,9585,13366,5533,23047,23920,18879,6479,14304,13894,11986,770,16553,-4831,-5037,1446,1203,666,2238,639,-6794,-19,2743,3355,-1257,--,-668,--,5075,75,2768,-157,7292,--,--,--,
总资产(万元),672859,688226,689388,683093,711407,690247,673943,654974,619319,559256,511615,518329,476359,428633,472615,432523,438598,432744,409534,410695,371289,376853,370252,372836,394797,278588,265122,249070,170461,172990,133217,120691,122633,125770,116301,105172,102540,102669,97153,97889,63696,68689,69893,70094,69635,74132,72795,71152,89318,98297,100926,90567,93133,100524,104244,99687,89488,83211,75643,65157,32731,26855,14186,
流动资产(万元),145917,156354,148574,133778,203331,186027,181291,176315,142365,126901,157902,193337,152226,103959,162604,126039,107917,117599,96026,111642,101459,111659,113511,131946,186941,151441,168271,179026,97685,105640,90346,75517,75571,79383,67764,54065,49266,46973,39127,37263,27247,30944,31523,31059,30602,34517,32567,29995,43042,51126,--,0,42723,0,58769,53326,42691,67605,62704,51941,21097,16290,7523,
总负债(万元),487034,499302,490524,475626,494834,465779,438053,411218,374941,313580,266397,275146,219830,172442,217237,181268,192562,193522,164948,172199,133538,142475,141130,144002,167136,171783,157444,150651,80033,90446,52548,46274,55135,61375,59395,52214,51959,55867,56182,53373,46703,51101,50530,50349,55258,58503,56573,52594,56914,65328,67955,57660,54369,59875,62312,57112,46824,40400,33484,24159,22447,16786,9272,
流动负债(万元),165893,178565,168452,152599,131446,126104,142086,128023,69222,83361,47246,55507,66111,38995,87682,47203,41360,40696,30781,40743,15257,28613,35312,36813,54183,59714,49995,41533,51064,59071,20473,15371,21845,29237,27120,20065,18114,21767,23363,21130,46703,51101,46630,46449,50808,54053,52513,48144,48964,57378,--,0,45369,0,55812,50612,37374,33950,33484,24159,21357,14476,7835,
股东权益不含少数股东权益(万元),185076,188207,198157,206760,215868,223817,235288,243133,243604,244893,244435,242408,246036,245772,243725,239537,234208,227318,232690,236349,236286,232874,227581,227255,226013,105134,105970,96706,88887,82544,80669,74417,32535,31052,27245,25357,24408,22572,19658,17125,16993,17588,19363,19745,14376,15629,16223,18559,32403,32969,32971,32908,38764,40648,41931,42575,42664,42811,42159,40998,10285,10069,4915,
净资产收益率加权(%),-11.21,-9.72,-4.45,-16.08,-12.03,-8.4,-3.31,0.3,0.41,0.99,0.73,4.96,2.61,2.2,1.6,3.84,1.53,-1.38,-1.65,5.4,3.9,2.48,0.16,14.51,--,15.02,0,32.19,0,--,--,37.89,0,20.19,--,38.76,0,27.45,0,-24.97,0,-11.56,0,4.14,0,-19.56,0,-55.76,0,0,0,-26.14,--,-4.63,--,1.03,0.94,8.69,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
