报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.59,0.4,0.29,1.4,0.93,0.57,0.11,1.42,1.42,1.21,
每股净资产(元),--,--,--,--,8.99,8.63,--,8.25,7,5.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,-1.36,-1.38,--,-0.66,0.33,0.46,
主营业务收入(万元),102188,67032,28841,127081,92514,64425,27550,117397,106174,84778,
主营业务利润(万元),21604,14298,6257,23990,16561,10986,3670,21778,20811,16789,
营业利润(万元),9325,6173,2789,11870,7875,4909,921,10913,11727,10249,
投资收益(万元),--,--,--,7,7,7,--,--,--,--,
营业外收支净额(万元),88,95,-12,89,92,-16,-4,1231,337,23,
利润总额(万元),9414,6268,2777,11959,7967,4893,917,12144,12064,10272,
净利润(万元),8078,5434,2382,10106,6709,4122,784,10255,10248,8723,
净利润(扣除非经常性损益后)(万元),7983,5337,2382,10024,6624,4155,784,9209,9961,8704,
经营活动产生的现金流量净额(万元),-5237,-2386,-1888,-11895,-9806,-9908,-10770,-4728,2351,3330,
现金及现金等价物净增加额(万元),24679,32196,55211,-6886,-3657,-596,-7231,2455,2274,2623,
总资产(万元),209900,207309,212572,145234,141677,142797,--,128728,88559,73400,
流动资产(万元),150357,151736,163105,94568,91686,90614,--,80636,51739,38211,
总负债(万元),90833,90871,97374,76418,76741,80504,--,69194,38162,33492,
流动负债(万元),90778,86816,93314,72358,71679,75439,--,63224,38082,33402,
股东权益不含少数股东权益(万元),118492,115820,114592,68231,64756,62129,--,59395,50396,39908,
净资产收益率加权(%),7.66,5.45,2.61,15.96,10.88,6.81,1.3,18.8,22.69,24.63,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
