报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.03,0.04,0.01,0.08,0.14,0.18,0.05,0.09,0.2,0.27,-0.01,0.07,0.19,0.11,0.12,0.07,0.08,0.16,0.12,0.13,0.11,0.14,0.09,0.08,0.1,0.12,0.09,0.11,0.16,0.11,0.06,0.17,0.15,0.04,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.06,--,2.18,2.11,2.11,1.99,2.01,2.09,2.05,1.94,1.92,1.95,1.9,1.8,1.83,1.85,1.82,1.73,1.78,1.74,1.69,1.63,1.64,1.53,1.47,1.46,1.55,1.54,1.51,1.52,1.9,2.01,2.16,2.21,2.25,2.23,2.19,2.17,2.22,2.22,2.22,2.21,2.25,4.01,3.95,3.88,3.93,1.66,1.55,1.47,0.58,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.04,--,0.03,-0.05,-0.04,0.31,-0.3,-0.08,0.08,0.6,0.53,0.63,0.71,-0.44,-0.39,-0.23,-0.06,0.4,0.03,0.07,0.23,0.42,0.15,0.11,0.16,-0.33,0,--,0,-0.03,0,0,0,0.25,0,0.29,0,-0.42,0,-0.54,0,-0.66,0,-1.37,--,-0.02,--,-0.16,0.03,0.01,0,
主营业务收入(万元),18593,15489,7263,18663,12377,11042,3579,16216,14472,13345,5804,25483,21847,13968,9513,20961,17126,14724,10106,20643,13833,12506,7942,17353,10134,8917,6083,17276,12732,9803,5300,16593,12359,8657,3761,14315,9566,6531,2580,27206,11979,5683,1602,37571,19143,13877,3809,32118,21289,13431,3638,27612,17360,11727,3448,19717,9442,7143,20026,23559,18582,
主营业务利润(万元),10850,8524,4191,5147,3922,3194,719,5693,5624,4911,2386,9312,7730,4930,4155,6902,5743,5138,3477,6806,4769,4608,2982,5587,3602,3089,2127,4539,3420,2391,1317,4939,3621,2044,--,2819,1828,1022,407,3249,2235,1316,463,8880,4426,2836,951,6081,3865,1628,401,6129,3417,1810,704,4262,2203,1398,4891,4583,2974,
营业利润(万元),438,675,142,2864,3617,3762,875,1171,3726,4400,8,937,2770,1508,1667,992,1220,2445,1986,1098,1408,1876,1550,1037,1262,1642,1312,877,1201,687,233,2176,2031,440,-302,19,293,129,29,-7618,-3836,-2203,-227,986,1369,1124,484,110,89,180,10,3356,1752,1142,694,2298,723,737,1667,940,841,
投资收益(万元),1877,1279,362,10222,4996,3513,1812,4517,4075,4025,60,1298,936,936,936,2036,1190,1190,600,591,571,1,--,-5,-0,-14,-0,30,35,33,12,566,563,-10,0,45,298,300,-15,-1011,36,24,24,27,2,3,0,-2,0,0,0,14,2,2,0,33,23,23,44,25,13,
营业外收支净额(万元),-24,-26,-2,-208,-101,-30,-20,316,-65,-48,-21,71,90,54,4,132,163,201,-160,425,329,313,5,92,110,62,62,575,--,--,--,--,--,--,--,-578,0,--,0,-209,0,0,0,-14,0,0,0,-9,0,0,0,-23,-6,-6,0,3,0,0,0,54,0,
利润总额(万元),414,648,140,2656,3516,3733,855,1487,3660,4352,-13,1008,2860,1562,1672,1124,1384,2646,1826,1523,1737,2189,1555,1130,1372,1704,1374,1453,2041,1543,940,2202,2060,467,-287,-515,584,429,15,-8832,-3767,-2174,-202,1010,1353,1113,467,169,158,185,17,3461,1856,1246,803,2587,1004,806,1721,1050,863,
净利润(万元),568,611,158,1251,2304,3045,788,1266,2533,3356,-68,895,2387,1441,1525,864,1038,2041,1444,1624,1409,1771,1155,1028,1232,1497,1107,1362,2019,1430,806,2073,1944,461,-287,-508,586,430,13,-8581,-3631,-2208,-178,213,873,682,304,101,95,33,54,2020,1266,900,546,1779,680,555,1185,1050,863,
