报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2008-09-30,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.22,0.22,0.03,0.52,0.38,0.3,0.05,0.75,0.41,0.3,-0.01,0.69,0.42,0.32,0.07,0.81,0.56,0.39,0.11,0.7,0,0.26,--,0.58,--,0,0.35,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.32,--,5.05,4.96,4.77,4.7,4.55,4.29,4.15,4.25,0,3.97,0,4.22,2.73,0,2.16,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.1,--,0.42,0.19,-0.1,-0.27,-0.3,-0.48,-0.12,-0.87,0,-1.21,0,0.05,0.26,0,-0.56,--,--,
主营业务收入(万元),2590268,1805629,776098,4124147,2879709,2063781,930575,4478976,3000592,2038662,772519,3405410,2392025,1474596,535403,2874479,1909395,1307765,523721,2313413,1324362,842227,276160,1276701,888456,686633,836877,699966,606758,
主营业务利润(万元),544050,394304,170457,817924,604427,433800,180556,840369,545660,361216,118090,665430,509143,358423,117062,678494,465975,335192,129130,504722,272205,188941,46693,319954,210710,164548,181249,130191,123964,
营业利润(万元),136018,131116,26352,295105,215614,179028,41516,326470,187732,142699,-4173,309357,218317,184746,17607,358157,271429,202125,46429,294979,157160,118884,23665,222415,145112,57591,70743,17557,25464,
投资收益(万元),-1777,-1258,-579,-2844,-2692,178,-608,-3475,-4009,-2370,-1225,-714,-2448,-1959,-927,31489,33700,-62,-493,3300,2410,2842,4399,7270,-3451,-1065,-597,453,-3314,
营业外收支净额(万元),30209,21354,7276,85230,48991,29638,6187,72903,45191,29581,4725,86041,49704,26622,21482,108844,48503,30637,10971,90675,40167,28749,10004,41856,33296,25557,16967,11750,9662,
利润总额(万元),166227,152470,33628,380335,264605,208666,47703,399372,232923,172280,552,395398,268020,211368,39090,467001,319931,232762,57400,385653,197327,147634,33669,264271,178408,83148,87710,29307,35126,
净利润(万元),106177,104774,14627,242272,174081,138065,21351,321518,173508,129920,-6121,296509,180825,138723,29365,342864,234958,163582,43786,270199,130502,101376,24676,188717,130759,58179,62452,12090,17531,
净利润(扣除非经常性损益后)(万元),77507,79645,10674,166956,142648,109163,18824,255420,141831,98370,--,191807,--,104276,--,200903,--,127974,--,199395,0,70332,0,128240,47459,0,31217,--,--,
经营活动产生的现金流量净额(万元),176730,7395,-170080,-615617,-471969,-507383,-395346,-55984,-36456,40624,-44936,431076,179994,82514,-43440,-113578,-127347,-198498,-52668,-335600,-396603,-468072,-154087,19175,73700,16826,-101573,44954,76607,
现金及现金等价物净增加额(万元),108065,-311985,-291013,61324,-85362,-149512,88784,230879,194180,112613,104413,-156877,-24266,-77371,-42754,9588,-122643,-6190,-76571,-124124,29286,-224959,-15091,420519,22939,249773,18000,42765,11060,
总资产(万元),12230892,11714417,11500112,11568497,10773208,10285385,10279265,9883955,9482760,8911581,8578366,8316180,8265788,7899432,7833024,7691296,7420704,6821040,6254526,6122137,5443488,4897773,3694272,4181215,2578430,2240615,2197958,1515170,1250188,
流动资产(万元),8088826,7552693,7408856,7501881,6868388,6378069,6426321,6015723,5753768,5225404,4931047,4710188,4832952,4552112,4540297,4470192,4279709,3765839,3369506,3325453,3066537,2610896,2159886,2197892,1107015,1194588,1088828,808978,590372,
总负债(万元),8658488,8150498,7843141,7943758,7341232,6891308,6975086,6881424,6778690,6235058,6001663,5813711,5937749,5597041,5632268,5519734,5349735,4863323,4369592,4289204,3657484,3150582,2340238,2362033,1729676,1663568,1748187,1248205,1048730,
流动负债(万元),6073594,6161850,5446473,5951366,5218569,4939941,5159361,5205997,5099922,4622586,4505069,4346295,4247595,4174912,4061024,3938596,3740147,3214558,2796472,2767354,2169341,2111237,1481707,1432337,1336596,1517198,1503413,1055423,894788,
股东权益不含少数股东权益(万元),3154477,3152913,3126023,3110727,3044021,3008004,2927642,2628014,2427810,2387549,2280798,2290390,2164715,2123098,2044736,2015378,1908658,1837283,1778248,1644729,1569499,1538532,1183276,1632919,763574,484362,388312,243709,184092,
净资产收益率加权(%),3.39,3.34,0.47,8.24,6.05,4.86,0.81,12.35,7.34,5.53,-0.27,13.82,8.64,6.67,1.45,18.16,11.56,8.33,2.63,15.78,0,6.43,0,16.72,21.84,0,17.47,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
