报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.01,0.01,0,0.06,0.05,0.04,0.02,0.05,0.05,0.03,0.01,0.07,0.07,0.04,0.01,0.13,0.1,0.07,0.02,0.26,0.2,0.15,0.05,0.38,0.24,0.3,0.45,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.83,2.8,2.87,2.85,2.82,2.94,5.2,5.18,5.08,5.02,1.98,1.92,--,1.66,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.42,0.28,0.17,-0.04,-0.2,-0.16,-0.34,-0.4,-0.57,-0.55,-0.15,0.27,--,-0.2,0.11,
主营业务收入(万元),41793,24734,10996,51721,36939,25986,12301,41977,29237,19079,8170,42573,30879,19813,9241,56944,40754,26496,12292,50981,33226,19583,8332,36525,27010,37701,30448,
主营业务利润(万元),7313,4356,2051,10040,7338,5157,2481,10129,7298,4789,2126,9634,7192,4484,1973,11410,8501,5724,2298,9635,6597,4300,1711,8887,6246,9818,8129,
营业利润(万元),672,205,15,1714,1546,1099,483,1661,1718,1166,406,2292,1895,1000,390,3317,2567,1730,291,3078,2524,1673,446,3768,2326,2866,3882,
投资收益(万元),8,9,2,619,486,46,66,239,205,100,--,126,-30,--,--,--,--,--,--,--,--,--,--,0,--,0,2,
营业外收支净额(万元),197,128,70,142,127,78,-4,298,182,173,159,170,238,216,9,215,119,101,76,270,88,80,75,169,146,--,--,
利润总额(万元),869,333,85,1856,1673,1177,479,1958,1901,1339,565,2462,2133,1216,399,3533,2685,1831,367,3348,2612,1752,521,3937,2472,3175,3962,
净利润(万元),547,141,42,1133,1051,723,310,992,975,690,281,1451,1377,848,242,2520,1953,1329,227,2644,2008,1352,401,3114,1997,2510,3323,
净利润(扣除非经常性损益后)(万元),446,67,10,528,623,600,255,663,733,552,210,1243,--,686,--,2387,--,1252,--,2434,--,1272,--,2980,--,2255,3191,
经营活动产生的现金流量净额(万元),3076,3016,4901,-577,595,-1625,-1124,-1457,-896,230,-12,9769,8345,5671,3437,-879,-4089,-3208,-3819,-4444,-6332,-6125,-1239,2257,1257,-1680,898,
现金及现金等价物净增加额(万元),430,1618,780,-11046,-4912,-9536,-7075,-12266,-14331,-9328,-39,7078,1626,-15,2792,-7621,-9585,-8733,-5633,28708,28207,28482,-1395,-846,-502,753,1799,
总资产(万元),82956,81038,78981,82496,83562,63049,60190,60246,60140,59161,61613,62034,61989,60889,62371,62977,62721,66479,66982,64020,60174,59895,23422,23448,--,23561,25507,
流动资产(万元),37205,35214,32977,36278,42075,44313,41267,51136,52627,51313,53334,53197,52468,50832,51909,52030,54790,58383,60604,59455,57752,57493,20997,20936,--,20982,22850,
总负债(万元),24967,23473,21327,24898,26049,5270,2828,3321,3298,2789,3341,4264,4446,4013,4147,5285,5704,7080,8663,6524,3808,4184,7013,7523,--,9755,14210,
流动负债(万元),24406,22849,20669,24570,25705,4925,2728,3220,3183,2670,3213,4143,4344,3909,4043,5179,5674,7050,8634,6494,3773,4149,6977,7486,--,9755,14210,
股东权益不含少数股东权益(万元),56833,56427,56528,56486,56404,56077,55863,55553,55537,55252,56840,56559,56485,55956,57367,56978,56411,58783,57694,57454,56366,55710,16409,15925,--,13807,11297,
净资产收益率加权(%),0.96,0.25,0.08,1.97,1.88,1.29,0.54,1.77,1.74,1.19,0.49,2.53,2.43,1.48,0.42,4.35,3.34,2.29,0.39,6.12,5.24,4.6,2.48,21.06,--,20,32.43,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
