报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,
基本每股收益(元),0.07,0.03,0.01,0.33,0.18,0.08,0.03,0.45,0.34,0.19,0.08,0.4,0.33,0.18,-0.01,0.03,0.03,0.01,-0.01,0.05,0.03,0.02,0.01,-0.27,0.03,0.02,0,0,-0.01,-0.05,-0.03,0.35,0.32,0.17,0.08,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.14,4.99,3.44,3.45,3.45,3.43,3.44,3.45,3.43,3.42,3.43,3.42,3.72,3.71,3.72,3.72,3.68,4.76,4.85,4.88,4.09,3.99,0,0,3.73,3.65,3.55,3.46,3.37,3.24,3.02,2.98,2.88,2.83,2.75,2.71,2.71,2.66,0,2.52,2.34,2.2,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.14,-0.02,0.02,-0.02,-0.17,-0.05,0.04,0.23,0.08,0.06,-0.06,0.07,0.06,0.01,0,-0.07,-0.24,-0.37,-0.33,0.21,0.16,-0.15,-0.05,0.23,--,--,--,--,--,--,0.13,0.57,0.34,0.25,-0.01,0.24,--,0.09,0,0.36,0.25,0.04,
主营业务收入(万元),106218,66979,29755,161792,112382,66496,31363,167101,119483,75934,35080,188073,122902,77128,7002,33260,24549,15921,7472,33859,24389,16000,7678,31547,29407,18142,8060,46369,33522,21593,9079,39645,28300,17353,7512,34129,24231,14582,32112,22665,14063,33379,5460,25772,17380,11025,4867,21317,16465,11210,4702,17559,7517,1200,
主营业务利润(万元),37808,23146,8992,64746,42455,23410,10199,64228,43926,26853,11749,61157,43543,25895,908,5037,4198,2615,1084,7451,5188,3508,1503,7161,5698,3449,1152,11412,7700,4372,2073,10701,7992,4580,2267,12143,8578,5467,13209,8844,5557,12936,2495,12298,8243,5170,1919,10451,8245,5564,2427,9378,4189,569,
营业利润(万元),8957,4423,670,25325,15113,7630,3135,31146,23279,12977,5482,27633,23083,12851,-82,1569,1392,665,-48,2266,1585,1113,276,-8780,1382,944,197,815,-497,-1418,-1107,8333,7694,4004,1856,8160,4650,3119,9569,5621,3455,9384,1332,7518,5318,3373,906,7069,0,3770,0,6932,3185,-108,
投资收益(万元),4552,3175,1225,5161,3257,2243,1006,4148,3071,2043,897,5081,3764,2600,51,279,-18,3,-59,130,47,-8,-37,2909,1027,801,676,584,237,155,81,4916,4948,2647,131,2628,1182,911,886,733,410,528,93,281,422,304,129,671,542,219,68,550,110,812,
营业外收支净额(万元),-289,-612,-90,-342,2195,238,144,-386,-71,73,50,-2,15,-28,-49,123,92,37,18,243,103,66,30,576,577,554,51,234,--,--,--,256,--,59,--,243,-3,-3,-199,8,10,-81,-54,165,173,1,2,-950,4,1,0,12,0,0,
利润总额(万元),8668,3812,579,24983,17309,7867,3278,30760,23207,13050,5532,27632,23098,12822,-131,1691,1483,703,-29,2509,1688,1179,306,-8203,1959,1498,247,1049,207,-1205,-998,8588,7770,4062,1880,8403,6036,4180,9371,6656,4077,9303,1372,8040,5913,3678,1037,6791,0,3991,1650,7494,3295,704,
净利润(万元),8568,3459,403,22964,12450,5258,2196,30801,23220,13113,5554,27568,22724,12489,-301,1097,959,338,-184,1666,1193,830,210,-9336,1037,730,34,98,-489,-1371,-876,7124,6352,3458,1611,6896,4661,3147,6073,4453,2701,6213,839,5750,3991,2426,663,4261,4261,2734,1100,6402,2811,696,
