报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,
净利润(扣除非经常性损益后)(万元),8884,4072,497,21769,10294,5055,2081,31193,23280,13046,5506,18011,--,2932,--,1002,--,332,--,1470,--,780,--,204,--,-159,0,2725,0,-1553,0,6527,5579,2698,0,6687,--,3150,--,--,2694,--,893,5333,3818,2424,--,5211,4258,2734,0,5164,2231,--,
经营活动产生的现金流量净额(万元),-13616,-8299,-4233,19676,-3549,-3859,-1588,23650,-2220,25,-3187,30384,9479,-1498,822,-872,-5865,-1733,1416,8190,2803,2194,-2043,2576,2073,356,-1,-2300,-8426,-9940,-8890,5704,3188,-2938,-1008,4541,5025,4668,7871,2731,981,5234,2527,11285,6790,5081,-292,4710,--,1757,0,7105,4972,777,
现金及现金等价物净增加额(万元),-60750,-48811,-32657,-60768,-28696,-13812,-12021,21452,-25558,-13954,-9684,36105,11638,2112,714,-14720,-7065,-2993,939,8362,3037,2492,-2528,1613,1835,-646,2078,-8197,-16146,-13960,-10484,36502,4802,-5977,-8771,-4699,2387,3956,-6874,-3451,1372,2077,0,11577,6598,4833,0,4629,--,1730,0,7440,4888,4765,
总资产(万元),499653,497943,498294,506182,493432,418570,429061,429277,408255,401560,405841,408780,393484,385905,140890,140620,140986,141015,143212,140252,137552,136918,135884,138566,157945,155348,157199,159644,160837,162849,160521,168719,126203,114858,0,109673,113911,113845,101785,93320,95193,95766,83414,75243,71560,71655,65075,64145,66908,64518,61016,59170,58401,52329,
流动资产(万元),267771,264462,276163,291133,282017,241262,251211,257119,215167,207196,210768,218753,197171,189986,68119,67227,79842,79422,81262,77679,74381,73052,71535,73385,76941,72969,75462,76203,78231,81072,79749,87837,48667,41065,--,39015,46189,46819,39276,40373,44201,45239,0,39303,34225,33964,0,26321,27285,24491,20800,18546,17385,9643,
总负债(万元),57234,60796,62127,70398,68325,38686,41903,44298,30878,34336,39325,47795,37269,39918,20109,19537,20039,20684,22354,19208,16970,16696,15590,18478,27423,25215,26708,29184,31553,34387,29813,36952,43912,35274,--,31938,37778,39185,29279,22589,26205,30797,--,15400,13672,14926,--,9608,12351,11087,0,8470,11281,8020,
流动负债(万元),53894,57438,58758,67000,61856,38078,41151,43525,30553,33988,38955,47380,36922,39539,20059,19487,19988,20632,22301,19155,16967,16692,15584,18470,25411,23198,23187,25662,28028,30776,25781,32903,39870,31231,--,27060,33778,35185,29279,22488,26104,30797,0,15400,13672,14926,0,9608,12351,11087,9221,8470,10580,8020,
股东权益不含少数股东权益(万元),441157,435915,435039,434634,424123,378981,386300,384103,376522,366416,365777,360223,355378,345143,120486,120787,120648,120027,120546,120731,120267,119904,119975,119765,130187,129798,130152,130118,128939,128128,130531,131408,81544,78648,0,76384,74343,72829,70680,68886,67134,64606,60289,59450,57492,56326,54762,54099,54099,52971,51336,50236,46645,43834,
净资产收益率加权(%),1.96,0.79,0.09,5.62,3.16,1.37,0.57,8.29,6.3,3.59,1.53,7.96,6.59,3.69,-0.25,0.91,0.79,0.28,-0.15,1.39,0.99,0.69,0.18,-7.47,--,0.56,0,0.08,0,-1.05,0,8.58,0,4.46,0,9.36,--,4.39,--,--,4.09,--,--,10.13,--,--,--,8.17,--,5.3,0,13.61,6.21,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
