报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.59,0.41,0.19,0.52,0.45,0.31,0.08,0.78,0.59,0.72,0.67,
每股净资产(元),--,--,--,--,--,3.21,--,3.42,--,3.04,2.32,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.29,--,0.67,--,0.65,1.04,
主营业务收入(万元),63689,42411,20544,74694,54240,34681,15605,64509,48060,64113,61395,
主营业务利润(万元),14544,9745,4613,14516,10579,6833,2912,13618,10018,14195,11735,
营业利润(万元),7901,5479,2514,4924,3974,2722,612,6928,5201,6263,5890,
投资收益(万元),157,115,55,59,32,32,-14,422,148,4,5,
营业外收支净额(万元),-7,-8,-7,155,89,28,9,103,78,126,114,
利润总额(万元),7894,5471,2506,5079,4063,2750,621,7031,5279,6390,6005,
净利润(万元),5942,4104,1882,4206,3401,2312,581,5883,4399,5373,5019,
净利润(扣除非经常性损益后)(万元),5865,3973,1879,4221,3545,2558,874,5140,3944,5240,4871,
经营活动产生的现金流量净额(万元),4232,-465,-191,4664,4456,2151,-1921,5025,3681,4862,7796,
现金及现金等价物净增加额(万元),-1166,-2196,-984,4185,24273,-927,-1575,-1005,2102,-1317,1364,
总资产(万元),66871,68375,70627,68227,79793,55917,--,55518,--,46148,37911,
流动资产(万元),37490,39364,41835,39827,52061,28762,--,30212,--,27043,25424,
总负债(万元),11048,14408,17581,17064,29433,31868,--,29883,--,23327,20518,
流动负债(万元),9229,12563,15712,15171,23879,26315,--,25889,--,18678,17865,
股东权益不含少数股东权益(万元),55823,53967,53046,51163,50360,24049,--,25635,--,22821,17394,
净资产收益率加权(%),10.97,7.71,3.61,13.66,14,9.07,2.54,23.55,19.14,26.72,28.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
