报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.11,0.07,0.06,0.27,0.17,0.09,0.06,0.23,0.14,0.13,0.1,0.56,0.36,0.25,0.09,0.45,0.18,0.35,0.12,0.02,
每股净资产(元),1.73,1.69,3.14,3.08,2.97,2.89,2.22,2.16,2.07,2.53,5.49,5.39,5.35,5.23,1.91,1.82,1.55,1.37,0.3,0.16,
每股经营活动产生的现金流量净额(元),0.11,0.07,0.03,0.31,0.15,0.07,0.04,0.2,0.06,0.1,0.07,0.32,0.19,0.12,0.03,0.44,0.13,0.34,0.13,0.01,
主营业务收入(万元),72490,45743,21702,77476,56068,33950,13396,38050,24444,12840,5526,22536,15926,9587,4160,18364,7594,11731,5890,1542,
主营业务利润(万元),44844,28548,13535,46928,32346,17878,6570,19520,12137,5487,2029,11250,8483,5521,2290,9157,4054,6624,2444,463,
营业利润(万元),31556,19721,9295,34666,21890,12304,4758,15944,9967,4825,1556,9134,5687,3629,1268,6266,2622,4602,1528,171,
投资收益(万元),-468,-534,-205,-712,-480,-253,-207,-48,-13,-8,--,178,9,9,--,8,8,125,-73,--,
营业外收支净额(万元),1538,947,220,2184,1431,444,193,1305,523,364,406,401,316,119,19,149,71,55,55,84,
利润总额(万元),33094,20668,9515,36850,23321,12748,4951,17249,10490,5189,1962,9535,6003,3748,1287,6416,2693,4657,1583,255,
净利润(万元),27213,16848,7820,33059,20345,11042,4282,15362,9172,4501,1692,8230,5137,3191,1088,5569,2213,4133,1372,260,
净利润(扣除非经常性损益后)(万元),--,16052,--,28216,--,10590,--,14073,--,4164,--,7738,--,3082,1072,5438,2153,3530,732,157,
经营活动产生的现金流量净额(万元),26118,16088,4033,40866,18926,8969,2933,14046,4240,3722,1160,5228,3078,2042,352,5461,1585,4193,1541,62,
现金及现金等价物净增加额(万元),-57403,-47697,-9938,9889,11756,21338,-8935,13614,7077,-8875,-765,60525,54362,54895,-166,-3407,-6571,12121,1192,108,
总资产(万元),485065,479091,508121,502309,475055,489719,198039,192741,186139,93784,92408,91376,89348,87264,24547,23874,20231,17985,5012,2586,
流动资产(万元),72601,83868,118035,120661,110502,130868,86550,92716,90435,77070,76952,76943,77429,75913,13935,13225,17055,15176,3914,2258,
总负债(万元),51566,57841,95987,99241,84760,110405,41325,40309,40083,2730,2526,3186,1796,1658,1073,1488,1201,1167,1326,572,
流动负债(万元),46160,52258,68804,72014,57346,82890,27046,25912,39480,2609,2403,3064,1796,1658,1073,1488,1201,1167,1326,572,
股东权益不含少数股东权益(万元),427556,416207,407622,399198,384881,374709,156714,152431,146056,91054,89882,88190,87552,85606,23474,22386,19030,16817,3686,2014,
净资产收益率加权(%),6.59,4.14,1.94,11.15,7.77,5.49,2.77,13.26,8.88,4.99,--,13.56,9.34,5.91,4.74,28.41,12.35,44.18,48.44,13.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
