报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.14,0.18,0.05,-0.22,0.03,0.03,-0.03,0.21,0.19,0.17,0.07,0.31,0.22,0.17,0.04,0.54,0.4,0.39,0.71,0.3,0.32,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.23,7.18,7.16,7.12,6.99,3.8,3.4,2.26,1.97,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.85,0.91,0.18,-0.58,1.02,0.94,-1.38,-0.78,2.7,
主营业务收入(万元),143738,110606,54805,264829,211613,141526,67494,272971,214213,148271,72971,259796,187464,126448,57182,287067,224670,163515,269606,136913,123105,
主营业务利润(万元),18183,14142,5790,17714,14733,9577,3042,18760,14098,9596,5723,16613,11734,8319,3709,19215,14461,11476,16546,9238,8921,
营业利润(万元),3724,4365,2399,-3479,1003,751,-849,4397,3975,3666,1183,4924,3605,2719,895,6118,3892,4408,7007,2967,3286,
投资收益(万元),-4567,-3358,-1008,-1461,1182,1182,1214,2042,2100,2100,--,80,--,0,--,276,--,--,0,389,-334,
营业外收支净额(万元),2925,259,-61,288,487,266,261,-192,-53,-160,-76,44,-22,-21,-60,360,439,-167,-59,-71,113,
利润总额(万元),6649,4624,2339,-3191,1491,1017,-588,4205,3922,3506,1106,4969,3584,2699,835,6478,4331,4241,6949,2897,3399,
净利润(万元),5162,3181,946,-3914,544,462,-555,3811,3409,3137,880,3753,2602,1982,530,5293,3587,3529,5821,2391,2586,
净利润(扣除非经常性损益后)(万元),2317,2984,1106,-4392,-418,9,-911,3663,3277,3083,756,3718,--,1998,--,4614,--,3651,5927,2131,2770,
经营活动产生的现金流量净额(万元),7160,10757,-1810,23141,17701,9030,4223,8596,9547,-10248,-9133,-11149,10233,10917,2116,-6904,12253,8467,-11398,-6256,21568,
现金及现金等价物净增加额(万元),7410,-4308,4353,-8025,-2045,-1088,-2772,2180,3235,-2097,-4236,-21362,-16697,502,-2708,30283,56434,2080,5776,-581,-1219,
总资产(万元),232517,226085,210541,221693,261585,247866,216497,218979,227795,238277,225627,186068,162032,168174,161261,157721,181809,131404,118525,109226,62493,
流动资产(万元),132300,123262,123955,132218,168953,156871,135384,137926,150873,161923,150718,137182,124729,137628,131333,127629,151820,100809,89107,83913,39956,
总负债(万元),141174,136516,123125,135198,170520,156843,125567,127385,136552,147372,135798,96190,73198,80027,72747,69817,95599,94982,85931,89129,44966,
流动负债(万元),102392,100724,87337,99423,134875,121224,90637,92492,101892,112749,101211,61639,73198,80027,72747,69806,95599,94533,81482,81680,40517,
股东权益不含少数股东权益(万元),89753,87952,85717,84771,89229,89147,89030,89585,89195,88923,87865,87924,86819,86199,85947,85416,83823,34171,30642,18065,15722,
净资产收益率加权(%),5.92,3.68,1.11,-4.49,0.61,0.52,-0.51,4.23,3.55,3.26,0.92,4.33,3.03,2.31,0.62,11.59,11.06,10.89,25.67,14.13,17.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
