报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),-0.14,-0.11,-0.53,0.96,0.21,0.17,-0.41,1.05,0.22,0.17,-0.64,0.73,0.69,0.39,0.35,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.25,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,2.59,2.14,--,1.79,1.12,1,1.72,
主营业务收入(万元),143958,92400,32166,188002,122760,76692,24907,159202,98328,65349,16622,137627,133461,108790,89108,
主营业务利润(万元),46936,30743,9048,66046,41777,26656,7339,59079,35098,23178,3975,45683,42509,35555,29873,
营业利润(万元),-1577,-566,-6593,14365,3112,2450,-4949,12679,2712,2378,-6504,8775,8464,5674,5119,
投资收益(万元),2205,1553,574,2168,1261,205,--,--,--,--,--,--,--,-50,--,
营业外收支净额(万元),276,188,60,998,794,497,226,809,563,248,97,610,680,433,423,
利润总额(万元),-1300,-378,-6533,15363,3906,2947,-4723,13488,3275,2626,-6407,9385,9145,6107,5542,
净利润(万元),-2604,-1547,-6621,11630,2531,1967,-5097,10561,2210,1711,-6448,7323,6997,3917,3538,
净利润(扣除非经常性损益后)(万元),-2814,-1686,-6681,10876,1932,1590,-5319,9919,1769,1511,-6545,6841,6458,4792,--,
经营活动产生的现金流量净额(万元),20692,21807,-6188,4700,8825,8895,-8200,31436,26094,21539,-1033,18051,11318,10090,17337,
现金及现金等价物净增加额(万元),-35866,-48321,-49024,5537,3402,-35111,37527,24280,19948,16634,-1564,6003,7077,5604,15585,
总资产(万元),192768,184548,160136,166193,169730,169057,157955,119050,118516,112228,--,91746,79839,68329,63840,
流动资产(万元),136492,130677,123290,132278,138302,141497,132687,94425,95844,89609,--,69425,65100,52411,46227,
总负债(万元),109443,100319,73781,73216,85852,85744,75463,77496,85313,79524,--,57026,49018,42491,40096,
流动负债(万元),109374,100251,73649,73085,85687,85578,75418,77394,85239,79329,--,56959,48968,42412,40086,
股东权益不含少数股东权益(万元),82883,83939,86356,92977,83877,83313,82492,41554,33203,32704,--,34720,30821,25838,23744,
净资产收益率加权(%),-3,-1.7,-7.38,14.17,3.34,2.72,-9.38,28.38,6.51,5.07,-20.47,22.95,25.15,16.19,16.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
