报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.01,0.02,-0.01,0.16,0.2,0.15,0.08,0.15,0.16,0.14,0.07,0.37,0.3,0.2,0.06,0.48,0.41,0.3,0.13,0.32,0.22,0.11,0.03,0.01,0.12,0.22,0.06,0.95,0.8,0.53,0.12,0.26,0.19,0.11,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.35,--,3.02,2.93,2.78,2.72,2.65,2.55,2.38,2.24,2.23,2.08,2,1.97,2.06,4.1,4.19,4.13,4.1,2.42,1.85,1.73,1.65,1.56,1.48,2.79,2.51,2.53,2.69,2.76,3.56,3.53,3.49,3.47,4.01,3.95,3.91,3.89,3.87,3.83,3.78,3.76,3.83,2.44,2.29,1.87,1.67,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.37,--,0.33,0.11,-0.22,0.2,0.06,-0.01,-0.09,-0.03,-0.09,-0.01,0.02,-0.07,-0.11,0.1,0.17,-0.48,0.18,0.17,-0,0.15,0.18,0.03,0.03,1.53,0,--,0,0.06,0,0,0,-0.14,0,0,0,-0.46,0,0,0,-0.28,0,0.1,-0.72,-0.13,0,
主营业务收入(万元),179689,119139,63396,344901,264207,178751,90419,337345,264797,189453,94906,395071,295861,201232,84343,452605,336430,208615,90291,321649,225116,136147,58137,212189,153377,101508,43705,334270,217285,153316,43126,166574,108831,67984,29727,47409,38954,25288,11668,52264,44239,25850,13403,60000,41390,26996,11544,51322,35819,23201,10894,43146,32606,22822,41290,36383,34285,
主营业务利润(万元),40947,28359,13855,97900,81186,59429,30325,103746,81905,61441,28246,126773,96447,66585,28608,170295,129698,82888,37292,104256,71105,38717,15063,44722,35929,27902,14575,129866,99334,58871,14326,44227,29824,17607,--,3127,2367,1057,443,3752,7955,5585,2527,8625,8569,5228,1914,9210,6422,4288,1867,8830,6766,4485,7908,7272,7422,
营业利润(万元),7369,12000,6460,31115,35438,26736,15421,33903,31657,27301,12850,54936,44441,32576,8763,96770,77025,50735,21600,51497,34743,16497,4465,865,8221,8989,3754,75667,62209,37337,6240,14921,10720,5649,1899,303,-5020,-5132,-1601,-13603,1723,1483,387,-8122,2660,1013,43,2889,2126,1305,361,4065,3086,2199,4211,3973,4586,
投资收益(万元),6815,3774,1284,7564,1904,248,9,1815,1130,704,294,-29,647,154,-200,975,509,5,1,165,129,115,113,-20,34,-50,-1,-297,-63,7,2,277,4,32,5,62,-255,41,-19,-442,43,34,-15,-607,95,350,260,128,21,0,0,0,0,0,0,0,0,
营业外收支净额(万元),-7204,-7565,-7348,3977,3594,2473,1764,48,3402,2535,1921,6613,5847,2263,926,-9477,-3355,1267,957,5203,2991,2520,1595,603,9259,8467,1198,5338,--,1788,--,621,--,--,--,204,0,--,0,-376,0,0,0,-79,0,0,0,-18,24,0,0,-49,-49,0,0,0,0,
利润总额(万元),166,4435,-888,35092,39032,29209,17185,33952,35059,29837,14771,61549,50288,34840,9689,87293,73670,52002,22558,56700,37734,19017,6060,1468,17480,17456,4952,81005,64958,39124,6609,15542,11228,5693,1874,568,-5084,-4875,-1621,-14420,1721,1494,362,-8800,2687,1334,290,3050,2214,1345,382,4047,3069,2207,3922,3707,4424,
净利润(万元),1493,2980,-1190,27917,33921,26316,12925,23605,25047,21379,10815,46855,37942,25839,7097,61404,52625,38674,17235,40591,27846,13539,3966,1912,15273,14239,4085,54531,45010,27742,4809,10216,7602,4318,1112,1077,-4947,-4704,-1364,-13961,1878,1276,310,-8451,2332,1173,233,2534,1899,1152,334,3331,2591,1869,4995,2461,2661,
