报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.39,0.72,0.24,0.38,0.16,0.05,0.01,--,0.01,0.02,0.01,0.4,0.27,0.2,0.11,0.78,0.5,0.38,0.11,0.8,0.54,0.29,
每股净资产(元),1.35,3.37,2.82,2.67,2.59,2.51,2.48,--,--,2.33,4.68,4.86,4.66,4.59,9.09,8.98,8.7,8.57,3.44,3.32,1.86,1.49,
每股经营活动产生的现金流量净额(元),0.25,0.77,0.09,0.46,0.44,0.11,0.04,--,--,0.03,0.11,0.32,0.26,0.4,0.32,0.3,0.31,-0,-0.3,0.9,0.71,0.46,
主营业务收入(万元),93029,63084,22916,67044,38116,19997,6416,16906,10493,7724,3508,24726,16117,10951,4289,22242,14049,9731,3674,18275,14273,10338,
主营业务利润(万元),43326,30463,10584,21795,10298,5600,1816,6155,3889,3045,1428,10910,6967,4934,1703,8937,5757,3920,1448,7452,5806,4123,
营业利润(万元),31307,22699,7834,13518,6014,2246,411,383,-140,518,115,6138,4027,3080,920,5190,3054,2192,647,4518,2956,1921,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,0,2,--,
营业外收支净额(万元),1312,1230,27,327,157,96,66,3046,114,82,56,139,103,61,35,571,546,371,28,259,136,-35,
利润总额(万元),32619,23928,7862,13845,6170,2342,477,3429,-27,600,171,6277,4130,3141,954,5761,3600,2562,675,4777,3092,1885,
净利润(万元),27770,20406,6716,10953,4552,1529,384,3793,296,686,182,5534,3779,2855,763,4989,3095,2198,574,4120,2751,1483,
净利润(扣除非经常性损益后)(万元),--,19350,--,10663,--,1439,--,--,--,608,--,5401,--,2795,--,4488,--,1875,550,3752,2416,1145,
经营活动产生的现金流量净额(万元),18787,23672,2682,13841,12528,3165,1035,10532,2270,918,1608,4460,3587,5541,2257,2081,2150,-26,-1596,4718,2825,1835,
现金及现金等价物净增加额(万元),1248,21603,-2785,-13083,-11461,-5967,-3420,-16026,-21598,-19795,-8496,-641,1335,3357,-2826,34210,36398,39873,-1929,4263,1666,-428,
总资产(万元),202034,193335,153654,143700,125801,120694,118733,118890,121661,119118,114955,104948,89141,89258,82940,85949,76135,78862,32911,33817,25170,27540,
流动资产(万元),101398,98965,58770,46522,37213,42527,40762,41246,76965,71483,80412,69641,56730,58670,54770,57351,58111,62551,17879,18715,13284,17543,
总负债(万元),98447,89474,68588,62926,51727,49147,48187,49500,55672,53829,49489,36962,23931,24964,19335,23109,15267,18891,14842,16374,17773,21676,
流动负债(万元),67693,58547,37982,32193,20415,17289,18416,18641,21323,18139,17321,21829,16481,17071,16277,19124,11156,14753,10678,12184,13466,20508,
股东权益不含少数股东权益(万元),103146,103202,85210,80545,73766,71534,70787,69881,66642,65364,65466,67986,65210,64295,63605,62840,60868,59971,18069,17443,7398,5844,
净资产收益率加权(%),29.9,23.27,8.25,15.06,6.41,2.16,0.55,--,--,1.02,0.27,8.48,5.89,4.46,1.21,10.65,7.47,6.87,--,30.17,40.16,33.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
