报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.04,0.07,0.07,0.27,0.33,0.23,0.13,--,0.57,0.65,0.3,0.11,-0.11,-0.08,-0.05,0.03,0.05,0.07,0.08,0.31,0.21,0.15,0.06,0.07,0.02,0.01,0.01,0.21,0.23,0.23,0.07,0.66,0.51,0.34,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.83,3.96,4,4.04,4.07,4.1,4.1,4.02,3.92,3.86,3.78,3.72,3.68,3.67,3.76,3.77,3.81,3.84,3.73,2.27,1.68,1.52,1.22,1.14,1.14,1.14,1.13,1.13,1.15,1.16,1.16,1.11,1.13,1.67,1.64,1.6,1.5,1.47,1.47,1.47,1.46,1.44,1.43,1.43,1.36,1.38,1.49,1.5,3.04,3.24,3.77,3.73,3.37,3.35,3.35,4,4.16,4.06,2.44,1.98,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.05,0.11,0.07,0.88,0.78,0.71,0.27,1.43,0.26,0.01,-0.16,-0.36,-0.04,0.04,-0.09,-0.76,-0.6,-0.71,0.13,1.08,0.56,0.48,0.21,0.26,--,--,0,0.23,0,0,--,0.07,0,0,--,-0.02,0,0,0,0.14,0,-0.16,--,0.09,0.02,0.05,0.04,0.17,--,-0.12,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),84995,66772,40188,201379,157057,108893,42022,276580,236658,175636,80499,155350,80888,52475,24524,115309,91604,61801,32443,139601,114676,63757,27528,81932,59625,38859,17376,114934,84625,49305,32788,120500,98401,57182,15861,35894,24946,16038,6683,28933,18682,12041,5549,33746,19929,14206,6343,17145,7559,4195,1593,9793,7693,5006,2627,11773,3982,13789,7158,12981,3561,16246,6966,21225,6749,14990,6842,18712,11114,18468,29235,--,
主营业务利润(万元),14668,13416,9172,43781,35634,26257,9748,66022,56375,42606,18280,14767,34,-242,-495,9060,9673,9497,7216,28952,20359,14482,5895,8649,5260,3104,542,17019,13217,9438,7202,44379,33609,21733,3865,6129,3835,2737,985,5952,3157,2653,1449,8070,5542,3891,1639,6512,3619,2034,722,4593,3369,1988,1034,4921,2284,3986,2435,1882,-548,4612,3288,4818,36,-1965,232,662,455,5345,--,--,
营业利润(万元),3481,6012,5701,24026,26518,20069,7663,54248,47563,36314,16387,5753,-7128,-5182,-3135,1551,3029,4445,4811,18289,13093,9440,3747,2590,1063,493,108,9644,11391,11623,3827,33252,25683,17335,2184,430,-491,-137,-326,10,-519,162,462,3431,2218,1742,792,3759,1282,392,214,1644,1091,422,159,1075,-688,-210,-663,-2324,-3121,489,505,5025,0,-1924,0,1068,869,2672,--,--,
投资收益(万元),-162,-162,-129,13,9,9,9,--,--,--,--,--,--,--,--,1203,4,--,--,12,12,12,--,2250,2186,2145,2137,9765,10429,9889,19,-12,3,1,0,-292,-148,-150,0,-207,-205,-206,--,-1421,-167,-169,-47,-76,72,76,0,10,40,45,-4,678,826,2199,903,-1570,-429,19,279,2693,314,2780,699,1944,1091,1771,--,--,
营业外收支净额(万元),147,124,-53,158,-121,-56,16,145,84,53,70,256,218,190,120,-100,66,25,36,573,327,14,-4,780,16,-29,197,-62,--,12,--,--,--,255,--,2031,1861,--,697,0,0,0,3,-36,0,0,-2,30,-17,0,0,-6,-5,-4,0,40,0,79,0,-200,0,0,0,0,-46,0,1,43,--,--,--,--,
利润总额(万元),3628,6136,5648,24184,26397,20013,7679,54393,47647,36367,16457,6009,-6910,-4992,-3015,1450,3094,4470,4847,18862,13420,9454,3743,3370,1079,465,305,9582,11398,11635,4038,33363,25864,17590,2182,2169,1223,635,371,-133,-719,-37,465,1974,2045,1565,743,3713,1337,460,198,1660,1126,463,155,1793,141,2069,234,-14094,-3543,511,807,7722,374,714,1008,3085,1922,5015,--,--,
净利润(万元),2434,4255,4160,16328,19952,14217,5191,39632,34859,26704,12146,4449,-4660,-3348,-1975,1052,2209,3057,3326,12643,8610,6048,2623,2775,910,427,261,8280,9324,9254,2686,22802,17523,11772,1310,651,384,340,201,592,123,320,444,1253,1511,1204,560,3105,1165,416,187,1556,1091,437,153,1790,111,2066,234,-14094,-3543,406,737,6870,352,714,878,2629,1317,3464,5104,--,
