报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.17,0.12,0.03,0.25,0.16,0.1,0.03,0.24,0.15,0.1,0.02,0.2,0.13,0.08,0.02,0.25,0.19,0.13,0.04,0.24,0.21,0.12,0.02,0.51,0.44,0.3,0.5,0.45,1.18,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.11,2.05,1.99,3.66,3.6,2.8,2.71,2.67,2.64,2.55,4.9,4.96,4.89,2.67,2.57,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.32,-0.29,-0.15,-0.26,-0.82,-0.72,-0.47,0.01,-0.45,-0.5,-0.3,-0.75,-0.8,-0.47,0.15,0.4,0.27,
主营业务收入(万元),423014,244844,98326,584695,363413,221480,85185,485563,334114,198626,72728,385094,195505,114591,46636,260163,184839,114702,48279,214442,151963,92487,29887,148342,101934,58485,161634,113236,84362,
主营业务利润(万元),67715,41430,16304,83748,57445,33147,11473,71652,47236,28824,9849,59142,28141,17295,5884,36200,24402,15901,7173,30367,22448,12980,3857,23582,17525,10020,20590,15019,13660,
营业利润(万元),15698,10531,2007,22362,14129,9512,2252,20614,12245,8632,2022,15358,9441,5555,909,9382,6898,4894,1392,9006,8083,4600,523,7634,7372,4382,6625,5602,3879,
投资收益(万元),-103,15,-4,87,-10,17,17,150,158,150,55,-37,-56,-56,110,-7,113,13,1,236,162,81,81,247,247,165,-418,3,260,
营业外收支净额(万元),2328,1615,814,3843,2745,1623,425,3690,2730,1541,532,4454,1738,1051,490,2312,1376,1008,313,2132,1646,1164,298,2420,1982,1237,1922,1902,2523,
利润总额(万元),18026,12146,2821,26205,16874,11136,2677,24304,14976,10174,2555,19812,11179,6606,1399,11694,8273,5902,1705,11138,9729,5764,821,10055,9354,5619,8548,7503,6402,
净利润(万元),15598,10816,2597,23541,14888,9694,2386,22002,13571,9090,2309,17763,9842,5832,1247,10365,7536,5233,1478,9743,8412,4974,710,8693,7311,4496,7449,6753,5914,
净利润(扣除非经常性损益后)(万元),15402,10630,2500,22660,14318,9519,2341,21376,13364,8927,2215,11644,--,5528,--,9968,--,5022,--,9207,--,4714,--,7459,--,4058,0,0,--,
经营活动产生的现金流量净额(万元),-3450,-15681,-15061,24794,-25505,-21711,-13091,15138,-23310,-18228,-621,-1484,-24758,-22312,-11881,-11133,-35438,-28844,-18918,311,-18179,-19974,-6037,-15062,-16095,-7085,2239,6058,3072,
现金及现金等价物净增加额(万元),-12778,-37264,-28140,6378,-23849,-38977,-31695,1158,-36892,-37071,-17626,-9507,-21565,-22454,-15366,18858,12056,-23629,-20339,9192,-690,-7739,-11561,11349,12585,-12579,4369,6082,1645,
总资产(万元),481917,449689,432316,467797,450966,417230,390509,402502,402713,395963,378336,391513,263167,250432,229277,235658,245642,190797,186781,187165,196546,189659,147488,148963,153517,125908,132061,97202,76193,
流动资产(万元),371105,338816,320957,355751,338284,304752,277427,295707,295008,287421,269580,282704,213755,201849,180894,188043,199684,146028,142351,148112,160329,153861,111940,113120,117057,91072,98129,65428,55269,
总负债(万元),197708,170633,156944,194970,187582,159751,135946,150312,161315,159033,148154,158955,99170,90416,73823,77114,89885,78053,77775,79626,90938,87489,49582,49766,55703,85829,93478,66068,51813,
流动负债(万元),166645,139532,125732,163799,154378,156583,132642,147042,155605,153305,142388,153154,98585,89822,73220,76502,89264,77423,77136,78978,90245,86787,49582,49766,53859,81088,87093,56590,45956,
股东权益不含少数股东权益(万元),282860,277982,274351,271754,262765,257228,254291,251904,241089,236608,229828,232163,163563,159553,154968,158037,155208,112172,108406,106939,105609,102171,97906,99197,97814,40079,38583,31134,24381,
净资产收益率加权(%),5.61,3.9,0.95,9.03,5.79,3.79,0.94,9.17,5.72,3.88,1.04,9.27,6.15,3.67,0.79,8.47,6.81,4.78,1.37,9.5,8.22,4.92,0.71,13.73,--,0,21.37,24.33,38.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
