报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.13,-0.07,-0.03,0.01,0.01,0.01,-0.02,-0.11,0.04,0.06,0.01,0.1,0.16,0.1,0.06,0.17,0.12,0.07,0.02,0.12,0.09,0.07,0.06,0.3,0.22,0.17,0.32,0.36,0.22,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.93,2.88,2.84,2.78,2.73,2.68,2.63,2.61,2.58,2.56,5.09,5.03,4.95,3.23,3.06,2.74,2.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.12,-0.01,-0.09,0.22,-0.11,-0.1,-0.04,0.09,0.01,0,-0.06,0.2,0.17,0.23,0.32,0.23,0.27,
主营业务收入(万元),22401,15766,7259,38025,27946,18874,8267,36709,28722,20691,9267,30861,23891,16300,8146,29808,23566,14165,5612,21810,15754,10868,4079,17271,12383,8339,16411,16496,10449,
主营业务利润(万元),4371,3266,1443,8281,6445,4324,1579,8950,7978,5899,1921,8630,7295,5121,2547,9333,6874,4435,1356,7180,5385,3933,1504,5720,4105,2952,5719,5842,4390,
营业利润(万元),-5505,-3137,-1521,-2135,240,105,-673,-5230,1403,1933,88,1209,3128,2353,1226,4157,3164,1862,442,3066,2526,1956,761,2084,2018,1558,2666,3279,1655,
投资收益(万元),-3655,-2345,-1094,-1440,-352,204,-223,-1304,-279,-103,--,-46,2,2,--,-6,0,0,--,--,--,--,--,--,--,0,--,0,30,
营业外收支净额(万元),622,347,144,3028,622,405,212,1259,712,482,175,1279,950,344,281,295,118,77,56,184,-24,-41,23,1059,97,90,318,--,36,
利润总额(万元),-4883,-2790,-1378,893,862,510,-461,-3971,2115,2415,263,2488,4078,2697,1507,4452,3283,1939,498,3251,2502,1915,783,3143,2115,1648,2984,3422,1691,
净利润(万元),-4989,-2908,-1383,521,325,230,-604,-3528,1297,1785,136,2125,3343,2182,1227,3637,2533,1593,463,2587,1971,1509,645,2584,1732,1365,2525,2790,1381,
净利润(扣除非经常性损益后)(万元),-5573,-3229,-1525,-2325,-212,-146,-767,-4985,671,1361,-5,1537,--,1937,--,3563,--,1530,--,2426,--,1547,--,1580,0,1284,2342,2698,1306,
经营活动产生的现金流量净额(万元),-545,-1311,-1033,1341,-2187,-1900,-2953,5457,1878,683,483,175,-2501,-135,-1847,4666,-2385,-2114,-753,1931,125,38,-690,2116,1846,1824,2553,1844,1904,
现金及现金等价物净增加额(万元),2886,-2243,-716,-29849,-27362,-26871,-27938,57555,2811,9622,591,-1315,-4500,-731,-2580,-4356,-3342,-4355,-2813,-8837,-6395,-4703,-2137,17512,27886,2341,-269,1295,-1140,
总资产(万元),182755,175499,177379,173698,176248,174244,171706,196651,144432,135600,121973,115265,104265,103576,100368,99069,96160,89279,82582,82521,78519,75855,73587,72192,78677,51550,46464,42522,33931,
流动资产(万元),94796,86437,88586,86533,89621,87662,86094,112149,59721,68616,56604,49449,49196,48918,45810,44924,49216,45809,44670,44392,47090,43182,43703,42917,51159,24405,20226,17580,14188,
总负债(万元),69170,59798,60258,55194,57925,56144,54555,78981,77913,67944,56222,49666,36398,36837,34609,34526,32246,27080,21594,21959,18529,16376,15659,14956,22345,22393,18732,17542,17680,
流动负债(万元),63883,52376,52717,47518,48609,46614,46512,70845,66883,56811,44886,38226,26261,26682,24400,24300,23349,23154,17641,17977,14470,12503,12393,11837,19183,19225,15816,14786,11498,
股东权益不含少数股东权益(万元),108466,110547,112072,113455,113259,113163,112329,112934,60687,61882,60232,60097,62798,61637,60682,59455,58375,57436,56273,55842,55227,54765,54436,53791,52938,25819,24455,21930,15195,
净资产收益率加权(%),-4.5,-2.6,-1.22,0.46,0.29,0.2,-0.54,-6.08,2.14,2.93,0.23,3.55,5.47,3.6,2.04,6.31,4.44,2.81,0.83,4.72,3.57,2.77,1.19,7.97,0,5.43,10.89,14.72,11.64,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
