报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.15,0.09,0.06,0.2,0.19,0.12,0.04,0.32,0.27,0.2,0.07,0.61,0.44,0.26,0.09,0.88,0.64,0.43,0.16,0.92,0.62,0.12,0.44,0.39,0.4,
每股净资产(元),3.99,3.92,5.9,5.85,5.85,5.8,5.8,5.75,5.74,5.66,5.71,5.62,5.42,5.21,7.67,7.44,7.2,6.96,3.06,2.9,2.58,--,2.07,1.71,1.29,
每股经营活动产生的现金流量净额(元),0.36,0.25,0.44,0.18,0.25,0.04,-0.06,0.78,0.66,0.49,-0.13,1.27,0.48,0.29,0.14,-1.53,0.18,0.01,-0.03,1.23,0.58,-0.03,1.18,0.41,0.8,
主营业务收入(万元),161383,106227,53496,274166,223073,149919,68140,236642,158369,99947,45578,202124,150254,91087,37709,124403,86517,54555,25061,107800,77519,22318,65576,70352,--,
主营业务利润(万元),27449,17192,7998,35778,28491,19383,9171,39057,29676,20568,9905,44718,34280,21293,9301,35188,25915,16961,7489,31403,22226,6766,20177,17048,-39748,
营业利润(万元),4920,2416,472,5526,5624,3603,1354,8220,6328,4669,1552,13389,9966,6132,1504,10281,8025,4926,1850,10678,7786,1810,6088,5089,4860,
投资收益(万元),27,99,-9,1494,1011,209,17,-385,241,143,36,221,-91,-36,-62,561,345,217,117,356,293,71,108,287,122,
营业外收支净额(万元),1397,1264,961,1151,749,560,309,1060,634,544,291,2059,1166,535,221,2062,502,237,126,1174,456,239,296,87,-2,
利润总额(万元),6317,3680,1432,6677,6373,4164,1663,9280,6961,5213,1843,15447,11132,6667,1725,12342,8527,5162,1976,11852,8242,2050,6384,5176,4857,
净利润(万元),3639,2171,908,3361,3227,1979,682,5336,4468,3366,1091,10105,7315,4330,960,8256,5691,3459,1298,7340,4928,963,3555,3110,3222,
净利润(扣除非经常性损益后)(万元),--,1363,--,2148,--,1557,--,4463,--,2947,--,8559,--,3876,--,6637,--,3281,1201,6612,4676,778,3423,3034,3230,
经营活动产生的现金流量净额(万元),8872,6037,7203,2884,3986,590,-999,13062,10995,8227,-2144,21228,8089,4901,1508,-16360,1974,110,-237,9868,4610,-270,9410,3286,6538,
现金及现金等价物净增加额(万元),1276,1108,6210,-9672,-7858,-11365,-4678,-10269,-3181,2348,1193,5728,951,1445,4698,31474,32993,40425,-2484,7823,4259,1005,3312,670,4451,
总资产(万元),165821,165626,167159,159604,165279,163407,151385,149169,156350,148980,154535,141662,140632,155928,131607,124146,103044,100402,54342,57842,55150,--,42572,36972,30527,
流动资产(万元),99419,99772,101675,95910,107704,109031,99962,97567,113792,108804,116355,104241,109693,126108,103239,97324,78070,78492,32715,36082,31812,--,26946,22549,22012,
总负债(万元),47716,49085,49866,43244,49107,46010,34403,33095,40563,36534,41926,36685,39454,59221,37391,37016,18660,19876,24313,29891,27235,--,20442,18856,16955,
流动负债(万元),38765,40119,40877,36221,42414,45374,33763,32474,39927,36054,41498,36351,39414,59181,37351,36976,18660,19876,24313,29891,27235,--,20442,18856,16955,
股东权益不含少数股东权益(万元),97157,95645,95896,94981,95089,97203,97087,96260,96208,94816,95381,93860,90604,87089,85427,79585,77001,74525,24506,23233,20680,--,16557,13655,10308,
净资产收益率加权(%),3.8,2.27,0.99,3.51,3.37,2.1,0.71,5.61,4.68,3.51,--,11.55,8.57,5.17,1.12,16.09,13.53,13.86,5.43,37.02,25.91,5.61,23.01,25.47,33.85,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
