报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,
基本每股收益(元),0.21,0.16,0.01,-0.07,-0.01,-0.02,-0.01,0.19,0.14,0.06,0.02,-0.22,-0.22,-0.17,-0.03,0.13,0.23,0.19,0.13,0.38,0.25,0.21,0.12,0.22,0.21,0.14,0.02,-0.87,-0.37,-0.05,-0.03,0.22,0.23,0.24,0.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,1.53,--,--,--,1.65,--,--,2.27,2.25,2.25,2.31,2.49,2.52,2.62,2.59,2.62,2.49,2.35,2.31,2.26,2.13,2.13,2.06,1.95,1.92,2.43,2.75,2.86,2.92,2.92,2.94,2.84,2.68,2.57,2.56,2.64,2.66,2.67,2.66,2.78,2.63,2.44,2.29,2.26,2.15,2.09,2.03,2,1.96,1.95,1.91,1.86,1.89,1.9,1.92,1.86,1.8,1.78,1.75,1.75,1.75,1.75,1.69,1.69,1.6,1.55,1.41,1.38,1.25,1.09,1,
每股经营活动产生的现金流量净额(元),--,--,--,0.37,--,--,--,0.51,--,--,0.45,-0.22,0.14,-0.15,-0.38,0.35,0.11,0.16,-0.14,0.59,0.23,0.05,-0.05,0.51,0.17,0.37,0.25,-0.47,-0.46,-0.11,0.03,0.25,0.28,0.19,0.11,0.28,0,0,--,0.59,0,0,0,0.68,0,0,0,0.37,0,0,0,0.32,0,0.15,--,0.39,0,0.41,0.13,0.43,--,0.26,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),6155790,4215245,1963032,10218286,7671882,5137428,2411350,11553983,8635645,5711092,2885730,9307225,6915272,4647259,2355022,9560125,7374310,4952499,2463386,7759119,5517968,3615143,1873941,5172273,3426407,2120468,907295,6031057,4986397,3290776,1602033,5540469,3955892,2688343,1284430,5047944,3714195,2342328,1133409,4589781,3364446,2188647,1065050,3940253,2812662,1777814,837036,2956714,2164703,1413907,686653,2232290,1525006,952302,386801,2019740,976010,2046758,963932,1438648,596542,1108085,451122,1212726,589069,1220377,607492,1206149,584981,946426,430557,826488,--,517710,
主营业务利润(万元),525757,385765,90076,273469,251351,170236,76807,507568,368894,216772,112642,124012,55645,18721,47177,454985,465507,336224,213840,637892,410796,287952,161125,474473,374472,243131,71070,-634017,-386424,-96938,-5198,375732,300677,285266,--,187564,108350,77219,21118,352701,358633,314576,192168,665498,457876,284847,143233,370049,250296,147061,89179,297986,198925,118476,27640,177615,100614,276838,143026,263436,114748,155317,62495,81867,33367,133145,85791,240130,141902,184985,0,107210,--,117390,
营业利润(万元),291913,224268,6316,-103766,-25192,-16387,-6030,192216,139494,64164,25382,-225630,-223747,-169513,-24321,126038,219151,181838,119967,354089,227083,188763,114534,205789,201255,126972,14619,-1036467,-570963,-206509,-43407,211844,228789,249308,126149,8880,-32722,-17973,-21749,172316,230231,230318,148914,480818,331669,198705,95198,174264,114607,59890,37923,109652,61171,29545,-16072,23840,27808,116522,59196,98592,33249,13797,-9440,88593,0,139701,0,263563,0,0,0,107210,--,113030,
投资收益(万元),49985,33878,8165,5415,-2430,-6572,-3084,12067,6201,816,-642,2923,3012,472,3201,14334,16917,17756,9747,65150,50818,38585,19401,52640,34036,18079,9461,13299,27248,28510,20858,154933,112465,78553,22566,67381,43732,24383,10537,-3938,-159,-11609,-12542,7254,948,1565,459,1757,1279,-118,210,5837,7964,1845,261,1395,-1017,-1775,-1954,899,-341,2787,1874,3377,1396,3630,1509,2100,1584,2383,0,1662,--,2010,
营业外收支净额(万元),-286,-254,-135,12351,9422,-489,-747,47071,-3835,-3232,-1256,22332,13371,13648,-726,3191,202,-1257,-653,-8714,-901,-510,-307,7836,8252,8,8839,234239,222165,--,--,266,--,--,--,-20108,0,0,-1730,-17940,0,0,0,-18766,0,0,0,-18361,0,-1316,-405,-11865,-8365,-4636,0,-15884,0,-7229,-7730,12434,0,0,0,0,-4392,0,-3989,-14079,-14414,-9375,0,0,--,--,
利润总额(万元),291628,224015,6181,-91415,-15769,-16876,-6777,239287,135658,60932,24126,-203297,-210375,-155865,-25047,129229,219353,180581,119315,345374,226182,188253,114226,213625,209506,135356,23458,-802228,-348798,-44894,-18860,212109,222754,245224,123902,84367,1801,1705,-12942,213721,216290,204264,130908,469306,313743,183034,89087,157660,111336,58457,37728,103624,60770,26755,-15874,9351,17961,108065,49513,87624,28326,25279,1906,84406,36894,136470,93177,251584,143700,177993,90916,102788,--,64110,
净利润(万元),224570,173117,5218,-71643,-15211,-16491,-7297,200355,100421,43802,17271,-154847,-160938,-119449,-19012,94441,165158,138153,91161,270373,179176,149393,89502,156161,153787,98724,16407,-624541,-267927,-37277,-20036,159211,165718,175190,106521,73685,-6027,-2756,-15428,170463,174896,165052,107529,397127,261375,153120,73636,138556,91113,47168,30848,90897,48743,20337,-16595,7160,14060,90393,41430,73781,23790,23712,2730,72647,31793,114482,79355,212680,120773,149347,77278,87009,--,44310,
