报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,2000-06-30,
净利润(扣除非经常性损益后)(万元),20382,10928,4199,24819,18602,9756,2711,20383,14933,7664,1443,10940,--,4504,--,2915,--,2056,--,3777,--,2246,--,3184,--,1605,0,3020,0,1588,0,2799,0,1357,--,2242,0,1048,0,1292,0,716,0,0,0,--,
经营活动产生的现金流量净额(万元),22312,10282,16,25331,5702,8971,4385,23298,-1166,-2813,1562,12468,3876,2332,2500,8454,5259,2792,2105,4759,5057,3046,2464,8170,5399,3977,2840,6430,4156,2099,1525,4069,3388,2013,488,4246,2358,1078,1070,3723,1382,1090,2482,0,0,--,
现金及现金等价物净增加额(万元),-13636,-10766,-5205,-13949,-19429,-3316,-945,3621,-14003,-11018,4333,21684,-6032,-5499,1127,2435,1729,582,1893,-1889,802,53,2210,-130,-1601,-873,720,-1914,-2616,198,-423,6190,10477,10154,13915,-956,-967,-1307,-1048,2197,7532,8217,-911,0,0,--,
总资产(万元),393069,370302,357402,348999,335380,323305,314883,307801,289074,281982,284567,272515,142639,142240,53591,51546,51471,50637,50866,51900,52588,50132,50467,48949,48082,47313,47989,49021,50778,50593,47154,47886,47955,46317,48012,34504,33541,32355,31054,31317,30823,30158,20117,16777,14660,--,
流动资产(万元),210720,192902,183832,176317,176617,177352,171411,167430,154419,149508,155818,146140,103578,103461,24519,22969,23626,22191,21576,23138,23349,21552,21710,19825,18769,18291,18762,19453,21143,24192,21580,22676,26063,24975,26629,12845,12624,11735,10530,12053,17071,17628,9009,8642,7877,--,
总负债(万元),112117,100579,89951,86516,80732,78031,74755,72624,62155,62982,68980,69317,28437,34041,6588,5146,5481,5248,5089,7195,8103,6744,6863,6440,6363,6598,7035,8573,10708,11557,7930,9181,9607,9007,10354,11305,10862,10750,9667,10250,9765,9630,10049,8031,7167,--,
流动负债(万元),49996,46773,38818,38348,35286,35033,33549,30511,23911,25220,31666,31781,20449,23712,5359,3887,4181,3906,3705,5770,6637,5389,5470,5210,5454,5665,6150,7695,10109,10957,7853,9104,9530,7430,7780,8731,8108,8003,6420,7003,5818,7103,6692,5910,6658,--,
股东权益不含少数股东权益(万元),280281,268951,266646,261640,254649,245274,240128,235177,226919,218999,214987,198385,112703,106724,45542,44962,44596,44024,44430,43374,43164,41885,42153,41099,40335,39364,39624,39184,38770,37752,37974,37491,36795,35803,36147,21746,21298,20377,20240,19740,19811,19338,8986,7792,6525,--,
净资产收益率加权(%),9.74,4.99,2.07,12.25,9.2,5.45,2.08,12.36,8.79,5.24,2,12.89,10.05,4.63,1.28,6.98,6.14,4.83,2.41,8.96,8.44,5.44,2.53,8.52,--,4.19,0,7.97,0,4.23,1.27,9.34,0,4.72,--,12.52,0,6.56,0,8.98,0,7.66,20.55,21.96,22.46,4.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
