报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.07,0.05,0.01,0.08,0.19,0.13,0.06,0.53,0.44,0.3,0.05,0.94,0.82,0.53,0.94,0.36,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.89,4.87,4.34,3.4,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.17,0.48,1.04,0.26,--,
主营业务收入(万元),144919,91187,37945,183727,137467,87349,32774,176356,133554,84941,30489,150903,114179,71780,138324,102291,76922,
主营业务利润(万元),28074,18060,6923,34966,28479,18860,7278,37266,26914,17121,5958,34465,25375,16322,27772,19350,11764,
营业利润(万元),2777,1888,-16,2262,7404,4970,1130,9719,8472,5668,242,13285,11019,6964,11961,4776,5120,
投资收益(万元),--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,
营业外收支净额(万元),307,97,87,653,394,350,127,1191,683,621,623,524,98,19,108,32,59,
利润总额(万元),3084,1985,70,2915,7798,5319,1257,10909,9155,6289,866,13810,11117,6983,12068,4807,5178,
净利润(万元),2580,1689,181,2814,6516,4460,1120,9233,7659,5231,718,11320,9135,5770,10154,3887,4481,
净利润(扣除非经常性损益后)(万元),2423,1629,132,2297,6222,4196,1018,8393,7162,4763,248,10886,--,5754,10064,7213,2734,
经营活动产生的现金流量净额(万元),2128,3272,693,-7556,-14330,-5774,-11376,2799,-5984,775,-3026,-1465,-2438,5216,11257,2834,2951,
现金及现金等价物净增加额(万元),-11352,-1813,2983,-7495,-15543,-4124,-14646,-17112,-28557,-8925,-14175,26482,28346,-1472,9328,7286,3427,
总资产(万元),239361,242051,238976,239257,230458,224212,211644,201141,194368,193572,177884,179558,181581,134725,119364,84725,53539,
流动资产(万元),140770,143225,141932,143555,136292,131804,121710,113951,113533,119174,104903,114801,123435,80399,73372,54754,36685,
总负债(万元),141162,132960,131528,132018,118725,115437,104887,95330,89000,90404,72155,74475,78702,78846,69300,45115,29134,
流动负债(万元),128404,120181,118663,119146,105701,103663,97903,88656,83766,85171,66770,69040,73357,73501,68994,41315,29134,
股东权益不含少数股东权益(万元),94524,105432,103924,103743,107446,105389,103900,102778,101899,99472,102159,101440,99251,52605,46835,36681,23506,
净资产收益率加权(%),2.52,1.65,0.17,2.76,6.18,4.25,1.08,9.06,7.5,5.09,0.71,16.91,16.25,11.6,24.32,13.83,22.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
