报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.33,0.28,0.12,0.51,0.32,0.27,0.12,0.81,--,0.33,0.16,1.01,0.78,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,2.28,--,2.45,1.75,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.29,--,0.89,0.52,--,--,
主营业务收入(万元),140201,101690,52258,191965,133876,99511,55297,240592,--,122908,65232,285543,264893,153500,60483,
主营业务利润(万元),61367,45936,22901,77228,54330,39536,20957,95624,--,48206,24921,114077,100415,48709,16353,
营业利润(万元),24739,21366,10293,37165,21901,19529,8891,52247,--,22742,11704,59988,47686,25376,7836,
投资收益(万元),134,134,134,52,--,0,--,--,--,--,--,--,--,--,3,
营业外收支净额(万元),2553,1878,-81,4599,3751,2713,994,4465,--,481,-194,2703,1210,251,31,
利润总额(万元),27291,23243,10212,41764,25651,22242,9885,56711,--,23223,11510,62691,48897,25627,7867,
净利润(万元),20452,17430,7659,31224,19148,16393,7613,42349,24887,17398,8651,52797,40784,22238,7929,
净利润(扣除非经常性损益后)(万元),18437,15921,7596,27736,16335,14360,6868,39000,22783,17037,8806,50485,39732,22019,7895,
经营活动产生的现金流量净额(万元),40379,33000,-28350,9699,12282,19576,-12220,20206,8273,15313,-16498,46820,27501,15414,1750,
现金及现金等价物净增加额(万元),-19783,19217,-34572,19987,41639,54758,56692,-8921,--,-988,-28052,33961,-327,11315,14138,
总资产(万元),418351,430359,441526,420567,365829,369967,381977,275475,271114,285079,--,254132,192157,135280,63568,
流动资产(万元),287928,316939,354632,344357,289462,294984,305825,209715,--,219068,--,189677,129910,95722,48240,
总负债(万元),192775,207777,210295,196995,154332,161225,154385,143687,143662,165117,--,125318,100391,77997,45464,
流动负债(万元),110753,125780,128322,115047,154332,161225,154385,143687,--,165117,--,125318,100391,77997,45464,
股东权益不含少数股东权益(万元),225576,222582,231231,223572,211496,208741,227591,131788,127451,119962,--,128814,91767,57283,18104,
净资产收益率加权(%),8.52,7.5,3.37,14.56,9.09,7.68,3.92,33.34,--,13.99,6.5,50.26,55.11,76.1,56.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
