报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.28,0.19,0.07,0.44,0.27,0.19,0.07,0.36,0.24,0.15,0.04,0.32,0.18,0.11,0.04,0.21,0.14,0.08,
每股净资产(元),5.69,4.29,4.27,4.2,4.19,4.05,4.01,3.94,3.82,3.79,3.68,3.64,3.51,3.44,1.97,1.93,1.72,1.18,
每股经营活动产生的现金流量净额(元),0.03,-0.05,-0.07,0.08,0,-0.03,-0.05,0.09,0.12,0.13,0.03,0.12,0.04,0.04,-0.02,0.37,0.24,0.17,
主营业务收入(万元),51123,24086,11632,44775,26750,17628,7567,32550,21978,13951,5502,25737,18525,11957,5502,18307,9002,4938,
主营业务利润(万元),16315,9702,4317,20329,12895,8761,3635,16712,11739,7463,2691,14822,10544,6750,2913,10896,5280,2713,
营业利润(万元),7655,4997,1904,11455,7411,5297,1915,9681,7533,4843,1378,7450,4978,2668,985,5094,2695,804,
投资收益(万元),17,--,--,245,-41,37,--,0,--,--,0,--,--,--,--,--,18,8,
营业外收支净额(万元),2700,1552,532,4552,1964,1265,399,2160,762,180,1,2158,33,22,0,39,261,196,
利润总额(万元),10355,6548,2435,16007,9376,6562,2314,11841,8295,5024,1378,9608,5011,2690,985,5134,2956,1001,
净利润(万元),9283,6067,2159,14008,8552,6001,2138,11604,7789,4692,1262,9050,4819,2540,923,5155,2971,1108,
净利润(扣除非经常性损益后)(万元),--,5992,--,13559,--,5884,--,11439,--,4732,0,8374,--,2518,923,5116,2692,902,
经营活动产生的现金流量净额(万元),1075,-1579,-2246,2689,109,-860,-1745,2893,3892,4147,826,3954,1334,1347,-420,8779,5767,2927,
现金及现金等价物净增加额(万元),12275,-4344,517,-11959,-6373,-9303,-5287,-13939,-6631,-7692,-3612,29202,26206,58255,-2798,1599,-1960,4345,
总资产(万元),422381,237350,237729,236998,180475,171306,165932,165769,163130,156230,155000,154544,144904,170855,106304,104695,70415,36446,
流动资产(万元),91660,50231,51995,55313,42866,34117,44706,46886,53327,46941,52827,57089,50419,80603,16364,14305,13640,9733,
总负债(万元),188311,95126,96233,97800,40999,39981,35734,37622,38527,32664,34853,38016,32600,60827,58875,58182,29027,15975,
流动负债(万元),117697,66496,66629,82775,33192,33153,27732,29315,26922,27005,28334,28747,21548,35733,32116,31657,15379,7118,
股东权益不含少数股东权益(万元),220482,141289,140463,138097,137839,129514,128239,126101,122304,121127,117696,116435,112204,109924,47317,46394,41238,20321,
净资产收益率加权(%),6.18,4.31,1.55,10.62,6.53,4.65,1.68,9.49,6.47,3.95,1.08,11.12,6.97,5.33,1.97,11.77,9.45,7.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
