,名字,行业,地区,流通股本,总股本(万),总资产(万),流动资产,固定资产,每股净资,市净率,上市日期,平均利润,价格,平均市盈率
806,银河生物,生物制药,广西,69845.0,109991.0,260807.63,169556.0,37987.0,1.83,15.5,19980416,2080.0,0.0,0.0
829,天音控股,其他商业,江西,94679.0,94690.0,1136601.63,1020466.0,35112.0,2.18,5.6,19971202,773.0,0.0,0.0
836,鑫茂科技,软件服务,天津,29249.0,40282.0,306381.53,226818.0,53470.0,3.51,6.6,19970929,-3710.0,0.0,-0.0
876,新 希 望,饲料,四川,172831.0,208412.0,3567748.0,1190144.0,647630.0,9.02,2.1,19980311,187519.0,0.0,0.0
893,东凌粮油,食品,广东,39207.0,75690.0,1055514.0,501669.0,177590.0,5.31,3.3,19981224,-9646.0,0.0,-0.0
901,航天科技,航空,黑龙江,32362.0,32362.0,217831.27,154841.0,19924.0,4.21,12.6,19990401,3951.0,0.0,0.0
925,众合科技,专用机械,浙江,30134.0,32408.0,397005.13,215134.0,26843.0,3.7,5.0,19990611,-3393.0,0.0,-0.0
929,兰州黄河,啤酒,甘肃,18563.0,18577.0,165682.16,122581.0,30674.0,4.12,3.0,19990623,4167.0,0.0,0.0
968,煤 气 化,煤炭开采,山西,51375.0,51375.0,1354614.63,269757.0,858448.0,1.67,5.2,20000622,-43382.0,0.0,-0.0
973,佛塑科技,塑料,广东,77240.0,96742.0,548566.31,251761.0,115678.0,2.08,6.2,20000525,9310.0,0.0,0.0
980,金马股份,电器仪表,安徽,52814.0,52814.0,305193.06,231808.0,46696.0,3.88,1.6,20000616,3618.0,0.0,0.0
981,银亿股份,区域地产,甘肃,257432.0,257702.0,2697778.25,2349852.0,123547.0,1.93,3.9,20000622,65521.0,0.0,0.0
982,中银绒业,纺织,宁夏,129393.0,180504.0,1514038.5,841036.0,272526.0,2.35,2.0,20000706,21628.0,0.0,0.0
995,*ST皇台,白酒,甘肃,17740.0,17741.0,56644.63,34399.0,11102.0,0.66,21.4,20000807,-1949.0,0.0,-0.0
2003,伟星股份,服饰,浙江,35194.0,40777.0,220275.97,101199.0,92883.0,4.4,4.3,20040625,20477.0,0.0,0.0
2006,精功科技,工程机械,浙江,29411.0,45516.0,152011.81,101088.0,27024.0,1.88,7.8,20040625,-12672.0,0.0,-0.0
2011,盾安环境,工程机械,浙江,83982.0,84343.0,1028362.19,408685.0,153873.0,4.2,4.0,20040705,21191.0,0.0,0.0
2012,凯恩股份,造纸,浙江,46763.0,46763.0,163191.69,82076.0,67025.0,2.53,4.1,20040705,4705.0,0.0,0.0
2014,永新股份,塑料,安徽,32323.0,32576.0,196131.95,117167.0,64140.0,4.79,4.3,20040708,16984.0,0.0,0.0
2018,华信国际,农药化肥,安徽,47017.0,119886.0,491408.25,243766.0,65345.0,2.21,20.0,20040713,8754.0,0.0,0.0
2020,京新药业,化学制药,浙江,23165.0,28645.0,212650.59,116642.0,58345.0,5.24,6.2,20040715,6770.0,29.5,125.0
2031,巨轮智能,汽车配件,广东,66988.0,73313.0,448908.09,317403.0,96987.0,4.05,4.2,20040816,14456.0,0.0,0.0
2033,丽江旅游,旅游景点,云南,42269.0,42269.0,267549.75,137548.0,86362.0,4.85,3.7,20040825,15535.0,14.92,41.0
2040,南 京 港,港口,江苏,24587.0,24587.0,107514.95,8394.0,35531.0,2.65,5.7,20050325,2169.0,0.0,0.0
2044,江苏三友,服饰,江苏,27782.0,121074.0,393036.88,146488.0,54851.0,2.37,13.0,20050518,3475.0,0.0,0.0
2048,宁波华翔,汽车配件,浙江,46039.0,53005.0,990964.38,512854.0,186588.0,8.21,2.1,20050603,37267.0,0.0,0.0
2049,同方国芯,元器件,河北,48102.0,60682.0,393068.56,210720.0,29563.0,4.62,13.0,20050606,23939.0,0.0,0.0
2052,同洲电子,通信设备,深圳,55758.0,68296.0,262987.56,174243.0,33694.0,1.26,11.3,20060627,-6312.0,0.0,-0.0
2053,云南盐化,化工原料,云南,18585.0,27916.0,478661.16,160552.0,156242.0,6.7,3.9,20060627,-2415.0,0.0,-0.0
2065,东华软件,软件服务,北京,133773.0,156456.0,1030940.31,720727.0,47819.0,4.83,5.2,20060823,79290.0,0.0,0.0
2071,长城影视,影视音像,江苏,31394.0,52543.0,272005.69,137032.0,8325.0,1.77,10.3,20061012,5068.0,0.0,0.0
2080,中材科技,化纤,江苏,40000.0,40000.0,859863.88,549087.0,217399.0,6.89,3.7,20061120,12936.0,21.0,65.0
2082,栋梁新材,铝,浙江,19223.0,23800.0,162556.59,109587.0,45677.0,5.65,1.8,20061120,10183.0,0.0,0.0
2089,新 海 宜,通信设备,江苏,47649.0,68733.0,452325.56,234559.0,80801.0,2.72,8.0,20061130,10989.0,0.0,0.0
2103,广博股份,文教休闲,浙江,17110.0,30512.0,194439.34,71160.0,27236.0,5.21,3.4,20070110,2090.0,0.0,0.0
2112,三变科技,电气设备,浙江,18116.0,20160.0,153846.81,115033.0,22364.0,2.39,8.0,20070208,1404.0,0.0,0.0
2147,方圆支承,机械基件,安徽,21881.0,25852.0,137698.34,48946.0,58470.0,3.08,5.8,20070808,-905.0,0.0,-0.0
2164,宁波东力,电气设备,浙江,40512.0,44562.0,172823.75,68239.0,65639.0,2.39,4.3,20070823,-1159.0,0.0,-0.0
2174,游族网络,互联网,福建,8800.0,27571.0,194209.25,70413.0,74698.0,4.5,19.9,20070925,13302.0,0.0,0.0
2188,新 嘉 联,元器件,浙江,12499.0,29958.0,31394.84,22363.0,8193.0,1.84,24.1,20071122,-693.0,31.5,-1362.0
2201,九鼎新材,玻璃,江苏,21767.0,25574.0,211884.3,66615.0,75139.0,3.43,4.7,20071226,1073.0,0.0,0.0
2207,准油股份,石油开采,新疆,17857.0,23918.0,105385.05,50349.0,22615.0,2.32,9.2,20080128,1044.0,0.0,0.0
2208,合肥城建,区域地产,安徽,31685.0,32010.0,706080.13,694756.0,6773.0,4.53,5.5,20080128,16162.0,19.09,38.0
2209,达 意 隆,轻工机械,广东,12933.0,19524.0,159316.2,102298.0,43290.0,3.29,7.0,20080130,2205.0,0.0,0.0
2211,宏达新材,橡胶,江苏,26630.0,43248.0,115634.13,73250.0,20970.0,1.82,7.0,20080201,-28673.0,0.0,-0.0
2219,恒康医疗,中成药,甘肃,150843.0,189126.0,493609.41,250037.0,97827.0,2.02,7.4,20080306,16694.0,0.0,0.0
2228,合兴包装,广告包装,福建,34750.0,37249.0,290963.34,166525.0,75274.0,4.15,4.1,20080508,9346.0,0.0,0.0
2231,奥维通信,通信设备,辽宁,21182.0,35680.0,87204.46,77628.0,4598.0,1.8,9.1,20080512,355.0,0.0,0.0
2246,北化股份,化工原料,四川,41369.0,41369.0,159032.34,82010.0,55178.0,2.75,5.1,20080605,4451.0,0.0,0.0
2258,利尔化学,农药化肥,四川,20244.0,20244.0,229507.22,77882.0,114092.0,6.28,4.3,20080708,9471.0,0.0,0.0
2261,拓维信息,互联网,湖南,30625.0,55758.0,208330.98,86366.0,9329.0,3.85,10.3,20080723,4405.0,0.0,0.0
2269,美邦服饰,服饰,上海,251250.0,252600.0,727992.81,410100.0,181796.0,1.33,5.1,20080828,46690.0,0.0,0.0
2286,保龄宝,食品,山东,26578.0,36926.0,185877.3,63043.0,63987.0,3.99,3.6,20090828,4439.0,0.0,0.0
2312,三泰控股,电脑设备,四川,53919.0,91873.0,393829.78,191677.0,90498.0,1.88,15.0,20091203,7909.0,0.0,0.0
2326,永太科技,化工原料,浙江,53182.0,79870.0,321469.16,137022.0,83697.0,2.26,9.6,20091222,5585.0,0.0,0.0
2349,精华制药,中成药,江苏,19767.0,28020.0,180850.13,107266.0,41985.0,5.67,6.7,20100203,4143.0,0.0,0.0
2363,隆基机械,汽车配件,山东,29867.0,29880.0,229342.95,120211.0,85473.0,4.5,4.7,20100305,4554.0,0.0,0.0
2373,千方科技,软件服务,北京,21704.0,55219.0,257230.17,201910.0,3538.0,2.22,21.2,20100318,2076.0,0.0,0.0
2379,鲁丰环保,铝,山东,68300.0,92640.0,231103.41,155697.0,22519.0,1.42,3.0,20100331,-10601.0,0.0,-0.0
2383,合众思壮,通信设备,北京,13893.0,19733.0,233052.47,99265.0,10632.0,8.8,4.6,20100402,-176.0,0.0,-0.0
2409,雅克科技,化工原料,江苏,8253.0,16632.0,168001.59,108383.0,23168.0,7.98,2.8,20100525,7403.0,0.0,0.0
2427,尤夫股份,化纤,浙江,33347.0,39815.0,309576.28,149300.0,118742.0,5.3,3.8,20100608,4181.0,0.0,0.0
2433,太安堂,中成药,广东,67497.0,72666.0,472117.31,278507.0,71307.0,5.35,2.9,20100618,13575.0,0.0,0.0
2434,万里扬,汽车配件,浙江,49679.0,51000.0,441526.84,238987.0,60575.0,4.45,5.2,20100618,14307.0,0.0,0.0
2435,长江润发,机械基件,江苏,17897.0,19800.0,153793.86,90832.0,39872.0,4.42,2.3,20100618,4738.0,0.0,0.0
2443,金洲管道,钢加工,浙江,49104.0,52054.0,249833.75,148270.0,62342.0,3.76,5.0,20100706,9684.0,0.0,0.0
2450,康得新,化工原料,江苏,143100.0,160826.0,1474599.63,1049552.0,344577.0,4.1,9.3,20100716,69480.0,0.0,0.0
2460,赣锋锂业,小金属,江西,25550.0,37795.0,259808.45,114685.0,57685.0,4.78,12.7,20100810,7650.0,43.88,217.0
2465,海格通信,通信设备,广东,183245.0,214575.0,898231.63,554607.0,87555.0,2.86,5.9,20100831,34406.0,0.0,0.0
2473,圣莱达,家用电器,浙江,16000.0,16000.0,39724.59,19940.0,13038.0,2.35,14.1,20100910,466.0,0.0,0.0
2483,润邦股份,工程机械,江苏,36000.0,44374.0,492206.81,344980.0,87411.0,6.68,1.7,20100929,9886.0,0.0,0.0
2485,希努尔,服饰,山东,32000.0,32000.0,266961.75,106225.0,101160.0,6.08,2.5,20101015,5488.0,0.0,0.0
2512,达华智能,元器件,广东,42590.0,100049.0,290975.91,115556.0,42819.0,1.62,14.6,20101203,8237.0,0.0,0.0
2515,金字火腿,食品,浙江,19617.0,35967.0,143942.38,57623.0,41145.0,3.76,7.2,20101203,2595.0,0.0,0.0
2527,新时达,电器仪表,上海,35825.0,58977.0,312176.91,193435.0,44224.0,3.65,6.2,20101224,16826.0,0.0,0.0
2530,丰东股份,专用机械,江苏,26800.0,26800.0,97310.05,54127.0,20597.0,2.56,9.3,20101231,4196.0,0.0,0.0
2532,新界泵业,农用机械,浙江,22798.0,32127.0,160311.36,67642.0,52745.0,3.73,4.3,20101231,9840.0,0.0,0.0
2535,林州重机,工程机械,河南,32373.0,61668.0,727354.75,390994.0,144266.0,5.16,2.3,20110111,16125.0,0.0,0.0
2537,海立美达,机械基件,山东,30000.0,30123.0,287770.03,161264.0,66937.0,4.89,3.4,20110110,5177.0,0.0,0.0
2542,中化岩土,建筑施工,北京,35894.0,116500.0,360165.47,236812.0,61088.0,1.71,7.9,20110128,8827.0,0.0,0.0
2544,杰赛科技,软件服务,广东,50931.0,51576.0,291449.0,223663.0,53918.0,2.23,13.3,20110128,9129.0,0.0,0.0
2567,唐人神,饲料,湖南,41986.0,49320.0,357972.03,135414.0,126919.0,4.28,3.0,20110325,12836.0,0.0,0.0
2569,步森股份,服饰,浙江,13802.0,14001.0,79502.06,58482.0,15170.0,3.56,11.6,20110412,-1881.0,0.0,-0.0
2573,清新环境,环境保护,北京,106491.0,106560.0,556664.38,211682.0,198103.0,2.54,8.9,20110422,18504.0,0.0,0.0
2582,好想你,食品,河南,9514.0,14760.0,250846.05,100162.0,52682.0,9.56,1.6,20110520,8539.0,0.0,0.0
2608,*ST舜船,船舶,江苏,32281.0,37485.0,776129.38,486151.0,242755.0,-1.46,-6.0,20110810,-53456.0,0.0,-0.0
2612,朗姿股份,服饰,北京,10010.0,20000.0,288028.94,181285.0,34976.0,11.49,6.6,20110830,19542.0,0.0,0.0
2619,巨龙管业,水泥,浙江,9910.0,32001.0,364158.31,88519.0,34098.0,9.87,3.2,20110929,2013.0,0.0,0.0
2631,德尔未来,家居用品,江苏,64227.0,64937.0,174445.09,101074.0,31392.0,2.36,12.3,20111111,9788.0,0.0,0.0
2633,*ST申科,机械基件,浙江,8672.0,15000.0,76583.15,41751.0,23879.0,3.33,5.7,20111122,-2006.0,0.0,-0.0
2647,宏磊股份,电气设备,浙江,13793.0,21958.0,250556.47,200702.0,26628.0,4.52,5.3,20111228,1965.0,0.0,0.0
2652,扬子新材,其他建材,江苏,23299.0,32004.0,164659.88,107389.0,37202.0,1.93,6.3,20120119,3810.0,0.0,0.0
2654,万润科技,半导体,深圳,12118.0,24206.0,203306.09,104477.0,55530.0,5.28,8.3,20120217,4111.0,0.0,0.0
2664,信质电机,电气设备,浙江,34221.0,40002.0,187825.06,125670.0,35416.0,3.58,8.0,20120316,14665.0,0.0,0.0
2670,华声股份,电气设备,广东,13817.0,20000.0,118876.77,82704.0,30253.0,3.89,9.2,20120416,8318.0,0.0,0.0
2684,猛狮科技,电气设备,广东,20587.0,27753.0,140466.09,52247.0,31238.0,3.03,10.3,20120612,1204.0,0.0,0.0
2691,冀凯股份,专用机械,河北,19819.0,20000.0,96827.49,73264.0,5782.0,4.22,5.6,20120731,5043.0,0.0,0.0
2696,百洋股份,渔业,广西,10377.0,17600.0,179580.09,99207.0,54866.0,5.42,4.6,20120905,6597.0,0.0,0.0
2700,新疆浩源,供气供热,新疆,31313.0,42243.0,98969.77,50487.0,36063.0,1.93,7.7,20120921,8399.0,11.19,56.0
2703,浙江世宝,汽车配件,浙江,5899.0,31586.0,182380.86,113821.0,45544.0,4.55,8.0,20121102,5477.0,0.0,0.0
2707,众信旅游,旅游服务,北京,16586.0,41754.0,313378.75,227305.0,1107.0,3.77,14.0,20140123,8600.0,0.0,0.0
2712,思美传媒,广告包装,浙江,2905.0,8829.0,126842.07,123653.0,323.0,10.99,12.8,20140123,8314.0,0.0,0.0
2742,三圣特材,其他建材,重庆,3600.0,14400.0,209899.52,150357.0,42816.0,8.23,5.3,20150217,10203.0,0.0,0.0
2762,金发拉比,服饰,广东,2975.0,11900.0,88673.63,79086.0,4207.0,6.84,10.4,20150610,8357.0,0.0,0.0
2776,柏堡龙,服饰,广东,2622.0,10488.0,130119.85,113421.0,10871.0,9.16,8.7,20150626,9987.0,0.0,0.0
300025,华星创业,通信设备,浙江,15221.0,21427.0,187537.06,152922.0,2942.0,3.6,8.4,20091030,5996.0,0.0,0.0
300028,金亚科技,通信设备,四川,27179.0,34620.0,86723.71,36705.0,4631.0,0.58,59.6,20091030,-2207.0,0.0,-0.0
300031,宝通科技,橡胶,江苏,22285.0,30000.0,100162.27,57106.0,30074.0,2.93,10.6,20091225,8550.0,0.0,0.0
300038,梅泰诺,通信设备,北京,11298.0,19043.0,235339.22,172834.0,12581.0,7.2,7.9,20100108,4578.0,0.0,0.0
300043,互动娱乐,文教休闲,广东,77074.0,124420.0,387243.56,153279.0,44023.0,1.57,10.1,20100120,16620.0,0.0,0.0
300054,鼎龙股份,化工原料,湖北,29473.0,44790.0,169941.7,93004.0,40061.0,2.88,8.6,20100211,9077.0,0.0,0.0
300063,天龙集团,染料涂料,广东,11909.0,29057.0,142638.36,72082.0,34512.0,3.34,13.0,20100326,1008.0,0.0,0.0
300069,金利华电,电气设备,浙江,8033.0,11700.0,68460.18,41858.0,21741.0,4.16,7.2,20100421,1674.0,0.0,0.0
300071,华谊嘉信,广告包装,北京,42544.0,68529.0,181954.11,99878.0,3205.0,1.74,8.6,20100421,5738.0,0.0,0.0
300081,恒信移动,通信设备,河北,9118.0,13400.0,87618.61,48746.0,3009.0,5.79,8.3,20100520,-388.0,0.0,-0.0
300088,长信科技,元器件,安徽,97500.0,115401.0,531439.0,300278.0,148470.0,3.0,4.7,20100526,21093.0,0.0,0.0
300089,文化长城,陶瓷,广东,8651.0,15000.0,114608.22,60077.0,16116.0,5.31,7.1,20100625,1082.0,0.0,0.0
300104,乐视网,互联网,北京,109243.0,185517.0,1477229.5,787248.0,46172.0,1.93,30.5,20100812,27108.0,0.0,0.0
300116,坚瑞消防,专用机械,陕西,24410.0,50024.0,137272.52,83427.0,10424.0,1.87,6.2,20100902,14.0,0.0,0.0
300132,青松股份,化工原料,福建,27355.0,38592.0,101768.82,51052.0,30188.0,1.53,6.6,20101026,4039.0,0.0,0.0
300153,科泰电源,电气设备,上海,15480.0,32000.0,127850.82,90511.0,15764.0,2.91,6.9,20101229,2160.0,0.0,0.0
300162,雷曼股份,元器件,深圳,21809.0,34979.0,90426.28,56588.0,22816.0,2.28,10.5,20110113,2195.0,0.0,0.0
300220,金运激光,元器件,湖北,6732.0,12600.0,48164.31,24011.0,9361.0,2.37,17.4,20110525,910.0,0.0,0.0
300235,方直科技,软件服务,深圳,9148.0,15840.0,37702.53,26911.0,2090.0,2.17,15.1,20110629,2230.0,0.0,0.0
300238,冠昊生物,医疗保健,广东,18097.0,24700.0,71427.86,32649.0,20366.0,2.24,25.4,20110706,4257.0,0.0,0.0
300247,乐金健康,医疗保健,安徽,17912.0,33930.0,174528.27,65857.0,30823.0,3.88,5.4,20110729,1830.0,0.0,0.0
300261,雅本化学,农药化肥,江苏,37034.0,39240.0,151931.45,56368.0,44730.0,1.8,8.9,20110906,4794.0,0.0,0.0
300279,和晶科技,元器件,江苏,5719.0,13315.0,118014.63,58152.0,9279.0,4.42,11.0,20111229,1995.0,0.0,0.0
300280,南通锻压,专用机械,江苏,4800.0,12800.0,80197.15,29961.0,20092.0,4.93,4.8,20111229,1085.0,0.0,0.0
300306,远方光电,电器仪表,浙江,9608.0,24000.0,111627.11,79970.0,14959.0,4.43,4.2,20120329,8428.0,0.0,0.0
300313,天山生物,农业综合,新疆,14413.0,18695.0,82867.4,46214.0,25055.0,1.98,8.9,20120425,1016.0,0.0,0.0
300323,华灿光电,半导体,湖北,67500.0,67500.0,445038.0,203572.0,213641.0,2.63,4.0,20120601,5654.0,0.0,0.0
300324,旋极信息,软件服务,北京,27657.0,50048.0,146333.88,97152.0,9086.0,1.66,29.7,20120608,4616.0,0.0,0.0
300331,苏大维格,元器件,江苏,12607.0,18600.0,68883.18,44886.0,19112.0,2.63,9.8,20120628,1714.0,0.0,0.0
300335,迪森股份,供气供热,广东,23594.0,31655.0,118144.57,53029.0,33646.0,2.59,7.1,20120710,6384.0,0.0,0.0
300336,新文化,影视音像,上海,41560.0,53755.0,363493.88,212383.0,14334.0,4.74,8.9,20120710,10888.0,0.0,0.0
300340,科恒股份,元器件,广东,8026.0,10000.0,97485.9,74848.0,15993.0,8.5,4.3,20120726,-71.0,0.0,-0.0
300343,联创股份,化工原料,山东,8000.0,12513.0,252065.05,82150.0,36946.0,13.38,7.5,20120801,4009.0,0.0,0.0
300344,太空板业,其他建材,北京,24125.0,24125.0,90690.05,36753.0,29233.0,2.73,4.9,20120801,1653.0,0.0,0.0
300349,金卡股份,电器仪表,浙江,13956.0,18000.0,126826.51,69670.0,15082.0,5.09,7.4,20120817,11101.0,0.0,0.0
300351,永贵电器,元器件,浙江,19562.0,33719.0,120434.6,73331.0,9737.0,3.08,10.2,20120920,7719.0,0.0,0.0
300353,东土科技,通信设备,北京,20026.0,46286.0,59916.71,40462.0,9832.0,1.25,21.0,20120927,3311.0,0.0,0.0
300355,蒙草抗旱,环境保护,内蒙,24518.0,46877.0,401173.59,319736.0,22917.0,3.55,5.0,20120927,13271.0,0.0,0.0
300359,全通教育,文教休闲,广东,8082.0,25368.0,68397.92,32691.0,1794.0,1.86,48.5,20140121,4353.0,70.1,409.0
300362,天保重装,电气设备,四川,4760.0,10273.0,276143.56,165575.0,41507.0,6.12,9.4,20140121,3271.0,0.0,0.0
300365,恒华科技,软件服务,北京,5756.0,17576.0,61992.31,50173.0,7844.0,3.27,13.1,20140123,5771.0,0.0,0.0
300366,创意信息,软件服务,四川,3579.0,11430.0,48518.3,42385.0,2039.0,3.17,25.8,20140127,4102.0,0.0,0.0
300392,腾信股份,互联网,北京,16073.0,38400.0,126486.47,104609.0,500.0,2.19,19.3,20140910,7576.0,0.0,0.0
300407,凯发电气,电气设备,天津,3400.0,13600.0,106907.17,81807.0,9652.0,5.7,6.4,20141203,6907.0,0.0,0.0
300410,正业科技,电器仪表,广东,3750.0,15954.0,52114.51,43026.0,6540.0,2.68,19.0,20141231,3454.0,0.0,0.0
300418,昆仑万维,互联网,北京,27471.0,112723.0,331569.0,173030.0,2395.0,2.2,20.6,20150121,32689.0,33.0,114.0
300430,诚益通,电器仪表,北京,2432.0,9728.0,94195.81,75286.0,11492.0,6.09,10.4,20150319,4864.0,0.0,0.0
300431,暴风科技,互联网,北京,6600.0,27495.0,76866.4,47272.0,2285.0,2.2,43.6,20150324,4544.0,0.0,0.0
300437,清水源,化工原料,河南,1670.0,6670.0,47087.05,35749.0,8299.0,6.16,17.2,20150423,3236.0,0.0,0.0
300441,鲍斯股份,机床制造,浙江,4224.0,16896.0,53066.18,23918.0,21272.0,2.65,18.0,20150423,4531.0,0.0,0.0
300462,华铭智能,专用机械,上海,3444.0,13776.0,62947.63,59523.0,1747.0,3.53,10.5,20150527,5060.0,0.0,0.0
300467,迅游科技,互联网,四川,4000.0,16000.0,46737.28,38930.0,3154.0,2.54,39.0,20150527,4565.0,76.0,266.0
300498,温氏股份,农业综合,广东,25595.0,362525.0,2824439.75,1338106.0,0.0,5.84,8.1,20151102,198378.0,0.0,0.0
300403,地尔汉宇,电气设备,广东,5957.0,13400.0,130033.02,92992.0,16544.0,8.88,7.1,20141030,11396.0,44.47,52.0
300266,兴源环境,机械基件,浙江,32485.0,41401.0,167932.86,84474.0,46526.0,2.67,19.2,20110927,4127.0,40.75,409.0
600262,北方股份,汽车整车,内蒙,17000.0,17000.0,297365.0,227699.0,42475.0,6.75,6.5,20000630,13724.0,33.84,42.0
2236,大华股份,电器仪表,浙江,66309.0,116034.0,889338.19,752758.0,60762.0,5.05,7.8,20080520,99125.0,33.98,40.0
601009,南京银行,银行,江苏,296893.0,336596.0,77019664.0,0.0,427669.0,13.16,1.4,20070719,470603.0,15.36,11.0
600383,金地集团,全国地产,深圳,449849.0,449961.0,13503408.0,11622895.0,27231.0,7.06,2.2,20010412,366384.0,15.24,19.0
2081,金 螳 螂,装修装饰,江苏,167890.0,176221.0,2423619.75,2115902.0,109795.0,4.74,4.0,20061120,151743.0,13.59,16.0
600561,江西长运,公路,江西,23706.0,23706.0,585060.38,192754.0,149813.0,6.35,2.5,20020716,13746.0,11.92,21.0
600750,江中药业,中成药,江西,30000.0,30000.0,333268.19,197642.0,69064.0,7.36,5.1,19960923,22082.0,23.87,32.0
600867,通化东宝,生物制药,吉林,113160.0,113583.0,341000.59,168913.0,112514.0,2.05,13.1,19940824,17547.0,23.89,155.0
2665,首航节能,电气设备,北京,51689.0,73005.0,462440.59,283911.0,46786.0,3.65,8.7,20120327,18283.0,23.36,93.0
2205,国统股份,其他建材,新疆,11615.0,11615.0,164999.66,110376.0,43009.0,8.15,4.5,20080123,5138.0,22.98,52.0
2587,奥拓电子,元器件,深圳,23763.0,37345.0,68703.4,47534.0,15013.0,1.57,10.2,20110610,5577.0,10.75,72.0
733,振华科技,元器件,贵州,42916.0,46934.0,651680.69,458232.0,93598.0,7.38,3.3,19970703,10448.0,18.78,84.0
2059,云南旅游,旅游景点,云南,43000.0,73079.0,402317.63,239394.0,59304.0,2.24,5.9,20060810,5087.0,8.82,127.0
300151,昌红科技,机械基件,深圳,26604.0,50250.0,99779.53,63471.0,26544.0,1.58,13.8,20101222,4035.0,16.77,209.0
300347,泰格医药,医疗保健,浙江,29296.0,43332.0,139533.52,74259.0,15777.0,2.15,14.5,20120817,9577.0,24.99,113.0
600261,阳光照明,家用电器,浙江,145210.0,145210.0,490782.06,349966.0,89397.0,1.94,4.2,20000720,24334.0,8.1,48.0
2252,上海莱士,生物制药,上海,196027.0,275626.0,1117330.88,443993.0,98171.0,3.74,10.7,20080623,29322.0,38.88,365.0
600036,招商银行,银行,深圳,2062894.0,2521984.0,522229184.0,0.0,2997900.0,13.84,1.3,20020409,5097567.0,15.28,8.0
603111,康尼机电,运输设备,江苏,14830.0,29535.0,224808.05,192295.0,20819.0,3.86,7.9,20140801,12746.0,22.3,52.0
600812,华北制药,化学制药,河北,137858.0,163080.0,1623422.0,624285.0,536603.0,3.22,2.8,19940114,2436.0,7.3,489.0
2187,广百股份,百货,广东,33572.0,34242.0,428388.0,258493.0,106871.0,7.15,2.4,20071122,21772.0,13.69,22.0
2613,北玻股份,专用机械,河南,36464.0,72090.0,201252.0,120699.0,59931.0,2.08,3.9,20110830,4106.0,6.8,119.0
2415,海康威视,电器仪表,浙江,315541.0,406877.0,2545422.5,2240115.0,169680.0,4.2,8.4,20100528,328963.0,25.97,32.0
300352,北信源,软件服务,北京,16302.0,27023.0,80449.56,65932.0,4966.0,2.65,23.3,20120912,6530.0,38.16,158.0
600612,老凤祥,服饰,上海,31711.0,52312.0,1113261.13,995707.0,42389.0,8.01,5.6,19920814,81369.0,37.74,24.0
600306,商业城,百货,辽宁,17741.0,17814.0,238127.84,69580.0,122376.0,0.11,304.2,20001226,-12450.0,18.45,-26.0
2688,金河生物,化学制药,内蒙,20827.0,21784.0,186947.75,91779.0,48816.0,4.58,5.1,20120713,8574.0,17.83,45.0
600529,山东药玻,玻璃,山东,25738.0,25738.0,294035.97,161727.0,105054.0,8.52,2.4,20020603,12229.0,16.23,34.0
603899,晨光文具,文教休闲,上海,6000.0,46000.0,258952.2,167937.0,62168.0,4.5,8.6,20150127,28180.0,31.77,52.0
600595,中孚实业,铝,河南,151487.0,174154.0,2603527.0,611310.0,1060507.0,3.07,2.3,20020626,-24927.0,5.14,-36.0
600560,金自天正,电气设备,北京,22365.0,22365.0,187683.66,144426.0,14953.0,3.21,5.9,20020919,5301.0,14.95,63.0
49,德赛电池,电气设备,深圳,20524.0,20524.0,395844.09,357378.0,16380.0,4.26,13.4,19950320,19474.0,41.02,43.0
601628,中国人寿,保险,北京,2082353.0,2826470.0,232235216.0,0.0,1790400.0,10.57,2.8,20070109,2267900.0,22.25,28.0
659,*ST中富,广告包装,广东,128570.0,128570.0,345780.66,110009.0,197943.0,0.86,6.6,19961203,-41670.0,4.4,-14.0
600195,中牧股份,饲料,北京,42980.0,42980.0,459739.41,219142.0,115177.0,6.95,3.3,19990107,25357.0,17.4,29.0
2294,信立泰,化学制药,深圳,45918.0,104602.0,518920.66,278069.0,81763.0,4.06,7.6,20090910,83596.0,25.8,32.0
600892,宝诚股份,综合类,深圳,6282.0,6312.0,14115.05,3516.0,1113.0,0.07,1344.5,19960315,573.0,55.21,608.0
2734,利民股份,农药化肥,江苏,3250.0,13000.0,111759.06,35666.0,52867.0,5.68,6.3,20150127,5463.0,29.63,71.0
603366,日出东方,家用电器,江苏,80000.0,80000.0,446252.84,315082.0,46587.0,4.44,2.4,20120521,31640.0,8.2,21.0
600387,海越股份,石油贸易,浙江,38571.0,38610.0,874383.0,166317.0,526240.0,3.12,5.9,20040218,5986.0,12.09,78.0
600467,好当家,渔业,山东,73050.0,73050.0,511497.59,165482.0,234748.0,4.01,2.7,20040405,11741.0,7.85,49.0
2400,省广股份,广告包装,广东,80617.0,90472.0,659491.5,473630.0,2999.0,2.62,9.9,20100506,29787.0,19.65,60.0
600998,九州通,医药商业,湖北,143041.0,164701.0,3087385.25,2568209.0,269633.0,5.64,3.4,20101102,48379.0,15.56,53.0
600421,仰帆控股,机械基件,湖北,19560.0,19560.0,8152.55,2749.0,3976.0,0.03,881.1,20040607,4524.0,19.25,83.0
600160,巨化股份,化工原料,浙江,181092.0,181092.0,936238.31,323931.0,457428.0,3.99,5.7,19980626,33946.0,15.2,81.0
722,湖南发展,水力发电,湖南,46416.0,46416.0,289129.31,48210.0,172307.0,5.52,3.6,19970522,16946.0,15.11,41.0
