code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
002766,索菱股份,3.056,37.1,36.41,37.4,35.72,36.0,3691818.0,8.06074,135290068.0,78.936,7.083,678964.50671,169918.0
600476,湘邮科技,3.055,30.7,30.6,31.34,29.61,29.79,2760034.0,1.7135600000000002,84418740.0,682.222,22.714,494484.9,494484.9
002446,盛路通信,3.051,27.36,27.15,27.99,26.33,26.55,8842172.0,5.26231,240521972.0,82.909,7.7620000000000005,1226549.218608,459725.869296
000885,同力水泥,3.045,12.52,12.28,12.6,12.05,12.15,3797736.0,0.88982,47161815.0,33.548,2.67,594448.702316,534352.702316
300177,中海达,3.044,13.54,13.4,13.99,12.86,13.14,7101338.0,2.82156,94802939.0,54.16,3.803,591594.569294,340776.02661
300483,沃施股份,3.042,46.4,45.97,46.9,44.65,45.03,1062583.0,6.85537,48784568.0,64.444,7.52,285360.0,71920.0
300005,探路者,3.039,18.65,18.55,19.02,17.9,18.1,13572492.0,3.9000500000000002,251355447.0,32.378,7.394,958496.68633,649035.928965
600199,金种子酒,3.034,8.15,8.0,8.19,7.9,7.91,5547183.0,0.9981000000000001,44688383.0,50.938,2.035,452956.62663,452956.62663
603118,共进股份,3.031,34.67,34.49,34.79,32.91,33.65,3072876.0,4.09717,104635118.0,39.851,4.609,1072613.526,260025.0
002300,太阳电缆,3.024,9.2,9.02,9.22,8.85,8.93,3347643.0,0.74028,30334324.0,24.865,3.378,416070.0,416034.45212
002148,北纬通信,3.022,15.0,14.95,15.05,14.1,14.56,9870515.0,4.86709,145254814.0,250.0,3.751,383779.314,304201.5975
601788,光大证券,3.018,18.09,17.87,18.34,17.5,17.56,39613516.0,1.15897,710023648.0,29.896,1.8780000000000001,7067218.199751,6183162.0
600712,南宁百货,3.017,9.22,9.16,9.32,8.88,8.95,13438882.0,2.49919,123257645.0,308.361,4.693,502172.24192,495786.20715
000975,银泰资源,3.017,9.22,9.03,9.49,8.83,8.95,8380050.0,1.49845,76222850.0,36.998,2.708,997250.01654,515627.101326
000676,智度投资,3.015,24.6,24.0,25.0,23.73,23.88,15338471.0,6.11073,376400645.0,-112.844,61.98,773883.27954,617481.39954
300400,劲拓股份,3.015,28.02,27.79,28.19,26.71,27.2,3259612.0,5.7264,89654872.0,57.184,8.905,336240.0,159496.892634
300272,开能环保,3.013,18.46,18.3,18.56,17.69,17.92,3618938.0,1.82124,65715410.0,73.37,10.585,612542.23056,366813.478278
002444,巨星科技,3.012,17.1,16.9,17.4,16.49,16.6,10636793.0,1.17603,180239017.0,34.2,4.264,1733940.0,1546633.03473
600373,中文传媒,3.01,19.51,19.15,19.7,19.05,18.94,5163233.0,0.43547,100106123.0,28.59,2.821,2688360.988775,2313264.635765
002428,云南锗业,3.01,19.51,19.27,19.77,18.45,18.94,21640471.0,3.41805,412759522.0,102.684,7.949,1274237.12,1235224.906441
600365,通葡股份,3.003,12.69,12.38,12.86,12.24,12.32,9871632.0,3.52558,123860975.0,1269.0,3.698,507600.0,355320.0
002458,益生股份,3.003,32.24,31.41,32.77,31.41,31.3,2891201.0,2.05293,93178639.0,403.0,21.275,913680.316848,454046.307728
000593,大通燃气,3.0,10.3,10.07,10.46,9.86,10.0,5116610.0,2.29265,52157059.0,168.852,4.5,288338.40806,229870.06357
300382,斯莱克,2.996,33.0,32.8,33.1,31.72,32.04,969141.0,3.05932,31495988.0,20.245,6.389,386500.5309,104538.5319
600405,动力源,2.994,13.07,12.92,13.3,12.52,12.69,26249348.0,6.19245,339847494.0,121.019,7.396,572391.242214,554027.892214
300439,美康生物,2.993,29.25,28.9,29.33,28.24,28.4,2635936.0,3.10037,76079217.0,18.056,8.023,994558.5,248683.5
601677,明泰铝业,2.984,12.77,12.5,12.8,12.2,12.4,1727713.0,0.42377000000000004,21734384.0,29.023,1.845,616479.412,520635.9648
600855,航天长峰,2.982,32.46,32.0,33.05,30.05,31.52,14001665.0,4.24146,444491140.0,466.379,13.003,1076430.16155,1071551.42355
600378,天科股份,2.977,13.49,13.36,13.6,12.76,13.1,5671111.0,1.90822,74977993.0,51.885,5.533,400913.750908,400913.750908
300040,九洲电气,2.976,9.69,9.6,9.85,9.1,9.41,6934770.0,3.49449,66133694.0,-48.45,2.328,335350.748676,192296.5965
600277,亿利洁能,2.975,6.23,6.16,6.25,6.0,6.05,22061653.0,1.05579,135062182.0,51.917,1.421,1301814.2585,1301814.2585
601718,际华集团,2.974,8.31,8.25,8.39,7.99,8.07,41572477.0,1.07784,342029953.0,27.7,2.5060000000000002,3205167.0,3205167.0
000019,深深宝Ａ,2.973,11.43,11.28,11.55,10.89,11.1,7010053.0,2.7789800000000002,78628875.0,258.014,3.575,344134.650312,288324.456624
000514,渝 开 发,2.966,7.29,7.2,7.34,7.02,7.08,15348813.0,1.81907,110708909.0,50.276,2.188,615109.033485,615109.033485
002025,航天电器,2.966,19.44,19.3,19.76,18.74,18.88,6144825.0,1.43308,118516458.0,31.355,4.394,833976.0,833558.082768
002023,海特高新,2.964,14.59,14.26,14.79,13.81,14.17,14827868.0,2.5722300000000002,210924521.0,31.043,3.355,1104158.073377,841055.555815
300372,欣泰电气,2.963,13.9,13.65,14.1,13.18,13.5,5513731.0,6.10145,75097275.0,27.038,3.5869999999999997,238464.53302,125610.86948
002058,威 尔 泰,2.959,19.14,18.75,19.2,18.01,18.59,2407926.0,1.67907,45219400.0,478.5,14.806000000000001,274560.107448,274483.30437
600367,红星发展,2.957,9.4,9.29,9.44,9.09,9.13,3371315.0,1.15773,31262103.0,104.444,2.271,273728.0,273728.0
002721,金一文化,2.956,22.29,22.22,22.6,21.38,21.65,10987005.0,5.01952,242211061.0,54.366,7.241,1444472.244,487895.516478
600116,三峡水利,2.955,20.21,19.99,20.29,18.6,19.63,17938771.0,6.70525,349445836.0,38.132,3.085,668954.706514,540684.5972
300190,维尔利,2.955,17.07,16.9,17.19,16.03,16.58,3053362.0,0.9379400000000001,51125423.0,28.932,3.8529999999999998,594242.355816,555695.506578
600684,珠江实业,2.953,7.67,7.6,7.78,7.33,7.45,15203370.0,2.13765,115719339.0,20.184,2.49,545503.645323,545503.645323
600580,卧龙电气,2.952,11.51,11.37,11.59,11.04,11.18,10897378.0,1.5845500000000001,123989737.0,28.675,3.235,1278216.848636,791575.798156
600704,物产中大,2.952,13.95,13.84,14.15,13.5,13.55,33731035.0,4.91708,467183056.0,34.0,1.7229999999999999,3080934.343575,956966.711985
300127,银河磁体,2.948,13.62,13.36,13.75,12.82,13.23,2647985.0,1.19797,35398136.0,61.909,4.315,440125.34232,301056.33018
600358,国旅联合,2.947,10.83,10.79,10.98,10.1,10.52,15591901.0,3.60924,163436994.0,-28.5,14.926,467856.0,467856.0
600743,华远地产,2.947,5.24,5.24,5.32,5.01,5.09,13524193.0,0.74404,70326826.0,14.556000000000001,2.4130000000000003,952454.367144,952454.367144
600053,九鼎投资,2.944,38.11,37.34,38.28,35.7,37.02,13666482.0,3.15229,506804403.0,218.646,18.776,1652223.9888,1652223.9888
002393,力生制药,2.942,38.14,37.6,38.27,36.91,37.05,3173544.0,1.74578,119570648.0,74.784,2.341,695883.339488,693324.751914
600736,苏州高新,2.941,9.8,9.7,9.99,9.53,9.52,28152467.0,2.66121,275652825.0,61.25,2.436,1170407.07336,1036723.968
000410,沈阳机床,2.938,18.22,18.08,18.43,17.5,17.7,27687579.0,3.74245,501093553.0,552.121,6.263,1394687.950648,1347960.049512
002280,联络互动,2.937,39.61,38.92,39.89,36.81,38.48,13229003.0,5.46314,513963375.0,32.467,27.795,2782594.150212,959156.70454
600692,亚通股份,2.936,11.22,11.11,11.33,10.74,10.9,6841933.0,2.683,75891509.0,103.03,6.971,394679.279808,286121.800074
300214,日科化学,2.934,8.42,8.45,8.5,8.2,8.18,8826063.0,3.01685,73787518.0,64.769,2.637,341010.0,246334.981962
002114,罗平锌电,2.931,14.75,14.7,14.94,14.22,14.33,4672588.0,5.41725,68313199.0,147.5,5.19,400965.219825,127224.465625
600410,华胜天成,2.929,16.87,16.69,16.94,15.85,16.39,18115534.0,2.8419,299709458.0,114.218,4.625,1082506.561752,1075370.551752
300297,蓝盾股份,2.929,14.41,14.23,14.45,13.7,14.0,15349090.0,2.49881,217249217.0,80.056,5.8870000000000005,1398757.133994,885142.27637
002438,江苏神通,2.927,21.1,20.66,21.3,20.2,20.5,3705949.0,2.75288,77213739.0,81.154,4.628,455953.1494,284049.54407
600466,蓝光发展,2.925,9.15,9.07,9.24,8.85,8.89,8461051.0,1.92732,76717239.0,318.815,2.424,1937071.505685,401690.357325
002715,登云股份,2.925,26.04,25.5,26.18,24.47,25.3,4686750.0,8.9938,119209137.0,124.0,5.038,239568.0,135696.741936
603300,华铁科技,2.923,44.01,44.4,45.38,38.89,42.76,6441637.0,12.71292,274707547.0,78.589,8.407,891950.67,222998.67
601799,星宇股份,2.92,27.14,27.05,27.55,25.6,26.37,2721724.0,1.13571,72242722.0,23.853,3.251,650410.1,650410.1
000009,中国宝安,2.915,12.71,12.59,12.78,12.2,12.35,46043505.0,3.09085,577335784.0,63.55,4.5280000000000005,2023568.487606,1893369.377802
300210,森远股份,2.906,13.81,13.5,13.81,13.01,13.42,3236590.0,2.80913,43698195.0,30.689,3.246,371504.308385,159114.472612
002660,茂硕电源,2.902,11.7,11.46,11.8,11.05,11.37,8967096.0,4.93886,103211008.0,-61.579,3.755,324489.321,212427.7038
002013,中航机电,2.901,18.8,18.55,19.08,18.0,18.27,9565255.0,2.50992,178564249.0,35.472,3.654,1750603.75104,716465.62932
603100,川仪股份,2.891,13.17,13.01,13.22,12.6,12.8,4175936.0,1.80478,54101650.0,28.021,2.942,520215.0,304729.285362
300458,全志科技,2.888,84.42,84.02,85.88,81.22,82.05,2299746.0,5.74937,193369667.0,91.761,8.99,1350720.0,337680.0
600059,古越龙山,2.887,8.91,8.79,8.92,8.6,8.66,5499154.0,0.68015,48257065.0,34.269,1.935,720395.031015,720395.031015
300138,晨光生物,2.885,16.05,15.93,16.2,15.36,15.6,2820071.0,1.99093,44529062.0,128.812,2.739,347596.24956,227341.475295
002514,宝馨科技,2.884,22.12,22.0,22.2,20.61,21.5,6611341.0,3.86506,141770226.0,316.0,6.198,612761.895984,378371.620536
300350,华鹏飞,2.882,26.06,25.86,26.3,24.81,25.33,2508228.0,3.11908,64309853.0,72.389,4.617,772592.658008,209563.4445
600747,大连控股,2.881,5.0,4.93,5.02,4.82,4.86,16511974.0,1.5514000000000001,81241186.0,500.0,3.5300000000000002,732164.1995,532164.1995
000801,四川九洲,2.88,24.65,24.4,25.0,22.99,23.96,6039286.0,1.31322,145329388.0,131.607,6.01,1260609.191195,1133615.10023
000967,上风高科,2.879,18.58,18.5,18.73,17.65,18.06,1093037.0,0.39974000000000004,19972847.0,84.455,4.062,900989.540774,508049.223512
300129,泰胜风能,2.878,7.15,7.18,7.26,6.93,6.95,9445667.0,2.0366400000000002,67213510.0,23.833,2.912,524810.0,331608.06822
002584,西陇科学,2.875,37.22,36.84,37.5,35.7,36.18,2628368.0,2.55362,96300643.0,95.436,5.117,871270.209818,383094.94535
601010,文峰股份,2.872,6.09,5.95,6.1,5.87,5.92,11336119.0,0.61343,67856413.0,10.15,2.843,1125432.0,1125432.0
600520,中发科技,2.869,20.08,20.12,20.55,19.04,19.52,6006518.0,3.90312,118755004.0,-43.136,7.007,318127.44,309011.12
600997,开滦股份,2.869,5.02,5.01,5.22,4.91,4.88,11656102.0,0.9440900000000001,59067208.0,62.75,0.934,619789.28,619789.28
600066,宇通客车,2.862,18.69,18.3,18.74,18.21,18.17,12712651.0,0.66786,235400319.0,10.559,3.698,4137852.407787,3557612.012787
300055,万邦达,2.862,16.89,16.71,16.98,16.29,16.42,12839271.0,2.40443,213785568.0,20.62,4.377,1241727.152535,901900.143099
002642,荣之联,2.861,42.07,41.52,42.66,40.07,40.9,8396898.0,3.90363,348042555.0,94.306,6.633,1784442.811214,904947.286117
002579,中京电子,2.86,10.07,10.08,10.15,9.59,9.79,9825403.0,2.80357,97461403.0,125.875,5.532,352913.22,352913.22
000709,河北钢铁,2.857,3.24,3.21,3.29,3.12,3.15,194322408.0,1.83031,626114127.0,49.091,0.79,3440428.944048,3439872.919548
000721,西安饮食,2.857,6.12,6.02,6.13,5.75,5.95,10574559.0,2.42745,63340324.0,275.676,4.485,305422.22304,266601.93084
002144,宏达高科,2.857,23.4,22.98,23.4,21.66,22.75,8784136.0,6.69364,199185382.0,35.455,2.535,413624.31552,307080.67338
300480,光力科技,2.857,46.8,46.3,47.49,44.85,45.5,2617483.0,11.38036,121155395.0,95.51,9.509,430560.0,107640.0
600063,皖维高新,2.851,4.69,4.63,4.7,4.5,4.56,22418854.0,1.4967300000000001,103547517.0,39.083,2.347,771924.610548,702493.18832
600883,博闻科技,2.844,13.02,12.78,13.09,12.43,12.66,2953184.0,1.25088,37897201.0,-64.296,4.322,307386.576,307386.576
000031,中粮地产,2.84,10.5,10.38,10.67,10.1,10.21,36237099.0,1.99794,377537912.0,31.818,3.227,1904418.1758,1904406.08295
600162,香江控股,2.839,6.52,6.42,6.58,6.22,6.34,6367524.0,0.8293100000000001,40920914.0,19.521,2.6109999999999998,1040890.336944,500613.827588
600103,青山纸业,2.829,6.18,6.13,6.45,6.01,6.01,29490234.0,2.77727,183890334.0,239.535,5.681,656218.1088,656218.1088
600285,羚锐制药,2.828,10.18,9.98,10.2,9.89,9.9,8711335.0,1.8705600000000002,87776575.0,72.714,3.532,545120.537552,474089.9805
002120,新海股份,2.827,19.64,19.36,19.84,18.75,19.1,2249790.0,2.30212,43422331.0,35.071,5.205,295149.92,191935.46466
300391,康跃科技,2.824,16.75,16.6,16.86,15.82,16.29,1191131.0,2.30504,19612298.0,33.214,7.775,279180.625,86555.625
000960,锡业股份,2.823,10.2,10.15,10.29,9.8,9.92,28275057.0,2.4561,284952473.0,340.0,1.8359999999999999,1501496.16936,1174242.19782
603766,隆鑫通用,2.82,17.5,17.32,17.58,16.45,17.02,10820185.0,1.34467,185016138.0,18.421,2.862,1466094.4305,1408177.00625
600871,石化油服,2.819,6.2,6.19,6.29,6.02,6.03,13011816.0,2.8915100000000002,80045306.0,77.5,3.849,8768449.8169,279000.0
000416,民生控股,2.819,6.93,6.84,6.96,6.68,6.74,9310832.0,1.75144,63664000.0,41.924,4.44,368586.945342,368405.906022
600797,浙大网新,2.817,9.49,9.38,9.57,9.06,9.23,26117809.0,3.17846,244243324.0,-49.947,4.917,867427.049944,779804.683255
000789,万年青,2.817,6.57,6.47,6.6,6.38,6.39,6537123.0,1.06581,42439760.0,4.885,1.593,402980.389776,402970.834368
600782,新钢股份,2.811,5.12,5.07,5.24,4.99,4.98,14383064.0,1.03219,73528381.0,17.655,0.914,713445.430272,713445.430272
601666,平煤股份,2.81,4.39,4.37,4.6,4.32,4.27,21741603.0,0.9208000000000001,96034342.0,52.2,0.9530000000000001,1036551.427098,1036551.427098
600292,中电远达,2.807,15.38,15.3,15.49,14.83,14.96,13369500.0,1.71225,202998717.0,35.767,2.492,1200896.37682,1200896.37682
002354,天神娱乐,2.806,80.6,79.99,80.84,77.01,78.4,1724601.0,1.70087,136468061.0,53.026,20.392,2354217.27866,817245.10244
300221,银禧科技,2.804,11.0,10.9,11.17,10.57,10.7,5360849.0,1.34021,58229190.0,91.667,5.971,443564.0,440000.0
300477,合纵科技,2.801,44.78,44.23,44.98,43.3,43.56,1178117.0,4.53122,52223316.0,48.674,6.9510000000000005,484430.04,116428.0
600121,郑州煤电,2.8,5.14,5.09,5.25,4.91,5.0,15639888.0,1.54035,80006622.0,85.667,1.4,521886.48961,521886.48961
300200,高盟新材,2.798,12.49,12.4,12.65,11.95,12.15,4435544.0,2.18322,54615976.0,54.304,3.5220000000000002,266786.4,253752.887658
300414,中光防雷,2.791,31.3,30.87,31.62,29.95,30.45,1421366.0,3.37296,43809820.0,20.325,8.092,527498.9,131898.2
600647,同达创业,2.787,22.5,22.1,22.69,21.51,21.89,3041572.0,2.18592,67420981.0,-929.752,11.582,313072.9875,313072.9875
300386,飞天诚信,2.787,39.1,38.5,39.5,37.01,38.04,4557836.0,5.91617,176040974.0,12.572,5.837,817276.02,301227.76068
600839,四川长虹,2.785,4.06,3.99,4.08,3.92,3.95,49742256.0,1.07901,199560495.0,317.187,1.38,1874195.154132,1871659.11492
002511,中顺洁柔,2.784,8.86,8.77,8.97,8.5,8.62,3875039.0,0.79829,33875240.0,52.118,1.788,431233.92,430081.454614
300183,东软载波,2.779,19.6,19.27,19.73,18.66,19.07,5529594.0,2.17793,106529084.0,17.787,4.051,888399.11972,497628.026
600830,香溢融通,2.775,9.63,9.46,9.68,9.26,9.37,12523538.0,2.75653,119379343.0,43.773,2.258,437512.805361,437512.805361
600894,广日股份,2.774,15.56,15.35,15.69,14.89,15.14,13167212.0,1.53117,200671136.0,19.146,2.132,1338077.36862,1338077.36862
000719,大地传媒,2.769,15.59,15.39,15.74,15.06,15.17,2743721.0,0.53464,42261797.0,17.92,2.07,1227057.419113,800063.861662
600470,六国化工,2.767,7.8,7.74,7.88,7.36,7.59,19131768.0,3.6679,146933594.0,-19.5,1.887,406848.0,406848.0
300201,海伦哲,2.764,14.5,14.26,14.56,13.61,14.11,8398669.0,2.4362500000000002,118741880.0,309.829,7.067,529141.5951,499869.62585
300123,太阳鸟,2.762,12.65,12.4,13.05,11.8,12.31,9119793.0,3.32722,114032342.0,158.125,3.908,360735.39227,346731.84227
603158,腾龙股份,2.76,39.84,38.85,39.91,38.49,38.77,1233899.0,4.62654,48519083.0,35.571,5.652,424973.28,106253.28
000637,茂化实华,2.76,6.33,6.2,6.35,6.1,6.16,6441583.0,1.75766,40280799.0,45.214,3.898,329081.100348,231985.320234
000819,岳阳兴长,2.76,26.81,26.8,26.96,25.6,26.09,4555025.0,1.85093,120421082.0,154.971,9.942,659825.352417,659777.177528
600621,华鑫股份,2.759,10.43,10.3,10.5,9.9,10.15,10502455.0,2.00397,107629843.0,35.32,2.873,546617.892093,546617.892093
002505,大康牧业,2.754,7.09,7.03,7.17,6.8,6.9,25769537.0,3.69563,181625018.0,1181.667,3.544,2046909.942,494384.493991
601918,国投新集,2.75,7.1,7.0,7.23,6.93,6.91,40015293.0,1.54467,284224530.0,-9.342,3.318,1839284.678,1839284.678
600569,安阳钢铁,2.749,2.99,2.97,3.06,2.87,2.91,52307454.0,2.18523,156184135.0,249.167,1.2,715711.662211,715711.662211
603022,新通联,2.748,42.63,42.5,42.68,40.66,41.49,971849.0,4.85925,40995977.0,48.832,6.222,341040.0,85260.0
300002,神州泰岳,2.748,9.72,9.63,9.85,9.31,9.46,15058930.0,1.40197,144822587.0,19.967,4.179,1934989.320888,1044049.425156
600458,时代新材,2.747,13.84,13.75,13.98,13.27,13.47,9350260.0,1.4136600000000001,128412701.0,197.714,2.997,1111072.642368,915408.175328
300259,新天科技,2.747,8.23,8.12,8.24,7.89,8.01,6210976.0,2.48055,50254974.0,21.658,4.489,384134.0978,206068.335577
300102,乾照光电,2.746,7.11,7.02,7.15,6.75,6.92,9318665.0,2.58418,65407639.0,37.421,2.331,500937.404121,256389.47955
300122,智飞生物,2.746,26.57,26.2,27.2,25.31,25.86,1525180.0,0.5043300000000001,40071851.0,139.842,8.705,2125600.0,803529.262465
601898,中煤能源,2.74,5.25,5.27,5.39,5.18,5.11,29821585.0,0.32585000000000003,157175951.0,87.5,0.8210000000000001,6960798.285,4804800.21
002179,中航光电,2.737,31.16,30.99,31.52,29.7,30.33,8986163.0,1.55576,276143722.0,42.685,5.779,1877436.378544,1799822.723364
002055,得润电子,2.736,26.66,26.35,26.88,25.17,25.95,11823763.0,2.93411,309927928.0,112.064,6.998,1201065.20528,1074334.000004
603338,浙江鼎力,2.734,42.08,41.4,42.7,40.2,40.96,1255891.0,3.09142,52036946.0,22.265,7.679,683800.0,170950.0
603898,好莱客,2.733,27.44,27.0,28.18,27.0,26.71,2904717.0,3.952,79927337.0,14.144,9.055,806736.0,201684.0
002484,江海股份,2.733,17.67,17.62,17.85,17.0,17.2,3468746.0,1.13368,60591856.0,38.288,3.574,588057.6,540653.838648
600983,惠而浦,2.732,11.28,11.18,11.29,10.86,10.98,3541908.0,0.6647700000000001,39435083.0,22.118,1.959,864543.192,600998.4
002702,海欣食品,2.732,19.18,19.2,19.59,18.51,18.67,14776092.0,11.87789,282044675.0,147.425,7.095,542410.4,238599.2
000502,绿景控股,2.731,24.45,24.32,24.7,23.0,23.8,7260048.0,3.96012,174591501.0,1222.5,23.193,451883.939115,448239.72774
300425,环能科技,2.73,28.97,28.41,29.3,27.55,28.2,1078832.0,2.72432,30765917.0,28.97,3.108,511671.816293,114721.2
300451,创业软件,2.73,136.22,134.24,138.0,130.15,132.6,798302.0,4.69589,107075450.0,146.473,14.145,954459.485,231574.0
002200,云投生态,2.725,19.6,19.15,19.7,18.28,19.08,3633985.0,3.37013,69582101.0,653.333,4.449,360900.4644,211345.07324
002457,青龙管业,2.72,9.82,9.61,9.83,9.49,9.56,5416497.0,2.07087,52481181.0,57.765,1.877,328962.144,256848.240446
600119,长江投资,2.714,14.38,14.38,14.46,13.8,14.0,7407933.0,2.40987,105169382.0,108.446,5.369,442041.2,442041.2
600184,光电股份,2.714,24.22,23.95,24.63,23.48,23.58,4189147.0,1.00037,100307693.0,80.733,10.12,1232218.720572,1014238.720572
601800,中国交建,2.712,12.12,11.88,12.47,11.35,11.8,65915520.0,0.5611200000000001,791211868.0,14.093,1.454,19603779.3351,14237649.3351
000793,华闻传媒,2.711,9.85,9.71,9.91,9.4,9.59,36976363.0,2.17955,357930755.0,18.585,2.437,2020460.252755,1671063.905315
300357,我武生物,2.706,35.3,34.7,35.44,33.4,34.37,1121634.0,1.5898500000000002,39006758.0,56.935,10.253,570448.0,249040.59279
603789,星光农机,2.703,33.44,33.19,33.54,32.2,32.56,2362235.0,4.72447,77736187.0,39.776,6.39,668800.0,167200.0
002709,天赐材料,2.702,62.72,61.04,64.6,58.07,61.07,6185639.0,10.87573,381435749.0,120.615,8.707,815396.641024,356723.863552
300017,网宿科技,2.701,52.85,52.01,53.32,50.62,51.46,11140734.0,2.22623,583044402.0,34.363,16.986,3722436.17067,2644776.286495
600676,交运股份,2.7,10.27,10.18,10.32,9.91,10.0,7617136.0,0.8832800000000001,77356349.0,27.757,2.444,885658.019948,885658.019948
002759,天际股份,2.69,33.59,33.02,33.99,32.56,32.71,913800.0,3.8075,30344801.0,41.469,5.954,322464.0,80616.0
300044,赛为智能,2.684,19.13,18.79,19.28,18.35,18.63,5532929.0,3.7396700000000003,104865485.0,83.174,6.433,427786.973,283032.69251
300393,中来股份,2.684,40.17,39.58,40.28,39.12,39.12,968435.0,2.83512,38614740.0,34.93,6.102,479991.33,137214.606126
600382,广东明珠,2.679,11.88,11.79,12.0,11.33,11.57,8808270.0,2.57743,103234134.0,4.8100000000000005,1.5470000000000002,405994.9608,405994.9608
600086,东方金钰,2.678,8.82,8.74,8.92,8.57,8.59,12789729.0,1.21018,111851960.0,31.478,4.337,1190700.0,932137.304112
002431,棕榈园林,2.674,17.66,17.49,17.84,17.08,17.2,7743534.0,2.55385,135150428.0,18.989,2.205,972710.3276,535469.234392
002417,*ST元达,2.671,15.76,15.69,16.08,15.01,15.35,5958562.0,2.87879,92393589.0,-13.025,9.788,425520.0,326202.350712
600884,杉杉股份,2.669,27.7,27.22,28.09,26.6,26.98,15096055.0,3.67427,414015813.0,32.665,2.642,1138077.34419,1138077.34419
600769,祥龙电业,2.668,9.62,9.42,9.77,9.18,9.37,4304071.0,1.14782,40774406.0,3206.667,84.312,360728.0664,360728.0664
603000,人民网,2.663,16.58,16.35,16.85,16.08,16.15,10139645.0,0.9170400000000001,166476432.0,27.633,7.085,1833235.770848,1833235.770848
600775,南京熊猫,2.66,13.12,12.93,13.28,12.6,12.78,9666926.0,1.52807,125145876.0,78.235,3.709,1198956.150048,830001.170016
300149,量子高科,2.659,14.67,14.32,14.89,13.57,14.29,28026289.0,7.88098,399141775.0,112.846,8.522,619220.7,521693.43975
300172,中电环保,2.658,13.13,13.03,13.23,12.51,12.79,3477175.0,1.5327000000000002,45005316.0,26.796,4.543,443794.0,297875.182735
600853,龙建股份,2.657,5.41,5.26,5.44,5.23,5.27,5818040.0,1.08382,31037276.0,161.012,3.62,290412.942978,290412.942978
002611,东方精工,2.655,10.44,10.29,10.46,10.1,10.17,5044006.0,1.60405,52070069.0,43.5,6.45,606138.048,328290.154524
600000,浦发银行,2.654,17.02,16.84,17.11,16.49,16.58,42007318.0,0.2252,708179241.0,6.751,1.174,31748208.34833,31748208.34833
600480,凌云股份,2.654,13.15,12.98,13.25,12.58,12.81,5261361.0,1.45456,68093745.0,34.605,2.252,592978.42829,475655.01197
002343,慈文传媒,2.652,46.84,45.59,47.55,43.21,45.63,9527869.0,6.23758,431072052.0,170.949,21.22,1473164.84,715478.709524
002408,齐翔腾达,2.647,10.86,10.74,10.91,10.45,10.58,7310399.0,0.9810800000000001,78290085.0,20.491,1.585,876307.840542,809216.20275
002669,康达新材,2.646,22.11,21.85,22.3,21.32,21.54,2451402.0,1.87832,53591125.0,63.171,6.349,442200.0,288558.994086
603026,石大胜华,2.645,32.21,32.2,32.95,30.6,31.38,6663699.0,13.14858,212648907.0,115.036,4.876,652832.28,163240.28
002377,国创高新,2.643,7.38,7.26,7.5,7.0,7.19,5671845.0,1.3160500000000002,41514828.0,73.8,4.265,323347.32,318059.3655
600965,福成五丰,2.641,14.38,14.46,14.59,14.11,14.01,4271822.0,1.124,61283199.0,102.714,7.375,1177291.97329,546518.710368
600622,嘉宝集团,2.639,14.39,14.3,14.53,13.74,14.02,11699304.0,2.27478,165756325.0,20.646,2.428,740083.171078,740083.171078
300231,银信科技,2.639,18.67,18.6,18.89,17.79,18.19,11688629.0,4.47136,215048541.0,69.148,14.182,627898.14465,488053.984137
600629,华建集团,2.633,16.37,16.12,16.48,15.88,15.95,1581336.0,0.45441000000000004,25775275.0,1259.231,1.456,587781.53103,569675.693881
600507,方大特钢,2.626,5.08,4.95,5.22,4.9,4.95,11079095.0,0.83547,56063696.0,11.814,3.248,673655.23638,673655.23638
600067,冠城大通,2.624,7.04,6.97,7.15,6.81,6.86,13318843.0,0.8952100000000001,92973716.0,11.175,1.477,1047407.4864,1047407.4864
600888,新疆众和,2.623,6.65,6.63,6.66,6.4,6.48,7396693.0,1.15352,48599361.0,-8.032,1.32,426415.20488,426415.20488
000629,攀钢钒钛,2.623,3.13,3.1,3.16,3.03,3.05,124301948.0,2.60739,385560853.0,-7.122,2.818,2688590.561226,1492163.812325
300457,赢合科技,2.623,49.29,48.99,49.98,47.59,48.03,1614903.0,5.52104,78738141.0,57.075,11.361,576693.0,144173.25
002270,法因数控,2.619,12.93,12.8,13.1,12.25,12.6,4198636.0,3.01001,53577088.0,129.3,4.209,607616.305341,180359.584734
600215,长春经开,2.617,7.45,7.14,7.75,7.14,7.26,4408132.0,0.9479200000000001,32452672.0,372.5,1.473,346449.4956,346449.4956
600010,包钢股份,2.614,3.14,3.11,3.16,3.02,3.06,80863272.0,0.51368,251230116.0,251.2,2.067,10224071.608284,4942995.585612
002555,三七互娱,2.614,36.12,36.0,36.5,34.88,35.2,5071066.0,3.19921,181418628.0,144.48,10.637,3765139.387128,572537.1267
000825,太钢不锈,2.611,3.93,3.88,3.98,3.86,3.83,29840571.0,0.5238900000000001,116996616.0,50.385,0.924,2238625.383828,2238509.492451
002281,光迅科技,2.61,51.1,50.7,51.97,48.7,49.8,5706957.0,3.16794,287747633.0,67.237,4.152,1072535.77424,920553.18845
300212,易华录,2.609,30.68,30.73,30.87,28.86,29.9,7945561.0,2.6267,239128907.0,68.635,4.757,1134503.929676,928047.05136
