code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
000717,韶钢松山,10.123,4.46,4.16,4.46,4.14,4.05,71772630.0,4.29899,318244794.0,-7.825,9.24,1079107.88686,744607.88686
000780,平庄能源,10.099,5.56,5.56,5.56,5.36,5.05,76057208.0,7.49845,421333704.0,185.333,1.248,563954.316144,563954.316144
601908,京运通,10.065,6.78,6.25,6.78,6.22,6.16,29378652.0,1.70852,191774721.0,52.154,2.961,1351266.001278,1165848.488832
601101,昊华能源,10.062,7.11,6.88,7.11,6.75,6.46,38707543.0,3.22563,272395864.0,47.4,1.252,853198.771392,853198.771392
600658,电子城,10.055,9.96,9.49,9.96,9.49,9.05,5080666.0,0.8758300000000001,50283175.0,11.581,1.888,577777.012392,577777.012392
000795,太原刚玉,10.042,13.04,12.02,13.04,11.61,11.85,36289903.0,11.11836,453789965.0,326.0,4.833,579610.740256,425620.603072
600165,新日恒力,10.036,15.46,14.37,15.46,14.01,14.05,53014699.0,10.93349,775801814.0,-39.239,4.711,1058830.31615,749630.31615
600843,上工申贝,10.035,12.72,11.75,12.72,11.35,11.56,7545261.0,2.47673,91402238.0,33.704,4.006,697805.9712,387509.5212
300141,和顺电气,10.026,21.29,19.75,21.29,19.36,19.35,11522017.0,10.84811,236772261.0,68.413,5.183,355471.4656,226125.718446
300317,珈伟股份,10.023,23.93,21.5,23.93,20.8,21.75,9204172.0,5.49688,204178927.0,409.76,2.749,918101.63448,400692.522835
600778,友好集团,10.022,10.21,9.33,10.21,9.21,9.28,24358234.0,7.83005,239179405.0,34.61,1.9500000000000002,318032.670392,317619.532952
002119,康强电子,10.02,21.85,20.15,21.85,19.9,19.86,18902351.0,9.73345,401520659.0,2185.0,6.798,450547.0,424327.0
002679,福建金森,10.02,21.85,19.94,21.85,19.0,19.86,6534612.0,4.71201,132587610.0,64.265,4.303,303015.8,303015.8
600876,洛阳玻璃,10.018,30.86,27.5,30.86,27.0,28.05,28872636.0,11.548210000000001,852104684.0,964.375,-177.663,1589346.294812,771556.294812
002416,爱施德,10.017,13.18,12.49,13.18,12.2,11.98,14961794.0,1.54311,193294056.0,454.483,2.96,1323120.217802,1277919.58705
603866,桃李面包,10.015,36.69,34.08,36.69,33.52,33.35,16471059.0,36.59211,589926397.0,54.761,12.319,1651512.294,165151.2294
002066,瑞泰科技,10.015,15.05,13.9,15.05,13.71,13.68,17833286.0,7.72004,256470538.0,518.966,7.992,347655.0,347655.0
002189,利达光电,10.015,22.74,21.21,22.74,20.8,20.67,15220601.0,7.66683,335618290.0,324.857,8.717,453071.76,451446.93015
002518,科士达,10.015,28.89,26.7,28.89,26.36,26.26,8695928.0,3.0893100000000002,240466521.0,56.647,5.194,857844.29052,813209.549643
603936,博敏电子,10.01,42.53,39.55,42.53,38.7,38.66,16952545.0,40.50787,704532448.0,75.009,9.536,711739.55,177988.05
000851,高鸿股份,10.01,11.43,10.71,11.43,10.5,10.39,65868565.0,13.50288,733822423.0,109.378,2.6,675929.34918,557568.322758
603025,大豪科技,10.009,35.5,34.8,35.5,32.8,32.27,11581890.0,22.70959,401285870.0,64.545,11.175,1586850.0,181050.0
002502,骅威股份,10.007,31.44,29.32,31.44,28.75,28.58,25647609.0,13.95902,786929879.0,262.0,6.277,1351650.989928,577662.96576
603996,中新科技,10.003,34.31,32.01,34.31,32.0,31.19,10236389.0,20.43191,344638526.0,50.456,6.319,686543.1,171893.1
000048,康达尔,10.003,41.35,37.81,41.35,36.49,37.59,17120091.0,4.43447,686512520.0,142.586,23.862,1615828.454585,1596392.5859
300447,全信股份,10.003,82.15,75.88,82.15,75.11,74.68,2237542.0,11.04959,178371806.0,101.332,12.264,665415.0,166353.75
600207,安彩高科,10.0,10.67,9.99,10.67,9.91,9.7,12965811.0,2.94678,135905493.0,-27.275,8.839,736230.0,469480.0
000591,桐 君 阁,10.0,17.82,16.5,17.82,15.72,16.2,6300408.0,2.29414,106638883.0,1263.83,12.383,489392.411706,489392.411706
002180,艾派克,10.0,38.72,35.21,38.72,35.21,35.2,4516573.0,4.17464,169861643.0,65.627,11.752,2203746.871744,418914.81632
002238,天威视讯,10.0,17.05,15.82,17.05,15.6,15.5,14776295.0,3.18104,243345123.0,31.574,3.521,877156.005,791991.40845
002273,水晶光电,10.0,32.23,30.5,32.23,30.0,29.3,32834231.0,9.21233,1027851672.0,80.575,5.311,1407200.743509,1148728.597181
002346,柘中股份,10.0,20.9,19.1,20.9,18.4,19.0,9052577.0,12.93225,178561554.0,110.0,6.037,922892.61944,146300.0
002558,世纪游轮,10.0,132.0,121.4,132.0,118.1,120.0,3304228.0,10.1789,417065754.0,825.0,14.64,863940.0,428492.46
002711,欧浦智网,10.0,28.82,27.7,28.82,27.5,26.2,10914545.0,10.0088,313224135.0,33.512,7.504,951123.404,314280.589832
002751,易尚展示,10.0,107.36,101.74,107.36,99.8,97.6,7286427.0,20.747230000000002,763390534.0,160.239,34.947,1508193.28,377048.32
002777,久远银海,10.0,68.97,68.97,68.97,68.97,62.7,453358.0,2.26679,31268101.0,74.161,20.218,551760.0,137940.0
300093,金刚玻璃,10.0,28.27,26.2,28.27,25.8,25.7,16093617.0,7.47634,433949211.0,314.111,6.949,610632.0,608541.82928
300209,天泽信息,10.0,22.22,20.55,22.22,20.3,20.2,12402208.0,6.09989,264143746.0,370.333,5.977,544235.006612,451774.09585
300449,汉邦高科,10.0,93.83,86.01,93.83,86.01,85.3,1513439.0,8.5505,140366339.0,87.692,10.929,663378.1,166079.1
300466,赛摩电气,10.0,72.16,66.11,72.16,66.11,65.6,5344953.0,26.72477,378505950.0,120.267,12.758,577280.0,144320.0
300479,神思电子,10.0,82.39,77.0,82.39,75.0,74.9,2830455.0,14.15228,225246096.0,117.7,16.986,659120.0,164780.0
603009,北特科技,9.997,33.56,30.47,33.56,29.05,30.51,2603402.0,7.49608,82850616.0,69.917,7.928,369294.24,116554.41696
002768,国恩股份,9.997,68.33,63.46,68.33,63.34,62.12,6065624.0,30.32812,406317053.0,65.076,7.916,546640.0,136660.0
002722,金轮股份,9.996,27.29,25.5,27.29,24.51,24.81,4962000.0,10.84788,131033786.0,104.962,6.18,434645.201973,124828.96285
002785,万里石,9.995,24.43,24.43,24.43,24.43,22.21,17609650.0,35.2193,430203750.0,174.5,6.8870000000000005,488600.0,122150.0
002687,乔治白,9.994,17.39,15.58,17.39,15.58,15.81,8095047.0,2.38688,135846284.0,49.686,6.379,617087.628,589778.589375
002781,奇信股份,9.994,38.19,35.5,38.19,35.02,34.72,14713584.0,32.69685,551083707.0,46.012,7.316,859275.0,171855.0
600610,中毅达,9.993,15.74,15.3,15.74,14.81,14.31,43172439.0,14.84943,668917370.0,174.889,14.37,1686186.22827,457616.24466
002778,高科石化,9.991,38.42,38.42,38.42,38.42,34.93,1126103.0,5.04979,43264877.0,73.885,6.468,342358.699,85676.6
300376,易事特,9.991,51.08,47.6,51.08,46.0,46.44,11196572.0,17.8682,547839562.0,52.122,10.326,1279349.68,320077.496
600074,保千里,9.99,11.56,10.58,11.56,10.58,10.51,76260516.0,8.5114,867287355.0,398.621,18.948,2665504.8,1035754.364304
002624,完美环球,9.984,27.98,27.98,27.98,27.98,25.44,169206.0,0.061840000000000006,4734384.0,42.394,19.134,1364604.174808,765539.134672
601011,宝泰隆,9.983,6.39,6.39,6.39,6.39,5.81,9895341.0,1.02277,63231229.0,35.5,2.057,873832.5,618232.5
000615,湖北金环,9.98,16.53,15.2,16.53,15.2,15.03,22043533.0,10.41415,354522838.0,236.143,3.998,644877.079575,349889.025606
600235,民丰特纸,9.979,10.36,9.65,10.36,9.5,9.42,15464089.0,4.40196,155026135.0,1036.0,2.638,363946.8,363946.8
600734,实达集团,9.975,17.75,16.6,17.75,16.1,16.14,25934118.0,7.38636,442229382.0,-157.638,73.529,624016.14935,623217.39935
600806,昆明机床,9.975,13.45,12.28,13.45,12.28,12.23,41450181.0,10.62318,546739314.0,-34.999,6.859,714304.083535,524800.561395
000547,航天发展,9.971,15.11,13.89,15.11,13.5,13.74,32717375.0,3.919,474498026.0,65.696,0.558,2160169.263367,1261441.496306
002758,华通医药,9.962,84.44,78.01,84.44,76.0,76.79,1987001.0,14.19286,158807402.0,77.468,9.184,472864.0,118216.0
603399,新华龙,9.957,10.16,9.4,10.16,9.4,9.24,12840695.0,3.62012,127689206.0,63.5,2.455,507238.659384,360379.264
002780,三夫户外,9.953,88.49,80.48,88.53,74.5,80.48,5229900.0,30.76412,432612861.0,158.018,21.374,592883.0,150433.0
300307,慈星股份,9.953,11.71,10.95,11.71,10.7,10.65,15459427.0,1.94893,173634705.0,-27.233,2.43,939142.0,928866.425818
600693,东百集团,9.881,16.57,15.2,16.59,14.72,15.08,22940932.0,6.6997,359323219.0,38.888,4.122,744182.849118,567385.328569
002783,凯龙股份,9.778,85.66,79.98,85.83,77.8,78.03,5356527.0,25.66616,444670851.0,50.094,7.7379999999999995,715004.02,178772.42
002632,道明光学,9.727,20.08,18.71,20.1,18.38,18.3,9938020.0,3.90313,190494233.0,100.4,4.297,594087.916128,511269.769352
600995,文山电力,9.697,9.05,8.39,9.08,8.25,8.25,14362251.0,3.00135,124928126.0,41.136,2.918,433066.392,433066.392
600652,游久游戏,9.338,18.5,17.3,18.61,17.1,16.92,75032918.0,12.16735,1354840807.0,-80.435,7.6129999999999995,1540501.4713,1140847.67145
300168,万达信息,9.262,26.07,24.61,26.2,23.9,23.86,72650424.0,7.2748,1802407552.0,66.863,14.891,2667659.264094,2603502.57915
300100,双林股份,8.856,31.22,29.5,31.33,27.65,28.68,9001210.0,3.34994,263930518.0,66.426,6.065,1235610.318012,838875.156
002247,帝龙新材,8.821,27.88,26.1,27.95,25.45,25.62,10784699.0,4.85061,285180527.0,73.368,7.059,737382.786,619875.6257
600531,豫光金铅,8.811,12.35,11.4,12.49,11.11,11.35,14771994.0,5.0032,175669386.0,154.375,2.782,364634.70836,364634.70836
603800,道森股份,8.64,33.7,31.8,34.08,31.2,31.02,11135068.0,21.41359,366369477.0,48.826,11.271,700960.0,175240.0
300435,中泰股份,8.5,67.27,63.0,67.5,62.31,62.0,2926182.0,14.63128,191306290.0,50.579,8.571,548923.2,134536.6365
300097,智云股份,8.212,35.71,34.0,35.87,33.84,33.0,3740712.0,4.69647,130532946.0,187.947,9.812,527930.551445,284428.339503
300482,万孚生物,8.191,96.29,93.87,97.85,93.0,89.0,2540097.0,11.5459,241300951.0,64.624,12.331,847352.0,211838.0
603005,晶方科技,8.181,37.82,36.0,38.1,35.25,34.96,5896531.0,5.91789,217634765.0,42.977,5.264,857367.88381,376835.110238
600615,丰华股份,8.108,17.2,16.15,17.24,15.91,15.91,3354898.0,1.78809,55545627.0,245.714,6.492,323395.27376,322714.15376
000785,武汉中商,7.944,16.17,15.01,16.26,15.01,14.98,10827705.0,4.31222,170558417.0,161.7,4.904,406225.485666,406018.509666
600765,中航重机,7.663,17.0,15.99,17.3,15.6,15.79,21582579.0,2.7741,355568339.0,85.0,3.625,1322605.44,1322605.44
002552,宝鼎重工,7.626,13.83,13.25,13.83,12.8,12.85,2178471.0,1.29382,28895381.0,276.6,5.112,414900.0,232862.625
002407,多氟多,7.61,73.39,69.97,75.0,66.68,68.2,38201262.0,20.43436,2730767175.0,3669.5,11.565,1843866.175545,1371998.1618
300282,汇冠股份,7.531,26.13,24.83,26.3,24.3,24.3,4283096.0,2.49335,107719540.0,217.75,4.662,599369.83548,448864.0143
000723,美锦能源,7.512,11.02,10.59,11.25,10.3,10.25,20427181.0,10.48294,220608552.0,367.333,7.313,2159036.62578,214737.100806
300394,天孚通信,7.462,91.88,87.26,91.88,85.44,85.5,834711.0,5.47711,74021767.0,61.253,10.6,683035.92,140025.12
600626,申达股份,7.452,12.4,12.0,12.59,11.68,11.54,32071889.0,4.51562,389833484.0,59.673,3.878,880701.09184,880701.09184
002175,东方网络,7.4,45.43,43.5,46.01,41.58,42.3,18733424.0,9.36841,818499117.0,278.2,12.747,1047460.602034,908435.234476
600093,禾嘉股份,7.392,13.22,12.54,13.42,12.31,12.31,12282074.0,3.8090200000000003,158157122.0,120.182,2.754,1483875.595,426275.595
600528,中铁二局,7.389,14.97,14.1,15.33,13.86,13.94,136460230.0,9.35172,2022870003.0,77.245,3.551,2184422.4,2184422.4
300315,掌趣科技,7.352,12.12,11.46,12.42,11.19,11.29,159553310.0,10.05634,1909020150.0,44.889,6.995,3221953.456068,1922951.58258
002593,日上集团,7.349,29.07,27.58,29.1,27.4,27.08,6055610.0,4.62777,170596393.0,153.0,3.882,677621.7,380391.636132
002384,东山精密,7.345,19.0,18.05,19.12,17.6,17.7,10669846.0,2.25914,194969929.0,316.667,5.946,1610041.513,897362.4
002028,思源电气,7.158,14.97,13.95,14.97,13.41,13.97,53190660.0,11.18451,761902470.0,20.23,2.475,937086.79056,711934.824405
002713,东易日盛,7.084,29.93,27.8,30.5,27.8,27.95,5337882.0,8.55248,154057138.0,31.177,9.016,747295.089336,186802.821334
600543,莫高股份,7.073,9.84,9.36,9.86,9.23,9.19,13823215.0,4.30469,131511570.0,196.8,2.8970000000000002,315982.08,315982.08
002565,上海绿新,7.001,8.1,7.75,8.1,7.37,7.57,25542904.0,3.7162100000000002,197444158.0,-115.714,3.266,564310.8,556743.78
000761,本钢板材,6.977,5.98,5.58,5.98,5.58,5.59,20571262.0,0.7518900000000001,120022402.0,80.811,1.218,1875328.0,1636094.194462
002190,成飞集成,6.91,33.11,31.32,33.8,30.55,30.97,11127360.0,3.22356,360049214.0,275.917,6.926,1142918.732802,1142918.732802
000983,西山煤电,6.897,6.82,6.67,7.02,6.54,6.38,116668747.0,3.7023900000000003,793146508.0,78.662,1.295,2149118.4,2149100.121718
002034,美 欣 达,6.883,33.85,32.3,33.85,32.0,31.67,1992843.0,3.27669,65330275.0,-169.25,6.289,284069.2,205871.289345
600397,安源煤业,6.869,5.29,5.17,5.45,5.12,4.95,63767374.0,6.44141,337802792.0,54.876,1.487,523688.777578,523688.777578
300464,星徽精密,6.842,47.0,44.6,47.0,44.11,43.99,3585822.0,17.34795,163063781.0,72.308,8.67,395810.5,97149.0
300079,数码视讯,6.81,8.94,8.54,9.01,8.38,8.37,69389503.0,5.75167,605408211.0,33.111,4.068,1231747.712628,1078541.807976
600880,博瑞传播,6.798,9.74,9.34,9.98,9.19,9.12,79766995.0,10.90381,766413561.0,37.462,2.941,1064905.457608,712531.191194
002636,金安国纪,6.784,15.11,14.46,15.45,13.86,14.15,16629396.0,6.74927,242717725.0,100.733,7.96,1100008.0,372292.450831
002681,奋达科技,6.758,33.33,31.8,33.39,31.6,31.22,11035882.0,5.18336,359633698.0,69.438,8.624,2058520.1274,709628.640039
601886,江河创建,6.743,9.34,8.9,9.55,8.74,8.75,16166231.0,1.40083,148519182.0,38.917,1.9649999999999999,1077882.7,1077882.7
600651,飞乐音响,6.688,13.08,12.42,13.39,12.25,12.26,52736322.0,6.86115,675352169.0,150.345,4.22,1288667.762616,1005357.459588
002036,汉麻产业,6.639,22.97,22.79,23.28,22.02,21.54,13853809.0,5.41432,314008966.0,382.833,8.337,1367685.176999,587741.52138
002077,大港股份,6.63,17.37,16.44,17.7,15.92,16.29,7905224.0,3.13699,133637496.0,115.8,4.097,712170.0,437724.0
600117,西宁特钢,6.629,5.63,5.4,5.81,5.2,5.28,24652703.0,3.32597,136576404.0,93.833,1.907,417306.438876,417306.438876
000151,中成股份,6.608,18.07,16.91,18.07,16.91,16.95,12381436.0,4.64518,216417365.0,47.168,5.572,534835.86,481644.948369
300406,九强生物,6.593,38.8,38.97,39.0,37.27,36.4,4598228.0,4.47894,176308975.0,19.208,8.647,969368.77444,398333.54968
300310,宜通世纪,6.586,56.48,54.13,58.0,51.63,52.99,3881135.0,2.90867,212144902.0,268.952,18.103,1292262.4,753631.2784
600225,天津松江,6.564,7.63,7.19,7.65,7.0,7.16,30791151.0,4.95435,224510070.0,381.5,3.418,713780.865245,474202.527645
002503,搜于特,6.556,14.79,14.1,14.8,13.6,13.88,5765609.0,0.9155500000000001,82505003.0,61.625,6.779,1533427.2,931390.96188
000955,欣龙控股,6.552,6.83,6.48,6.84,6.32,6.41,16254979.0,3.23218,107071032.0,776.136,5.65,367723.785,343487.6666
300473,德尔股份,6.551,71.4,68.9,71.83,67.56,67.01,2189832.0,8.75933,152404563.0,39.757,4.805,714000.0,178500.0
601116,三江购物,6.532,9.46,8.99,9.5,8.88,8.88,4725957.0,1.15054,43600220.0,35.391,2.464,388577.8248,388577.8248
600624,复旦复华,6.524,12.9,12.42,13.06,11.9,12.11,36181411.0,8.06358,448450085.0,118.349,6.513,679444.99434,578824.99434
603696,安记食品,6.517,36.12,34.65,36.84,33.61,33.91,7793572.0,25.97857,277048897.0,57.333,8.361,433440.0,108360.0
600645,中源协和,6.497,40.98,39.28,41.06,38.6,38.48,23016225.0,7.08492,916631565.0,409.8,11.306,1582874.276772,1331285.72589
000710,天兴仪表,6.492,25.59,24.21,26.0,23.71,24.03,3288576.0,2.17498,82351757.0,562.418,31.624,386920.8,386920.8
000790,华神集团,6.339,10.4,9.93,10.4,9.7,9.78,16534049.0,3.85949,166574632.0,60.571,7.97,448262.22896,445535.84296
002418,康盛股份,6.264,28.5,27.41,29.38,27.4,26.82,13896079.0,7.69468,392941142.0,-219.231,5.7,1079580.0,514690.8993
600279,重庆港九,6.176,10.83,10.4,10.85,9.95,10.2,21338989.0,4.6190999999999995,221582927.0,49.227,1.512,500316.088623,500316.088623
603669,灵康药业,6.153,30.19,28.88,30.38,28.85,28.44,5204101.0,8.00631,154393644.0,39.208,7.337,784940.0,196235.0
002779,中坚科技,6.137,52.06,49.45,53.83,48.14,49.05,5403520.0,24.56145,276163890.0,60.535,9.441,458128.0,114532.0
300342,天银机电,6.12,38.15,37.0,38.18,34.8,35.95,4845479.0,2.5640400000000003,177448794.0,82.935,9.207,763000.0,720952.78675
600838,上海九百,6.078,11.17,10.72,11.38,10.41,10.53,11940773.0,2.97863,129854188.0,101.823,4.431,447785.172777,447785.172777
300108,双龙股份,6.035,12.65,12.19,12.68,11.8,11.93,5317116.0,2.41149,64906037.0,40.806,3.303,536372.375495,278920.880975
600228,昌九生化,5.97,12.07,11.55,12.26,11.22,11.39,7600282.0,3.14946,89038781.0,86.214,42.44,291273.24,291273.24
603729,龙韵股份,5.967,79.91,77.0,82.95,75.02,75.41,1020526.0,6.12193,80992742.0,50.898,5.46,532759.97,133209.97
600185,格力地产,5.952,16.91,16.18,17.1,16.0,15.96,11807140.0,2.04389,194398047.0,31.315,2.819,976858.400209,976858.400209
300448,浩云科技,5.882,79.39,76.13,80.14,74.98,74.98,1847165.0,9.23583,144341647.0,83.568,12.08,640586.0015,158780.0
002138,顺络电子,5.877,11.17,10.85,11.19,10.53,10.55,17180000.0,2.36383,187178586.0,18.617,3.541,827628.655238,811819.754238
300256,星星科技,5.873,20.73,19.9,20.77,19.4,19.58,4614605.0,3.39733,92900860.0,169.64,2.161,673182.506265,281576.298966
300488,恒锋工具,5.864,75.64,72.3,77.0,71.6,71.45,1325221.0,10.59329,97846351.0,55.618,8.148,472825.64,94625.64
002333,罗普斯金,5.86,19.33,18.5,19.5,18.2,18.26,1886088.0,0.7778200000000001,35651695.0,92.048,3.585,485766.3794,468723.23438
600576,万家文化,5.851,20.08,19.3,20.17,18.99,18.97,24302699.0,5.06512,478238172.0,-334.667,19.334,1275017.003016,963448.034384
603508,思维列控,5.843,89.48,86.67,90.66,84.23,84.54,6291632.0,15.72908,553534811.0,44.965,12.462,1431680.0,357920.0
300320,海达股份,5.832,12.34,11.6,12.52,11.6,11.66,5462737.0,2.3161300000000002,66169341.0,20.065,4.807,361991.432,291046.60016
603268,松发股份,5.815,44.95,44.0,46.53,42.31,42.48,2668537.0,12.12971,117960005.0,60.743,7.461,395560.0,98890.0
002769,普路通,5.804,61.98,59.63,62.63,58.35,58.58,2767763.0,7.48044,167297752.0,31.948,9.509,933784.221684,229326.0
000504,南华生物,5.781,22.69,21.61,22.7,19.8,21.45,7252461.0,2.3344300000000002,154869821.0,-283.625,-1233.152,706961.181369,704917.493069
300481,濮阳惠成,5.775,45.06,43.6,45.19,42.6,42.6,1922085.0,9.61042,84608463.0,85.019,8.648,360480.0,90120.0
300269,联建光电,5.769,23.65,22.7,23.84,21.69,22.36,7031146.0,3.46565,159694825.0,27.309,4.646,1195596.412175,479812.995035
002560,通达股份,5.747,36.8,35.88,37.13,34.9,34.8,6546547.0,7.41127,236342571.0,108.235,3.658,525235.79056,325063.00016
002137,麦达数字,5.746,17.3,16.53,17.39,15.29,16.36,15655806.0,6.13164,252930701.0,556.27,15.838,883354.22048,441718.01436
000932,华菱钢铁,5.723,3.51,3.4,3.65,3.31,3.32,163668907.0,5.42864,566108356.0,142.105,1.159,1058493.158775,1058234.875425
002371,七星电子,5.721,25.87,25.04,26.1,24.4,24.47,12061459.0,3.57437,304688176.0,215.583,4.872,911141.4,872965.638597
300030,阳普医疗,5.684,15.06,14.54,15.06,14.05,14.25,16626303.0,6.88744,243318489.0,83.667,5.124,465046.49739,363548.930112
300232,洲明科技,5.68,33.49,32.2,33.99,31.72,31.69,4733954.0,3.37451,155600623.0,111.633,9.186,769850.634871,469816.404071
002596,海南瑞泽,5.671,30.0,28.6,30.3,28.6,28.39,5556757.0,3.30646,163867824.0,375.0,5.821,973376.658,504172.134
600673,东阳光科,5.66,7.28,7.05,7.5,6.68,6.89,30569751.0,1.25973,218030179.0,42.824,4.986,1797340.205752,1766636.564056
000930,中粮生化,5.638,12.74,12.15,13.0,11.89,12.06,88956776.0,9.22395,1109464867.0,344.324,5.249,1228659.76051,1228659.76051
600272,开开实业,5.636,13.12,12.62,13.14,12.18,12.42,3498727.0,2.1867,44424440.0,87.467,7.307,318816.0,209920.0
603678,火炬电子,5.635,59.61,56.22,60.0,54.5,56.43,1216640.0,2.92462,69177218.0,54.245,9.08,991910.4,247977.6
002615,哈尔斯,5.633,25.88,25.0,26.4,24.0,24.5,16563740.0,16.10402,419397896.0,33.61,7.513,472051.2,266187.88596
300087,荃银高科,5.631,9.38,9.2,9.38,8.8,8.88,9691475.0,3.80136,88627982.0,284.242,5.265,297158.4,239140.920088
600768,宁波富邦,5.627,18.77,17.99,18.9,17.53,17.77,2497311.0,1.86719,45523184.0,987.895,36.18,251043.4944,251043.4944
600260,凯乐科技,5.595,10.38,10.01,10.4,9.77,9.83,17584551.0,3.33268,177716625.0,115.333,2.449,692084.058624,547690.32
000418,小天鹅Ａ,5.593,21.9,21.15,22.09,20.68,20.74,8286458.0,1.89298,178284115.0,19.909,2.858,1385148.20316,958665.44163
300148,天舟文化,5.586,24.95,24.01,25.75,23.38,23.63,29877293.0,8.83189,733561900.0,63.974,5.638,1053767.014955,844030.249115
603333,明星电缆,5.556,7.98,7.65,8.08,7.58,7.56,5546323.0,1.06659,43579982.0,-61.385,2.785,414963.99,414963.99
600193,创兴资源,5.545,10.66,10.31,10.96,10.01,10.1,25876836.0,6.08333,269796280.0,-11.34,13.143,453447.618,453447.618
600515,海岛建设,5.526,11.84,11.57,12.0,11.0,11.22,14792497.0,3.49891,170361294.0,134.545,5.846,500564.577024,500564.577024
002203,海亮股份,5.517,7.65,7.34,7.67,7.11,7.25,13142782.0,0.89546,97211817.0,26.208,3.5220000000000002,1278621.851445,1122797.009385
002625,龙生股份,5.493,37.45,36.36,38.08,35.0,35.5,6470163.0,3.44163,237374572.0,170.227,22.151,1126324.45653,704049.52149
300126,锐奇股份,5.491,13.64,13.18,13.67,12.63,12.93,16358053.0,7.7561800000000005,216132147.0,66.83,4.082,418928.048,287672.379456
002128,露天煤业,5.485,7.5,7.3,7.66,7.18,7.11,37685919.0,2.37284,279341966.0,19.737,1.418,1225783.85475,1191164.36325
600097,开创国际,5.482,14.43,13.8,14.48,13.75,13.68,4640611.0,2.29055,65513730.0,27.75,6.489,292348.771143,292348.771143
002145,中核钛白,5.477,14.25,13.76,14.37,13.55,13.51,31102653.0,13.63783,434803161.0,203.571,3.027,763294.3986,324987.658875
002229,鸿博股份,5.47,19.28,18.7,19.4,18.2,18.28,15701688.0,7.63568,296578495.0,207.759,6.76,574902.608,396465.955432
300146,汤臣倍健,5.452,33.27,34.7,34.7,32.22,31.55,18552448.0,5.49812,617567074.0,43.208,5.362,2422092.39738,1122638.06058
000663,永安林业,5.437,12.8,12.13,12.83,12.02,12.14,4463553.0,2.62071,55647777.0,-128.0,2.532,436505.34272,218007.82976
002353,杰瑞股份,5.433,17.27,16.7,17.36,16.29,16.38,15389307.0,2.31626,258963702.0,13.706,2.127,1654213.844184,1147424.754696
002359,齐星铁塔,5.408,28.65,27.4,28.96,27.4,27.18,7811570.0,2.32529,220400790.0,-145.21,12.812,1194132.0,962465.088885
002331,皖通科技,5.376,18.23,17.58,18.49,16.9,17.3,23116229.0,10.14761,407218326.0,70.686,4.399,532205.185299,415278.938781
002456,欧菲光,5.366,24.35,23.71,24.36,23.1,23.11,31517410.0,3.94939,753906074.0,34.296,4.131,2509540.22,1943211.05141
002676,顺威股份,5.294,35.8,33.6,35.85,32.6,34.0,4435791.0,2.79642,154582743.0,119.333,5.389,572800.0,567873.34004
300443,金雷风电,5.273,173.9,169.0,174.0,166.0,165.19,826759.0,5.87604,141054568.0,85.665,11.399000000000001,978361.4,244677.3
300066,三川股份,5.243,19.27,18.8,19.27,18.32,18.31,12466136.0,3.34248,235892752.0,38.54,6.019,801657.638735,718695.290097
600257,大湖股份,5.216,10.49,9.99,10.52,9.86,9.97,11628946.0,2.72309,118293296.0,2760.526,5.995,447975.45,447975.45
002623,亚玛顿,5.214,36.93,36.0,37.19,34.7,35.1,3594162.0,2.24635,129542999.0,153.875,2.727,590880.0,590880.0
300452,山河药辅,5.212,84.18,82.35,85.0,79.52,80.01,913552.0,7.87545,74971044.0,84.18,11.166,390595.2,97648.8
600548,深高速,5.202,8.09,7.72,8.14,7.71,7.69,6332828.0,0.44184,50107603.0,8.066,1.512,1764243.193734,1159515.693734
300202,聚龙股份,5.179,24.98,24.05,25.3,23.62,23.75,7885751.0,1.9041000000000001,194121110.0,37.139,9.635,1372660.992,1034539.028642
300390,天华超净,5.151,34.91,33.77,35.3,32.67,33.2,2222418.0,4.71598,75668850.0,58.183,11.662,481126.129,164514.198876
300246,宝莱特,5.143,30.05,29.0,30.4,28.03,28.58,5211513.0,5.67627,152889842.0,129.862,10.193,438994.44,275895.856325
000032,深桑达Ａ,5.122,18.06,17.27,18.19,17.02,17.18,4690471.0,2.01426,82723882.0,200.667,4.799,635492.47167,420551.009634
002117,东港股份,5.109,35.8,34.6,35.8,33.77,34.06,4725715.0,1.29945,163695413.0,77.826,9.698,1302323.85812,1301941.7862
002348,高乐股份,5.089,11.77,11.4,11.77,10.96,11.2,6094757.0,1.64466,69487690.0,121.717,4.62,557427.2,436170.520214
300301,长方照明,5.072,8.7,8.49,8.76,8.21,8.28,15880297.0,5.92468,135782090.0,46.351,4.388,600616.65303,233191.47051
600370,三房巷,5.066,11.2,11.0,11.3,10.2,10.66,8218067.0,2.57702,88604391.0,237.288,2.957,357165.41504,357165.41504
600861,北京城乡,5.061,13.7,13.36,13.9,12.71,13.04,6764654.0,2.1352700000000002,90367875.0,42.467,1.899,434022.78013,434022.78013
000987,广州友谊,5.054,19.54,18.8,20.45,17.82,18.6,8834472.0,2.46283,171206171.0,26.767,3.269,701404.141078,700923.898682
000758,中色股份,5.051,13.31,12.97,13.45,12.56,12.67,14149654.0,1.56946,184751232.0,49.296,2.803,1310621.341172,1199978.466973
000668,荣丰控股,5.05,21.01,20.37,21.1,19.7,20.0,3544821.0,2.41657,72333036.0,-67.774,5.005,308514.81089,308192.313693
